symbol,variant,dpk,tb_start,tb_end,date,mfr,fp_up,fp_down,fp_both,fp_none
TARA,union_bybar,3,1032,1032,2025-10-01,0.7732427306659286,1,0,0,0
TARA,union_bybar,5,1037,1037,2025-10-08,0.5424062932721476,1,0,0,0
TARA,union_bybar,6,1040,1041,2025-10-13,0.461687342760977,2,0,0,0
TARA,union_nbhd,5,604,605,2024-01-17,1.2764513945950366,2,0,0,0
TARA,union_nbhd,3,806,807,2024-11-04,3.0308288300900723,2,0,0,0
TARA,union_nbhd,3,1032,1032,2025-10-01,0.7732427306659286,1,0,0,0
TARA,union_nbhd,4,1037,1037,2025-10-08,0.5424062932721476,1,0,0,0
TARA,union_nbhd,5,1040,1041,2025-10-13,0.461687342760977,2,0,0,0
SNEJF,union_naive,5,887,889,2025-03-05,0.08185661576735592,0,3,0,0
SNEJF,union_bybar,4,887,889,2025-03-05,0.08185661576735592,0,3,0,0
SNEJF,union_nbhd,3,887,889,2025-03-05,0.08185661576735592,0,3,0,0
BRGX,base_high,3,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,base_close,3,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,wrap_high,3,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,union_naive,6,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,union_bybar,5,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,union_nbhd,4,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,base_high_nbhd,3,600,607,2024-01-10,0.9286434291260346,2,0,0,6
BRGX,inter,5,600,607,2024-01-10,0.9286434291260346,2,0,0,6
RCKY,base_high,3,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,base_high,4,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,base_high,5,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,base_high,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,base_high,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,base_close,3,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,base_close,3,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,base_close,4,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,wrap_high,3,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,wrap_high,4,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,wrap_high,5,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,wrap_high,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,wrap_high,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_naive,5,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_naive,6,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_naive,7,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,union_naive,9,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,union_naive,10,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_naive,10,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_bybar,5,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_bybar,6,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_bybar,6,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,union_bybar,8,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,union_bybar,9,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_bybar,9,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_nbhd,3,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_nbhd,4,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,union_nbhd,4,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,union_nbhd,5,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,union_nbhd,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,union_nbhd,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,base_high_nbhd,3,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,base_high_nbhd,4,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,base_high_nbhd,5,688,691,2024-05-16,0.05950068155583843,0,0,0,4
RCKY,base_high_nbhd,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,base_high_nbhd,6,694,697,2024-05-24,0.10392684879808539,0,0,0,4
RCKY,inter,5,681,681,2024-05-07,0.16719972848257103,0,0,0,1
RCKY,inter,6,685,685,2024-05-13,0.13711052428687198,0,0,0,1
RCKY,inter,8,688,691,2024-05-16,0.05950068155583843,0,0,0,4
GOLD,base_high,3,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,base_high,5,668,674,2024-04-18,0.11336000267715028,0,1,0,6
GOLD,wrap_high,3,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,wrap_high,5,668,674,2024-04-18,0.11336000267715028,0,1,0,6
GOLD,union_naive,4,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,union_naive,7,668,674,2024-04-18,0.11336000267715028,0,1,0,6
GOLD,union_naive,3,767,768,2024-09-10,0.07853635701083683,0,2,0,0
GOLD,union_naive,4,767,768,2024-09-10,0.07853635701083683,0,2,0,0
GOLD,union_naive,8,767,768,2024-09-10,0.07853635701083683,0,2,0,0
GOLD,union_bybar,3,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,union_bybar,6,668,674,2024-04-18,0.11336000267715028,0,1,0,6
GOLD,union_bybar,6,767,768,2024-09-10,0.07853635701083683,0,2,0,0
GOLD,union_nbhd,3,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,union_nbhd,5,668,674,2024-04-18,0.11336000267715028,0,1,0,6
GOLD,union_nbhd,6,767,768,2024-09-10,0.07853635701083683,0,2,0,0
GOLD,base_high_nbhd,3,664,664,2024-04-12,0.04744263293375073,0,0,0,1
GOLD,base_high_nbhd,5,668,674,2024-04-18,0.11336000267715028,0,1,0,6
BHVN,union_naive,4,175,177,2023-06-06,0.16975909060346184,0,3,0,0
BHVN,union_naive,4,175,177,2023-06-06,0.16975909060346184,0,3,0,0
BHVN,union_bybar,3,175,177,2023-06-06,0.16975909060346184,0,3,0,0
BHVN,union_bybar,3,175,177,2023-06-06,0.16975909060346184,0,3,0,0
BHVN,union_nbhd,3,175,177,2023-06-06,0.16975909060346184,0,3,0,0
BHVN,union_nbhd,3,175,177,2023-06-06,0.16975909060346184,0,3,0,0
RMNI,base_close,3,972,972,2025-07-08,0.31862750368730697,1,0,0,0
RMNI,union_naive,5,972,972,2025-07-08,0.31862750368730697,1,0,0,0
RMNI,union_naive,5,977,977,2025-07-15,0.01980196056547401,0,0,0,1
RMNI,union_bybar,4,972,972,2025-07-08,0.31862750368730697,1,0,0,0
RMNI,union_bybar,4,977,977,2025-07-15,0.01980196056547401,0,0,0,1
RMNI,union_nbhd,3,972,972,2025-07-08,0.31862750368730697,1,0,0,0
RMNI,union_nbhd,3,977,977,2025-07-15,0.01980196056547401,0,0,0,1
RMNI,inter,4,972,972,2025-07-08,0.31862750368730697,1,0,0,0
SEI,base_high,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,base_high,5,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,base_high,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,base_high,4,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,base_high,5,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,base_close,3,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,base_close,3,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,base_close,3,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,wrap_high,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,wrap_high,5,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,wrap_high,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,wrap_high,4,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,wrap_high,5,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,union_naive,4,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_naive,4,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_naive,5,133,134,2022-03-02,0.2209587184516697,0,0,0,2
SEI,union_naive,4,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_naive,7,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_naive,4,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,union_naive,6,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,union_naive,8,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,union_bybar,4,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_bybar,4,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_bybar,5,133,134,2022-03-02,0.2209587184516697,0,0,0,2
SEI,union_bybar,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_bybar,5,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_bybar,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,union_bybar,5,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,union_bybar,7,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,union_nbhd,3,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_nbhd,3,128,129,2022-02-23,0.4453688966437578,2,0,0,0
SEI,union_nbhd,3,133,134,2022-03-02,0.2209587184516697,0,0,0,2
SEI,union_nbhd,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_nbhd,5,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,union_nbhd,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,union_nbhd,4,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,union_nbhd,5,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,base_high_nbhd,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,base_high_nbhd,5,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,base_high_nbhd,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,base_high_nbhd,4,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,base_high_nbhd,5,738,739,2024-07-30,0.09533502100842128,0,0,0,2
SEI,inter,3,490,502,2023-08-03,0.03232797548344916,0,1,0,12
SEI,inter,3,728,729,2024-07-16,0.10300147906964363,0,0,0,2
SEI,inter,5,733,734,2024-07-23,0.07610653525329625,0,0,0,2
SEI,inter,7,738,739,2024-07-30,0.09533502100842128,0,0,0,2
LPX,union_naive,3,653,655,2024-03-27,0.10862099569198887,0,3,0,0
LPX,union_bybar,3,653,655,2024-03-27,0.10862099569198887,0,3,0,0
LPX,union_nbhd,3,653,655,2024-03-27,0.10862099569198887,0,3,0,0
IVDN,base_high,4,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,base_high,5,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,base_high,6,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,base_high,5,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,base_high,7,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,base_close,5,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,base_close,7,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,base_close,8,909,912,2025-04-04,0.01072277572758662,0,0,0,4
IVDN,wrap_high,4,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,wrap_high,5,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,wrap_high,6,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,wrap_high,5,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,wrap_high,7,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_naive,9,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_naive,10,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_naive,11,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,union_naive,10,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_naive,14,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_naive,9,909,912,2025-04-04,0.01072277572758662,0,0,0,4
IVDN,union_bybar,6,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_bybar,7,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_bybar,7,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,union_bybar,7,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_bybar,10,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_bybar,9,909,912,2025-04-04,0.01072277572758662,0,0,0,4
IVDN,union_nbhd,6,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_nbhd,7,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,union_nbhd,7,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,union_nbhd,5,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_nbhd,8,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,union_nbhd,8,909,912,2025-04-04,0.01072277572758662,0,0,0,4
IVDN,base_high_nbhd,4,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,base_high_nbhd,5,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,base_high_nbhd,6,333,333,2022-12-15,0.14285717934978304,0,1,0,0
IVDN,base_high_nbhd,5,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,base_high_nbhd,7,850,850,2025-01-08,0.06666660043928618,0,1,0,0
IVDN,inter,6,331,336,2022-12-13,0.23469278157975373,0,6,0,0
IVDN,inter,9,850,850,2025-01-08,0.06666660043928618,0,1,0,0
PRAA,union_naive,9,588,591,2023-12-21,0.22941512686007803,2,0,0,2
PRAA,union_bybar,7,588,591,2023-12-21,0.22941512686007803,2,0,0,2
PRAA,union_nbhd,5,588,591,2023-12-21,0.22941512686007803,2,0,0,2
DOCU,base_high,3,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,base_high,4,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,base_high,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,base_high,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,base_close,3,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,base_close,4,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,wrap_high,3,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,wrap_high,4,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,wrap_high,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,wrap_high,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_naive,6,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_naive,8,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_naive,9,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_naive,9,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_bybar,5,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_bybar,7,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_bybar,8,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_bybar,8,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_nbhd,4,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_nbhd,5,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,union_nbhd,6,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,union_nbhd,6,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,base_high_nbhd,3,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,base_high_nbhd,4,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,base_high_nbhd,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,base_high_nbhd,5,799,799,2024-10-24,0.5281949250799529,1,0,0,0
DOCU,inter,5,792,792,2024-10-15,0.5399771444954367,1,0,0,0
DOCU,inter,7,792,792,2024-10-15,0.5399771444954367,1,0,0,0
HUM,base_high,4,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,base_high,5,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,base_high,5,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,base_high,6,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,wrap_high,4,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,wrap_high,5,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,wrap_high,5,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,wrap_high,6,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_naive,7,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,union_naive,9,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,union_naive,10,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_naive,11,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_bybar,4,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,union_bybar,6,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,union_bybar,7,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_bybar,8,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_nbhd,4,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,union_nbhd,5,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,union_nbhd,6,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,union_nbhd,6,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,base_high_nbhd,4,1000,1003,2025-08-15,0.09515109539306349,0,4,0,0
HUM,base_high_nbhd,5,1007,1010,2025-08-26,0.05327666476992726,0,4,0,0
HUM,base_high_nbhd,5,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
HUM,base_high_nbhd,6,1015,1015,2025-09-08,0.01340299576271331,0,1,0,0
WHG,inter,3,783,785,2024-10-02,0.25499752908249795,3,0,0,0
MNOV,base_high,3,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,wrap_high,3,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_naive,6,163,168,2022-04-13,0.02074727300067114,0,6,0,0
MNOV,union_naive,3,764,764,2024-09-05,0.17222219499540836,0,0,0,1
MNOV,union_naive,4,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_naive,5,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_bybar,4,163,168,2022-04-13,0.02074727300067114,0,6,0,0
MNOV,union_bybar,3,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_bybar,4,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_nbhd,4,163,168,2022-04-13,0.02074727300067114,0,6,0,0
MNOV,union_nbhd,3,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,union_nbhd,4,767,769,2024-09-10,0.06782100202045371,0,1,0,2
MNOV,base_high_nbhd,3,767,769,2024-09-10,0.06782100202045371,0,1,0,2
SWISF,base_high,3,514,522,2023-09-07,0.21330108506298986,0,9,0,0
SWISF,wrap_high,3,514,522,2023-09-07,0.21330108506298986,0,9,0,0
SWISF,base_high_nbhd,3,514,522,2023-09-07,0.21330108506298986,0,9,0,0
SWISF,inter,8,514,522,2023-09-07,0.21330108506298986,0,9,0,0
AORT,base_high,3,577,582,2023-12-06,0.04711510605877708,0,0,0,6
AORT,wrap_high,3,577,582,2023-12-06,0.04711510605877708,0,0,0,6
AORT,union_naive,4,577,582,2023-12-06,0.04711510605877708,0,0,0,6
AORT,union_naive,5,583,584,2023-12-14,0.010706847168187261,0,0,0,2
AORT,union_bybar,4,577,582,2023-12-06,0.04711510605877708,0,0,0,6
AORT,union_bybar,5,583,584,2023-12-14,0.010706847168187261,0,0,0,2
AORT,union_nbhd,3,583,584,2023-12-14,0.010706847168187261,0,0,0,2
AORT,base_high_nbhd,3,577,582,2023-12-06,0.04711510605877708,0,0,0,6
BDRX,base_close,3,1041,1043,2025-10-14,0.07952366780536131,0,3,0,0
BDRX,union_naive,4,1041,1043,2025-10-14,0.07952366780536131,0,3,0,0
BDRX,union_bybar,4,1041,1043,2025-10-14,0.07952366780536131,0,3,0,0
BDRX,union_nbhd,3,1041,1043,2025-10-14,0.07952366780536131,0,3,0,0
MMYT,base_high,3,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,base_high,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,base_high,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,base_high,5,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,base_close,3,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,wrap_high,3,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,wrap_high,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,wrap_high,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,wrap_high,5,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,union_naive,5,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,union_naive,7,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_naive,7,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_naive,9,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,union_bybar,4,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,union_bybar,5,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_bybar,5,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_bybar,6,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,union_nbhd,4,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,union_nbhd,5,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_nbhd,5,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,union_nbhd,6,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,base_high_nbhd,3,492,494,2023-08-07,0.20424336991945116,3,0,0,0
MMYT,base_high_nbhd,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,base_high_nbhd,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
MMYT,base_high_nbhd,5,506,508,2023-08-25,0.11867599368450188,0,0,0,3
MMYT,inter,4,499,500,2023-08-16,0.1777492690867415,2,0,0,0
INSP,base_high,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,base_high,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,base_close,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,wrap_high,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,wrap_high,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_naive,3,671,674,2024-04-23,0.09942296162586045,0,4,0,0
INSP,union_naive,4,1074,1074,2025-12-01,0.16376446921900945,0,1,0,0
INSP,union_naive,5,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_naive,6,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_naive,6,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_bybar,3,1074,1074,2025-12-01,0.16376446921900945,0,1,0,0
INSP,union_bybar,4,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_bybar,5,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_bybar,5,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_nbhd,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_nbhd,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,union_nbhd,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,base_high_nbhd,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,base_high_nbhd,3,1079,1082,2025-12-08,0.01807053565439712,0,4,0,0
INSP,inter,3,1074,1074,2025-12-01,0.16376446921900945,0,1,0,0
MYSE,base_high,3,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,base_close,3,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,base_close,4,1040,1043,2025-10-13,0.07429537121465696,0,4,0,0
MYSE,wrap_high,3,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,union_naive,6,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,union_naive,7,1040,1043,2025-10-13,0.07429537121465696,0,4,0,0
MYSE,union_bybar,4,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,union_bybar,5,1040,1043,2025-10-13,0.07429537121465696,0,4,0,0
MYSE,union_nbhd,4,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,union_nbhd,4,1040,1043,2025-10-13,0.07429537121465696,0,4,0,0
MYSE,base_high_nbhd,3,810,815,2024-11-08,3.124190890735012,6,0,0,0
MYSE,inter,5,1040,1043,2025-10-13,0.07429537121465696,0,4,0,0
BCDA,base_high,3,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,base_high,3,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,base_high,3,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,base_close,4,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,wrap_high,3,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,wrap_high,3,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,wrap_high,3,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,union_naive,6,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,union_naive,5,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,union_naive,7,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,union_bybar,5,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,union_bybar,5,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,union_bybar,6,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,union_nbhd,3,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,union_nbhd,4,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,union_nbhd,4,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,base_high_nbhd,3,256,258,2022-08-26,0.06012283177426658,0,0,0,3
BCDA,base_high_nbhd,3,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,base_high_nbhd,3,462,472,2023-06-23,0.07914401207874742,0,11,0,0
BCDA,inter,3,349,361,2023-01-10,0.10804710293795597,0,6,0,7
BCDA,inter,4,462,472,2023-06-23,0.07914401207874742,0,11,0,0
PLAB,base_high,3,588,588,2023-12-21,0.1134289278885452,0,1,0,0
