symbol,match_id,tb_id,bo_id,burst_id,group,n_burst_variants,is_rep,own_burst_exists,own_burst_qualified,burst_count,bo_rank_in_burst,bars_bo_to_burst_end,first_bo_idx,last_bo_idx,tb_start,tb_end,tb_date,first_drought,distinct_pk,max_bar_vol_ratio,peak_age_max,fr,dd,fp_up,fp_down,fp_both,fp_none,n_buy_bars,fp4_up,fp4_down,fp6_up,fp6_down,atr_pct,close_at_buy
AMBR,bb_v1@296-315#bo:bo_297#0|burst:burst_296_297#0|tb:tb_311_315#1,tb_311_315#1,bo_297#0,burst_296_297#0,原有,1,1,1,1,2,2,0,296,297,311,315,2024-12-12,95,4,3.9049907578558223,162,0.4187865778605088,-0.1085831225839979,0,0,0,5,5,0,0,0,0,0.1382361897453565,7.710000038146973
ACB,bb_v1@128-138#bo:bo_135#0|burst:burst_128_135#0|tb:tb_138#0,tb_138#0,bo_135#0,burst_128_135#0,原有,1,1,1,1,2,2,0,128,135,138,138,2024-04-08,108,3,20.378870835028835,97,0.3338088553759069,-0.2239657803708528,0,0,0,1,1,0,0,0,0,0.15064791871381245,7.010000228881836
ACHR,bb_v1@288-295#bo:bo_288#0|burst:burst_288_295#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_295#0,新增,4,1,1,0,3,1,7,288,295,292,292,2024-11-14,90,3,4.088027180196122,80,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-297#bo:bo_288#0|burst:burst_288_297#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_297#0,新增,4,0,1,0,4,1,9,288,297,292,292,2024-11-14,90,6,4.088027180196122,197,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-298#bo:bo_288#0|burst:burst_288_298#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_298#0,新增,4,0,1,0,5,1,10,288,298,292,292,2024-11-14,90,7,4.088027180196122,213,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-299#bo:bo_288#0|burst:burst_288_299#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_299#0,新增,4,0,1,0,6,1,11,288,299,292,292,2024-11-14,90,8,5.06119267120289,238,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-295#bo:bo_289#0|burst:burst_288_295#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_295#0,新增,4,1,1,0,3,2,6,288,295,292,292,2024-11-14,90,3,4.088027180196122,80,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-297#bo:bo_289#0|burst:burst_288_297#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_297#0,新增,4,0,1,0,4,2,8,288,297,292,292,2024-11-14,90,6,4.088027180196122,197,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-298#bo:bo_289#0|burst:burst_288_298#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_298#0,新增,4,0,1,0,5,2,9,288,298,292,292,2024-11-14,90,7,4.088027180196122,213,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
ACHR,bb_v1@288-299#bo:bo_289#0|burst:burst_288_299#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_299#0,新增,4,0,1,0,6,2,10,288,299,292,292,2024-11-14,90,8,5.06119267120289,238,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,1,0,1,0,0.07169691097632461,4.289999961853027
AENT,bb_v1@81-86#bo:bo_81#0|burst:burst_81_83#0|tb:tb_86#0,tb_86#0,bo_81#0,burst_81_83#0,新增,1,1,1,0,2,1,2,81,83,86,86,2024-01-23,61,3,7.50301762291784,74,0.6357142863224965,-0.2357142352328,0,0,0,1,1,1,0,0,0,0.14721297520116372,1.399999976158142
AENT,bb_v1@81-86#bo:bo_83#0|burst:burst_81_83#0|tb:tb_86#1,tb_86#1,bo_83#0,burst_81_83#0,原有,1,1,1,1,2,2,0,81,83,86,86,2024-01-23,61,3,7.50301762291784,74,0.6357142863224965,-0.2357142352328,0,0,0,1,1,1,0,0,0,0.14721297520116372,1.399999976158142
AMST,bb_v1@66-83#bo:bo_76#0|burst:burst_66_78#0|tb:tb_83#0,tb_83#0,bo_76#0,burst_66_78#0,新增,1,1,1,0,4,3,2,66,78,83,83,2024-01-18,46,3,9.597526165556612,61,0.18385093695047727,-0.23395442937301147,0,0,0,1,1,0,0,0,0,0.10242672584006915,2.4149999618530273
AMST,bb_v1@66-83#bo:bo_78#0|burst:burst_66_78#0|tb:tb_83#1,tb_83#1,bo_78#0,burst_66_78#0,原有,1,1,1,1,4,4,0,66,78,83,83,2024-01-18,46,3,9.597526165556612,61,0.18385093695047727,-0.23395442937301147,0,0,0,1,1,0,0,0,0,0.10242672584006915,2.4149999618530273
AMST,bb_v1@304-308#bo:bo_304#0|burst:burst_304_308#0|tb:tb_306_307#0,tb_306_307#0,bo_304#0,burst_304_308#0,新增,1,1,1,0,3,1,4,304,308,306,307,2024-12-05,153,5,8.131303254644504,141,0.8839366601599222,-0.2792207341746525,2,0,0,0,2,2,0,2,0,0.0607031524130622,3.299999952316284
AMST,bb_v1@304-313#bo:bo_306#0|burst:burst_304_308#0|tb:tb_313#0,tb_313#0,bo_306#0,burst_304_308#0,新增,1,1,1,0,3,2,2,304,308,313,313,2024-12-16,153,5,8.131303254644504,141,0.592131896544734,-0.39086292880397744,1,0,0,0,1,1,0,1,0,0.07537846643850979,3.940000057220459
AMST,bb_v1@304-313#bo:bo_308#0|burst:burst_304_308#0|tb:tb_313#1,tb_313#1,bo_308#0,burst_304_308#0,原有,1,1,1,1,3,3,0,304,308,313,313,2024-12-16,153,5,8.131303254644504,141,0.592131896544734,-0.39086292880397744,1,0,0,0,1,1,0,1,0,0.07537846643850979,3.940000057220459
ADNH,bb_v1@282-299#bo:bo_285#0|burst:burst_282_290#0|tb:tb_294_299#0,tb_294_299#0,bo_285#0,burst_282_290#0,新增,1,1,1,0,4,2,5,282,290,294,299,2024-11-18,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,6,0,2,0,0,0.19686014088073656,6.25
ADNH,bb_v1@282-299#bo:bo_287#0|burst:burst_282_290#0|tb:tb_294_299#1,tb_294_299#1,bo_287#0,burst_282_290#0,新增,1,1,1,0,4,3,3,282,290,294,299,2024-11-18,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,6,0,2,0,0,0.19686014088073656,6.25
ADNH,bb_v1@282-299#bo:bo_290#0|burst:burst_282_290#0|tb:tb_294_299#2,tb_294_299#2,bo_290#0,burst_282_290#0,原有,1,1,1,1,4,4,0,282,290,294,299,2024-11-18,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,6,0,2,0,0,0.19686014088073656,6.25
API,bb_v1@260-262#bo:bo_260#0|burst:burst_260_261#0|tb:tb_262#0,tb_262#0,bo_260#0,burst_260_261#0,新增,1,1,1,0,2,1,1,260,261,262,262,2024-10-03,94,5,514.3264029107775,225,0.3111111153924775,-0.4707070734315766,0,1,0,0,1,0,1,0,1,0.052935265621664576,4.949999809265137
API,bb_v1@260-268#bo:bo_261#0|burst:burst_260_261#0|tb:tb_267_268#0,tb_267_268#0,bo_261#0,burst_260_261#0,原有,1,1,1,1,2,2,0,260,261,267,268,2024-10-10,94,5,514.3264029107775,225,1.0230488119621588,-0.19258679027151032,2,0,0,0,2,2,0,2,0,0.08133751416659432,3.2300000190734863
APLD,bb_v1@180-191#bo:bo_187#0|burst:burst_180_187#0|tb:tb_191#0,tb_191#0,bo_187#0,burst_180_187#0,原有,2,1,1,1,2,2,0,180,187,191,191,2024-06-24,103,3,3.7329858348261586,87,0.18914475490099192,-0.4078947450975964,0,1,0,0,1,0,1,0,1,0.10338188713376922,6.079999923706055
APLD,bb_v1@180-191#bo:bo_187#0|burst:burst_180_189#0|tb:tb_191#0,tb_191#0,bo_187#0,burst_180_189#0,原有,2,0,1,1,3,2,2,180,189,191,191,2024-06-24,103,4,3.7329858348261586,98,0.18914475490099192,-0.4078947450975964,0,1,0,0,1,0,1,0,1,0.10338188713376922,6.079999923706055
APLD,bb_v1@180-191#bo:bo_189#0|burst:burst_180_189#0|tb:tb_191#1,tb_191#1,bo_189#0,burst_180_189#0,原有,1,1,1,1,3,3,0,180,189,191,191,2024-06-24,103,4,3.7329858348261586,98,0.18914475490099192,-0.4078947450975964,0,1,0,0,1,0,1,0,1,0.10338188713376922,6.079999923706055
ARMP,bb_v1@70-81#bo:bo_78#0|burst:burst_70_78#0|tb:tb_80_81#0,tb_80_81#0,bo_78#0,burst_70_78#0,原有,1,1,1,1,2,2,0,70,78,80,81,2024-01-12,50,4,9.530090972708187,72,0.19946667482151748,-0.2610428578183273,0,0,0,2,2,0,0,0,0,0.11366391529169968,3.7300000190734863
ARQ,bb_v1@287-294#bo:bo_287#0|burst:burst_287_294#0|tb:tb_290_291#0,tb_290_291#0,bo_287#0,burst_287_294#0,新增,1,1,1,0,3,1,7,287,294,290,291,2024-11-12,166,4,3.0962196194491365,88,0.14145019724870767,-0.1414492738446433,0,1,0,1,2,2,0,0,0,0.033271581919608086,7.099999904632568
ARQ,bb_v1@287-294#bo:bo_290#0|burst:burst_287_294#0|tb:tb_293#0,tb_293#0,bo_290#0,burst_287_294#0,新增,1,1,1,0,3,2,4,287,294,293,293,2024-11-15,166,4,3.0962196194491365,88,0.17706818778415157,-0.11465892266497024,1,0,0,0,1,1,0,0,0,0.033271581919608086,6.889999866485596
ARQ,bb_v1@287-302#bo:bo_294#0|burst:burst_287_294#0|tb:tb_297_302#0,tb_297_302#0,bo_294#0,burst_287_294#0,原有,1,1,1,1,3,3,0,287,294,297,302,2024-11-21,166,4,3.0962196194491365,88,0.0324049728436005,-0.2056101541493279,0,5,0,1,6,0,6,0,1,0.04246310983442467,7.570000171661377
ARQQ,bb_v1@297-301#bo:bo_297#0|burst:burst_297_299#0|tb:tb_301#0,tb_301#0,bo_297#0,burst_297_299#0,新增,2,1,1,0,3,1,2,297,299,301,301,2024-11-27,183,3,15.953635701369503,146,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-304#bo:bo_297#0|burst:burst_297_304#0|tb:tb_301#0,tb_301#0,bo_297#0,burst_297_304#0,新增,2,0,1,0,4,1,7,297,304,301,301,2024-11-27,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-301#bo:bo_298#0|burst:burst_297_299#0|tb:tb_301#1,tb_301#1,bo_298#0,burst_297_299#0,新增,2,1,1,0,3,2,1,297,299,301,301,2024-11-27,183,3,15.953635701369503,146,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-304#bo:bo_298#0|burst:burst_297_304#0|tb:tb_301#1,tb_301#1,bo_298#0,burst_297_304#0,新增,2,0,1,0,4,2,6,297,304,301,301,2024-11-27,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-301#bo:bo_299#0|burst:burst_297_299#0|tb:tb_301#2,tb_301#2,bo_299#0,burst_297_299#0,原有,2,1,1,1,3,3,0,297,299,301,301,2024-11-27,183,3,15.953635701369503,146,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-304#bo:bo_299#0|burst:burst_297_304#0|tb:tb_301#2,tb_301#2,bo_299#0,burst_297_304#0,原有,2,0,1,1,4,3,5,297,304,301,301,2024-11-27,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,1,0,1,0,0.16128441923209536,17.899999618530273
ARQQ,bb_v1@297-313#bo:bo_304#0|burst:burst_297_304#0|tb:tb_307_313#0,tb_307_313#0,bo_304#0,burst_297_304#0,原有,1,1,1,1,4,4,0,297,304,307,313,2024-12-06,183,4,15.953635701369503,186,1.1636474433618382,-0.3606194287471059,2,0,0,5,7,6,0,2,0,0.1849380166292781,22.84000015258789
ARBB,bb_v1@271-285#bo:bo_271#0|burst:burst_271_278#0|tb:tb_282_285#0,tb_282_285#0,bo_271#0,burst_271_278#0,新增,1,1,1,0,2,1,7,271,278,282,285,2024-10-31,203,4,2113.1536908332723,78,1.2045649987287206,-0.250054174030487,4,0,0,0,4,4,0,4,0,0.12691902721432669,7.5
ARBB,bb_v1@271-285#bo:bo_278#0|burst:burst_271_278#0|tb:tb_282_285#1,tb_282_285#1,bo_278#0,burst_271_278#0,原有,1,1,1,1,2,2,0,271,278,282,285,2024-10-31,203,4,2113.1536908332723,78,1.2045649987287206,-0.250054174030487,4,0,0,0,4,4,0,4,0,0.12691902721432669,7.5
BAER,bb_v1@273-278#bo:bo_273#0|burst:burst_273_275#0|tb:tb_277_278#0,tb_277_278#0,bo_273#0,burst_273_275#0,新增,1,1,1,0,3,1,2,273,275,277,278,2024-10-24,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,2,0,2,0,2,0.09172429750351717,3.5199999809265137
BAER,bb_v1@273-278#bo:bo_274#0|burst:burst_273_275#0|tb:tb_277_278#1,tb_277_278#1,bo_274#0,burst_273_275#0,新增,1,1,1,0,3,2,1,273,275,277,278,2024-10-24,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,2,0,2,0,2,0.09172429750351717,3.5199999809265137
BAER,bb_v1@273-278#bo:bo_275#0|burst:burst_273_275#0|tb:tb_277_278#2,tb_277_278#2,bo_275#0,burst_273_275#0,原有,1,1,1,1,3,3,0,273,275,277,278,2024-10-24,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,2,0,2,0,2,0.09172429750351717,3.5199999809265137
ATHE,bb_v1@302-314#bo:bo_302#0|burst:burst_302_304#0|tb:tb_312_314#0,tb_312_314#0,bo_302#0,burst_302_304#0,新增,3,1,1,0,3,1,2,302,304,312,314,2024-12-13,161,3,71.14461335095837,68,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_302#0|burst:burst_302_305#0|tb:tb_312_314#0,tb_312_314#0,bo_302#0,burst_302_305#0,新增,3,0,1,0,4,1,3,302,305,312,314,2024-12-13,161,3,71.14461335095837,69,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_302#0|burst:burst_302_308#0|tb:tb_312_314#0,tb_312_314#0,bo_302#0,burst_302_308#0,新增,3,0,1,0,5,1,6,302,308,312,314,2024-12-13,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_303#0|burst:burst_302_304#0|tb:tb_312_314#1,tb_312_314#1,bo_303#0,burst_302_304#0,新增,3,1,1,0,3,2,1,302,304,312,314,2024-12-13,161,3,71.14461335095837,68,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_303#0|burst:burst_302_305#0|tb:tb_312_314#1,tb_312_314#1,bo_303#0,burst_302_305#0,新增,3,0,1,0,4,2,2,302,305,312,314,2024-12-13,161,3,71.14461335095837,69,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_303#0|burst:burst_302_308#0|tb:tb_312_314#1,tb_312_314#1,bo_303#0,burst_302_308#0,新增,3,0,1,0,5,2,5,302,308,312,314,2024-12-13,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_304#0|burst:burst_302_304#0|tb:tb_312_314#2,tb_312_314#2,bo_304#0,burst_302_304#0,原有,3,1,1,1,3,3,0,302,304,312,314,2024-12-13,161,3,71.14461335095837,68,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_304#0|burst:burst_302_305#0|tb:tb_312_314#2,tb_312_314#2,bo_304#0,burst_302_305#0,原有,3,0,1,1,4,3,1,302,305,312,314,2024-12-13,161,3,71.14461335095837,69,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_304#0|burst:burst_302_308#0|tb:tb_312_314#2,tb_312_314#2,bo_304#0,burst_302_308#0,原有,3,0,1,1,5,3,4,302,308,312,314,2024-12-13,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_305#0|burst:burst_302_305#0|tb:tb_312_314#3,tb_312_314#3,bo_305#0,burst_302_305#0,原有,2,1,1,1,4,4,0,302,305,312,314,2024-12-13,161,3,71.14461335095837,69,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_305#0|burst:burst_302_308#0|tb:tb_312_314#3,tb_312_314#3,bo_305#0,burst_302_308#0,原有,2,0,1,1,5,4,3,302,308,312,314,2024-12-13,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
ATHE,bb_v1@302-314#bo:bo_308#0|burst:burst_302_308#0|tb:tb_312_314#4,tb_312_314#4,bo_308#0,burst_302_308#0,原有,1,1,1,1,5,5,0,302,308,312,314,2024-12-13,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,3,0,3,0,0.09902093445859941,2.4000000953674316
BCRX,bb_v1@158-176#bo:bo_165#0|burst:burst_158_166#0|tb:tb_169_176#0,tb_169_176#0,bo_165#0,burst_158_166#0,新增,1,1,1,0,3,2,1,158,166,169,176,2024-05-21,82,4,3.08983725389328,66,0.22115612156282738,-0.06894554526515367,0,0,0,8,8,1,0,0,0,0.06303910490558075,6.420000076293945
BCRX,bb_v1@158-176#bo:bo_166#0|burst:burst_158_166#0|tb:tb_169_176#1,tb_169_176#1,bo_166#0,burst_158_166#0,原有,1,1,1,1,3,3,0,158,166,169,176,2024-05-21,82,4,3.08983725389328,66,0.22115612156282738,-0.06894554526515367,0,0,0,8,8,1,0,0,0,0.06303910490558075,6.420000076293945
AUST,bb_v1@255-260#bo:bo_255#0|burst:burst_255_260#0|tb:tb_257_259#0,tb_257_259#0,bo_255#0,burst_255_260#0,新增,2,1,1,0,2,1,5,255,260,257,259,2024-09-26,139,3,5.658771604730299,91,1.7982456993418292,-0.01725146666641571,3,0,0,0,3,3,0,3,0,0.06735855055413742,1.1399999856948853
AUST,bb_v1@255-267#bo:bo_255#0|burst:burst_255_267#0|tb:tb_257_259#0,tb_257_259#0,bo_255#0,burst_255_267#0,新增,2,0,1,0,3,1,12,255,267,257,259,2024-09-26,139,5,9.14262881291651,144,1.7982456993418292,-0.01725146666641571,3,0,0,0,3,3,0,3,0,0.06735855055413742,1.1399999856948853
AUST,bb_v1@255-266#bo:bo_260#0|burst:burst_255_260#0|tb:tb_265_266#0,tb_265_266#0,bo_260#0,burst_255_260#0,原有,2,1,1,1,2,2,0,255,260,265,266,2024-10-08,139,3,5.658771604730299,91,1.4856665142277758,-0.003190270548499019,2,0,0,0,2,2,0,2,0,0.07352399936986681,1.2699999809265137
AUST,bb_v1@255-267#bo:bo_260#0|burst:burst_255_267#0|tb:tb_265_266#0,tb_265_266#0,bo_260#0,burst_255_267#0,原有,2,0,1,1,3,2,7,255,267,265,266,2024-10-08,139,5,9.14262881291651,144,1.4856665142277758,-0.003190270548499019,2,0,0,0,2,2,0,2,0,0.07352399936986681,1.2699999809265137
