symbol,match_id,tb_id,bo_id,burst_id,group,n_burst_variants,is_rep,own_burst_exists,own_burst_qualified,burst_count,bo_rank_in_burst,bars_bo_to_burst_end,first_bo_idx,last_bo_idx,tb_start,tb_end,tb_date,first_drought,distinct_pk,max_bar_vol_ratio,peak_age_max,fr,dd,fp_up,fp_down,fp_both,fp_none,n_buy_bars,fp4_up,fp4_down,fp6_up,fp6_down,atr_pct,close_at_buy
DUOT,bb_v1@259-270#bo:bo_264#0|burst:burst_259_270#0|tb:tb_266#0,tb_266#0,bo_264#0,burst_259_270#0,新增,2,1,1,0,3,2,6,259,270,266,266,2024-10-09,131,3,6.33563796354494,78,0.9815384791447566,-0.04615387549767125,1,0,0,0,1,1,0,1,0,0.08264426348314259,3.25
DUOT,bb_v1@259-271#bo:bo_264#0|burst:burst_259_271#0|tb:tb_266#0,tb_266#0,bo_264#0,burst_259_271#0,新增,2,0,1,0,4,2,7,259,271,266,266,2024-10-09,131,4,6.33563796354494,112,0.9815384791447566,-0.04615387549767125,1,0,0,0,1,1,0,1,0,0.08264426348314259,3.25
DUOT,bb_v1@259-280#bo:bo_270#0|burst:burst_259_270#0|tb:tb_273_280#0,tb_273_280#0,bo_270#0,burst_259_270#0,原有,2,1,1,1,3,3,0,259,270,273,280,2024-10-18,131,3,6.33563796354494,78,0.5831139303573841,-0.09436287893845217,8,0,0,0,8,8,0,8,0,0.08439985951711144,3.9100000858306885
DUOT,bb_v1@259-280#bo:bo_270#0|burst:burst_259_271#0|tb:tb_273_280#0,tb_273_280#0,bo_270#0,burst_259_271#0,原有,2,0,1,1,4,3,1,259,271,273,280,2024-10-18,131,4,6.33563796354494,112,0.5831139303573841,-0.09436287893845217,8,0,0,0,8,8,0,8,0,0.08439985951711144,3.9100000858306885
DUOT,bb_v1@259-280#bo:bo_271#0|burst:burst_259_271#0|tb:tb_273_280#1,tb_273_280#1,bo_271#0,burst_259_271#0,原有,1,1,1,1,4,4,0,259,271,273,280,2024-10-18,131,4,6.33563796354494,112,0.5831139303573841,-0.09436287893845217,8,0,0,0,8,8,0,8,0,0.08439985951711144,3.9100000858306885
EDN,bb_v1@230-243#bo:bo_239#0|burst:burst_230_243#0|tb:tb_241#0,tb_241#0,bo_239#0,burst_230_243#0,新增,2,1,1,0,4,3,4,230,243,241,241,2024-09-04,171,4,3.3764610811278826,83,0.443050666758541,-0.011038696303782403,1,0,0,0,1,1,0,1,0,0.05137244809710952,19.93000030517578
EDN,bb_v1@230-244#bo:bo_239#0|burst:burst_230_244#0|tb:tb_241#0,tb_241#0,bo_239#0,burst_230_244#0,新增,2,0,1,0,5,3,5,230,244,241,241,2024-09-04,171,6,3.3764610811278826,180,0.443050666758541,-0.011038696303782403,1,0,0,0,1,1,0,1,0,0.05137244809710952,19.93000030517578
EDN,bb_v1@230-246#bo:bo_243#0|burst:burst_230_243#0|tb:tb_246#0,tb_246#0,bo_243#0,burst_230_243#0,原有,2,1,1,1,4,4,0,230,243,246,246,2024-09-11,171,4,3.3764610811278826,83,0.5010979191053002,-0.06148439132125394,1,0,0,0,1,1,0,1,0,0.05321526659855938,22.770000457763672
EDN,bb_v1@230-246#bo:bo_243#0|burst:burst_230_244#0|tb:tb_246#0,tb_246#0,bo_243#0,burst_230_244#0,原有,2,0,1,1,5,4,1,230,244,246,246,2024-09-11,171,6,3.3764610811278826,180,0.5010979191053002,-0.06148439132125394,1,0,0,0,1,1,0,1,0,0.05321526659855938,22.770000457763672
EDN,bb_v1@230-246#bo:bo_244#0|burst:burst_230_244#0|tb:tb_246#1,tb_246#1,bo_244#0,burst_230_244#0,原有,1,1,1,1,5,5,0,230,244,246,246,2024-09-11,171,6,3.3764610811278826,180,0.5010979191053002,-0.06148439132125394,1,0,0,0,1,1,0,1,0,0.05321526659855938,22.770000457763672
DAO,bb_v1@258-260#bo:bo_258#0|burst:burst_258_260#0|tb:tb_260#0,tb_260#0,bo_258#0,burst_258_260#0,新增,2,1,1,0,2,1,2,258,260,260,260,2024-10-01,148,3,4.744664277924911,120,0.4699073269227436,-0.02546299285726661,1,0,0,0,1,1,0,1,0,0.05302607320396807,4.320000171661377
DAO,bb_v1@258-261#bo:bo_258#0|burst:burst_258_261#0|tb:tb_260#0,tb_260#0,bo_258#0,burst_258_261#0,新增,2,0,1,0,3,1,3,258,261,260,260,2024-10-01,148,5,11.41771411867875,151,0.4699073269227436,-0.02546299285726661,1,0,0,0,1,1,0,1,0,0.05302607320396807,4.320000171661377
DAO,bb_v1@258-265#bo:bo_260#0|burst:burst_258_260#0|tb:tb_263_265#0,tb_263_265#0,bo_260#0,burst_258_260#0,原有,2,1,1,1,2,2,0,258,260,263,265,2024-10-04,148,3,4.744664277924911,120,0.3214416701009542,-0.22268137052885043,0,0,0,3,3,1,2,0,0,0.061446754107136764,5.480000019073486
DAO,bb_v1@258-265#bo:bo_260#0|burst:burst_258_261#0|tb:tb_263_265#0,tb_263_265#0,bo_260#0,burst_258_261#0,原有,2,0,1,1,3,2,1,258,261,263,265,2024-10-04,148,5,11.41771411867875,151,0.3214416701009542,-0.22268137052885043,0,0,0,3,3,1,2,0,0,0.061446754107136764,5.480000019073486
DAO,bb_v1@258-265#bo:bo_261#0|burst:burst_258_261#0|tb:tb_263_265#1,tb_263_265#1,bo_261#0,burst_258_261#0,原有,1,1,1,1,3,3,0,258,261,263,265,2024-10-04,148,5,11.41771411867875,151,0.3214416701009542,-0.22268137052885043,0,0,0,3,3,1,2,0,0,0.061446754107136764,5.480000019073486
CYDVF,bb_v1@106-118#bo:bo_115#0|burst:burst_106_115#0|tb:tb_118#0,tb_118#0,bo_115#0,burst_106_115#0,原有,2,1,1,1,3,3,0,106,115,118,118,2024-03-08,85,3,3.5227846041175037,71,0.33962267333818863,-0.4528301748867849,0,1,0,0,1,0,1,0,1,0.09838709832478262,0.5299999713897705
CYDVF,bb_v1@106-118#bo:bo_115#0|burst:burst_106_116#0|tb:tb_118#0,tb_118#0,bo_115#0,burst_106_116#0,原有,2,0,1,1,4,3,1,106,116,118,118,2024-03-08,85,4,3.5227846041175037,84,0.33962267333818863,-0.4528301748867849,0,1,0,0,1,0,1,0,1,0.09838709832478262,0.5299999713897705
CYDVF,bb_v1@106-118#bo:bo_116#0|burst:burst_106_116#0|tb:tb_118#1,tb_118#1,bo_116#0,burst_106_116#0,原有,1,1,1,1,4,4,0,106,116,118,118,2024-03-08,85,4,3.5227846041175037,84,0.33962267333818863,-0.4528301748867849,0,1,0,0,1,0,1,0,1,0.09838709832478262,0.5299999713897705
DYAI,bb_v1@296-301#bo:bo_296#0|burst:burst_296_297#0|tb:tb_301#0,tb_301#0,bo_296#0,burst_296_297#0,新增,1,1,1,0,2,1,1,296,297,301,301,2024-11-27,121,4,19.164809384164222,92,0.17647061073468806,-0.27272726693197424,0,0,0,1,1,0,0,0,0,0.09431838074326226,1.8700000047683716
DYAI,bb_v1@296-301#bo:bo_297#0|burst:burst_296_297#0|tb:tb_301#1,tb_301#1,bo_297#0,burst_296_297#0,原有,1,1,1,1,2,2,0,296,297,301,301,2024-11-27,121,4,19.164809384164222,92,0.17647061073468806,-0.27272726693197424,0,0,0,1,1,0,0,0,0,0.09431838074326226,1.8700000047683716
DTST,bb_v1@288-291#bo:bo_288#0|burst:burst_288_291#0|tb:tb_291#0,tb_291#0,bo_288#0,burst_288_291#0,新增,1,1,1,0,3,1,3,288,291,291,291,2024-11-13,114,3,4.181933717860984,65,0.025291851715514513,-0.28015561404799416,0,1,0,0,1,0,1,0,1,0.051877061156799784,5.139999866485596
DTST,bb_v1@288-291#bo:bo_289#0|burst:burst_288_291#0|tb:tb_291#1,tb_291#1,bo_289#0,burst_288_291#0,新增,1,1,1,0,3,2,2,288,291,291,291,2024-11-13,114,3,4.181933717860984,65,0.025291851715514513,-0.28015561404799416,0,1,0,0,1,0,1,0,1,0.051877061156799784,5.139999866485596
EMBC,bb_v1@300-305#bo:bo_300#0|burst:burst_300#0|tb:tb_305#0,tb_305#0,bo_300#0,burst_300#0,原有,2,1,1,1,1,1,0,300,300,305,305,2024-12-04,89,5,5.131070473374067,201,0.043491053241119904,-0.14279395478002976,0,0,0,1,1,0,0,0,0,0.053828540445191975,19.056318283081055
EMBC,bb_v1@300-305#bo:bo_300#0|burst:burst_300_301#0|tb:tb_305#0,tb_305#0,bo_300#0,burst_300_301#0,原有,2,0,1,1,2,1,1,300,301,305,305,2024-12-04,89,6,5.131070473374067,229,0.043491053241119904,-0.14279395478002976,0,0,0,1,1,0,0,0,0,0.053828540445191975,19.056318283081055
EMBC,bb_v1@300-305#bo:bo_301#0|burst:burst_300_301#0|tb:tb_305#1,tb_305#1,bo_301#0,burst_300_301#0,原有,1,1,1,1,2,2,0,300,301,305,305,2024-12-04,89,6,5.131070473374067,229,0.043491053241119904,-0.14279395478002976,0,0,0,1,1,0,0,0,0,0.053828540445191975,19.056318283081055
ECOR,bb_v1@81-85#bo:bo_81#0|burst:burst_81_85#0|tb:tb_84#0,tb_84#0,bo_81#0,burst_81_85#0,新增,1,1,1,0,2,1,4,81,85,84,84,2024-01-19,61,5,5.299322700458816,74,0.2187028332181875,-0.09954755850029462,0,0,0,1,1,0,0,0,0,0.0675634967274116,6.630000114440918
ECOR,bb_v1@81-94#bo:bo_85#0|burst:burst_81_85#0|tb:tb_87_94#0,tb_87_94#0,bo_85#0,burst_81_85#0,原有,1,1,1,1,2,2,0,81,85,87,94,2024-01-24,61,5,5.299322700458816,74,0.045063385934478783,-0.22197919864190763,0,4,0,4,8,0,6,0,1,0.06348454908074916,7.440000057220459
EH,bb_v1@128-141#bo:bo_132#0|burst:burst_128_132#0|tb:tb_135_141#0,tb_135_141#0,bo_132#0,burst_128_132#0,原有,1,1,1,1,2,2,0,128,132,135,141,2024-04-03,108,3,3.899962915580074,83,0.10446356867652581,-0.21168769213965266,0,0,0,7,7,0,0,0,0,0.09996369141340272,18.889999389648438
EPRX,bb_v1@146-151#bo:bo_146#0|burst:burst_146#0|tb:tb_150_151#0,tb_150_151#0,bo_146#0,burst_146#0,原有,2,1,1,1,1,1,0,146,146,150,151,2024-11-07,126,3,39.03964757709251,65,0.2794829511997915,-0.13446740217053404,0,0,0,2,2,0,0,0,0,0.08223451455122284,3.1630001068115234
EPRX,bb_v1@146-151#bo:bo_146#0|burst:burst_146_147#0|tb:tb_150_151#0,tb_150_151#0,bo_146#0,burst_146_147#0,原有,2,0,1,1,2,1,1,146,147,150,151,2024-11-07,126,4,39.03964757709251,114,0.2794829511997915,-0.13446740217053404,0,0,0,2,2,0,0,0,0,0.08223451455122284,3.1630001068115234
EPRX,bb_v1@146-151#bo:bo_147#0|burst:burst_146_147#0|tb:tb_150_151#1,tb_150_151#1,bo_147#0,burst_146_147#0,原有,1,1,1,1,2,2,0,146,147,150,151,2024-11-07,126,4,39.03964757709251,114,0.2794829511997915,-0.13446740217053404,0,0,0,2,2,0,0,0,0,0.08223451455122284,3.1630001068115234
ESOA,bb_v1@226-236#bo:bo_230#0|burst:burst_226_230#0|tb:tb_233_236#0,tb_233_236#0,bo_230#0,burst_226_230#0,原有,1,1,1,1,2,2,0,226,230,233,236,2024-08-22,88,5,9.550586947265982,91,0.07014549486397231,-0.11483317599082266,0,0,0,4,4,0,0,0,0,0.05964801635672478,10.104660987854004
ESP,bb_v1@252-261#bo:bo_259#0|burst:burst_252_259#0|tb:tb_261#0,tb_261#0,bo_259#0,burst_252_259#0,原有,1,1,1,1,2,2,0,252,259,261,261,2024-10-02,153,3,25.38186882755128,157,0.09126974603253135,-0.09821427707681751,0,0,0,1,1,0,0,0,0,0.049800337114524654,28.434804916381836
ETCG,bb_v1@289-298#bo:bo_294#0|burst:burst_289_298#0|tb:tb_297_298#0,tb_297_298#0,bo_294#0,burst_289_298#0,新增,3,1,1,0,3,2,4,289,298,297,298,2024-11-21,177,3,3.8556506937638626,93,0.3425606254465179,-0.22047376180819134,0,0,0,2,2,2,0,0,0,0.07822025000487187,12.710000038146973
ETCG,bb_v1@289-299#bo:bo_294#0|burst:burst_289_299#0|tb:tb_297_298#0,tb_297_298#0,bo_294#0,burst_289_299#0,新增,3,0,1,0,4,2,5,289,299,297,298,2024-11-21,177,4,3.8556506937638626,105,0.3425606254465179,-0.22047376180819134,0,0,0,2,2,2,0,0,0,0.07822025000487187,12.710000038146973
ETCG,bb_v1@289-307#bo:bo_294#0|burst:burst_289_307#0|tb:tb_297_298#0,tb_297_298#0,bo_294#0,burst_289_307#0,新增,3,0,1,0,5,2,13,289,307,297,298,2024-11-21,177,5,3.8556506937638626,135,0.3425606254465179,-0.22047376180819134,0,0,0,2,2,2,0,0,0,0.07822025000487187,12.710000038146973
ETCG,bb_v1@289-302#bo:bo_298#0|burst:burst_289_298#0|tb:tb_301_302#0,tb_301_302#0,bo_298#0,burst_289_298#0,原有,3,1,1,1,3,3,0,289,298,301,302,2024-11-27,177,3,3.8556506937638626,93,0.19424049995177783,-0.30659235286742054,0,1,0,1,2,0,2,0,0,0.0910443176822405,14.135000228881836
ETCG,bb_v1@289-302#bo:bo_298#0|burst:burst_289_299#0|tb:tb_301_302#0,tb_301_302#0,bo_298#0,burst_289_299#0,原有,3,0,1,1,4,3,1,289,299,301,302,2024-11-27,177,4,3.8556506937638626,105,0.19424049995177783,-0.30659235286742054,0,1,0,1,2,0,2,0,0,0.0910443176822405,14.135000228881836
ETCG,bb_v1@289-307#bo:bo_298#0|burst:burst_289_307#0|tb:tb_301_302#0,tb_301_302#0,bo_298#0,burst_289_307#0,原有,3,0,1,1,5,3,9,289,307,301,302,2024-11-27,177,5,3.8556506937638626,135,0.19424049995177783,-0.30659235286742054,0,1,0,1,2,0,2,0,0,0.0910443176822405,14.135000228881836
ETCG,bb_v1@289-302#bo:bo_299#0|burst:burst_289_299#0|tb:tb_301_302#1,tb_301_302#1,bo_299#0,burst_289_299#0,原有,2,1,1,1,4,4,0,289,299,301,302,2024-11-27,177,4,3.8556506937638626,105,0.19424049995177783,-0.30659235286742054,0,1,0,1,2,0,2,0,0,0.0910443176822405,14.135000228881836
ETCG,bb_v1@289-307#bo:bo_299#0|burst:burst_289_307#0|tb:tb_301_302#1,tb_301_302#1,bo_299#0,burst_289_307#0,原有,2,0,1,1,5,4,8,289,307,301,302,2024-11-27,177,5,3.8556506937638626,135,0.19424049995177783,-0.30659235286742054,0,1,0,1,2,0,2,0,0,0.0910443176822405,14.135000228881836
ETCG,bb_v1@289-314#bo:bo_307#0|burst:burst_289_307#0|tb:tb_310_314#0,tb_310_314#0,bo_307#0,burst_289_307#0,原有,1,1,1,1,5,5,0,289,307,310,314,2024-12-11,177,5,3.8556506937638626,135,0.014974175575384052,-0.4220911947156617,0,5,0,0,5,0,5,0,5,0.08681073752320491,15.649999618530273
EOSE,bb_v1@183-194#bo:bo_191#0|burst:burst_183_192#0|tb:tb_194#0,tb_194#0,bo_191#0,burst_183_192#0,新增,4,1,1,0,3,2,1,183,192,194,194,2024-06-27,163,7,7.877249534981524,124,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-198#bo:bo_191#0|burst:burst_183_198#0|tb:tb_194#0,tb_194#0,bo_191#0,burst_183_198#0,新增,4,0,1,0,4,2,7,183,198,194,194,2024-06-27,163,8,7.877249534981524,137,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-199#bo:bo_191#0|burst:burst_183_199#0|tb:tb_194#0,tb_194#0,bo_191#0,burst_183_199#0,新增,4,0,1,0,5,2,8,183,199,194,194,2024-06-27,163,8,7.877249534981524,138,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-203#bo:bo_191#0|burst:burst_183_203#0|tb:tb_194#0,tb_194#0,bo_191#0,burst_183_203#0,新增,4,0,1,0,6,2,12,183,203,194,194,2024-06-27,163,9,7.877249534981524,170,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-194#bo:bo_192#0|burst:burst_183_192#0|tb:tb_194#1,tb_194#1,bo_192#0,burst_183_192#0,原有,4,1,1,1,3,3,0,183,192,194,194,2024-06-27,163,7,7.877249534981524,124,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-198#bo:bo_192#0|burst:burst_183_198#0|tb:tb_194#1,tb_194#1,bo_192#0,burst_183_198#0,原有,4,0,1,1,4,3,6,183,198,194,194,2024-06-27,163,8,7.877249534981524,137,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-199#bo:bo_192#0|burst:burst_183_199#0|tb:tb_194#1,tb_194#1,bo_192#0,burst_183_199#0,原有,4,0,1,1,5,3,7,183,199,194,194,2024-06-27,163,8,7.877249534981524,138,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-203#bo:bo_192#0|burst:burst_183_203#0|tb:tb_194#1,tb_194#1,bo_192#0,burst_183_203#0,原有,4,0,1,1,6,3,11,183,203,194,194,2024-06-27,163,9,7.877249534981524,170,0.8749999452163197,-0.06617649443524909,1,0,0,0,1,1,0,1,0,0.11775516516428339,1.3600000143051147
EOSE,bb_v1@183-203#bo:bo_198#0|burst:burst_183_198#0|tb:tb_202_203#0,tb_202_203#0,bo_198#0,burst_183_198#0,原有,3,1,1,1,4,4,0,183,198,202,203,2024-07-10,163,8,7.877249534981524,137,0.344774711344667,-0.33239831499048283,0,0,0,2,2,0,0,0,0,0.1366966821518611,2.059999942779541
EOSE,bb_v1@183-203#bo:bo_198#0|burst:burst_183_199#0|tb:tb_202_203#0,tb_202_203#0,bo_198#0,burst_183_199#0,原有,3,0,1,1,5,4,1,183,199,202,203,2024-07-10,163,8,7.877249534981524,138,0.344774711344667,-0.33239831499048283,0,0,0,2,2,0,0,0,0,0.1366966821518611,2.059999942779541
EOSE,bb_v1@183-203#bo:bo_198#0|burst:burst_183_203#0|tb:tb_202_203#0,tb_202_203#0,bo_198#0,burst_183_203#0,原有,3,0,1,1,6,4,5,183,203,202,203,2024-07-10,163,9,7.877249534981524,170,0.344774711344667,-0.33239831499048283,0,0,0,2,2,0,0,0,0,0.1366966821518611,2.059999942779541
EOSE,bb_v1@183-203#bo:bo_199#0|burst:burst_183_199#0|tb:tb_202_203#1,tb_202_203#1,bo_199#0,burst_183_199#0,原有,2,1,1,1,5,5,0,183,199,202,203,2024-07-10,163,8,7.877249534981524,138,0.344774711344667,-0.33239831499048283,0,0,0,2,2,0,0,0,0,0.1366966821518611,2.059999942779541
EOSE,bb_v1@183-203#bo:bo_199#0|burst:burst_183_203#0|tb:tb_202_203#1,tb_202_203#1,bo_199#0,burst_183_203#0,原有,2,0,1,1,6,5,4,183,203,202,203,2024-07-10,163,9,7.877249534981524,170,0.344774711344667,-0.33239831499048283,0,0,0,2,2,0,0,0,0,0.1366966821518611,2.059999942779541
EOSE,bb_v1@183-207#bo:bo_203#0|burst:burst_183_203#0|tb:tb_207#0,tb_207#0,bo_203#0,burst_183_203#0,原有,1,1,1,1,6,6,0,183,203,207,207,2024-07-17,163,9,7.877249534981524,170,0.4336734122904289,-0.28826532970612717,0,0,0,1,1,0,0,0,0,0.1366966821518611,1.9600000381469727
ELBM,bb_v1@98-101#bo:bo_98#0|burst:burst_98_99#0|tb:tb_101#0,tb_101#0,bo_98#0,burst_98_99#0,新增,1,1,1,0,2,1,1,98,99,101,101,2024-02-13,78,3,7.332675556791905,78,0.17741937654695672,-0.29193547239660855,0,0,0,1,1,0,1,0,0,0.08565228060908464,2.4800000190734863
ELBM,bb_v1@98-101#bo:bo_99#0|burst:burst_98_99#0|tb:tb_101#1,tb_101#1,bo_99#0,burst_98_99#0,原有,1,1,1,1,2,2,0,98,99,101,101,2024-02-13,78,3,7.332675556791905,78,0.17741937654695672,-0.29193547239660855,0,0,0,1,1,0,1,0,0,0.08565228060908464,2.4800000190734863
ELDN,bb_v1@274-280#bo:bo_274#0|burst:burst_274_276#0|tb:tb_280#0,tb_280#0,bo_274#0,burst_274_276#0,新增,1,1,1,0,3,1,2,274,276,280,280,2024-10-29,108,3,4.153188320193123,108,0.5431755137339398,-0.025069614574109722,1,0,0,0,1,1,0,1,0,0.06010478540077478,3.5899999141693115
ELDN,bb_v1@274-280#bo:bo_275#0|burst:burst_274_276#0|tb:tb_280#1,tb_280#1,bo_275#0,burst_274_276#0,新增,1,1,1,0,3,2,1,274,276,280,280,2024-10-29,108,3,4.153188320193123,108,0.5431755137339398,-0.025069614574109722,1,0,0,0,1,1,0,1,0,0.06010478540077478,3.5899999141693115
ELDN,bb_v1@274-280#bo:bo_276#0|burst:burst_274_276#0|tb:tb_280#2,tb_280#2,bo_276#0,burst_274_276#0,原有,1,1,1,1,3,3,0,274,276,280,280,2024-10-29,108,3,4.153188320193123,108,0.5431755137339398,-0.025069614574109722,1,0,0,0,1,1,0,1,0,0.06010478540077478,3.5899999141693115
ESLA,bb_v1@198-210#bo:bo_198#0|burst:burst_198_203#0|tb:tb_208_210#0,tb_208_210#0,bo_198#0,burst_198_203#0,新增,2,1,1,0,3,1,5,198,203,208,210,2024-07-18,148,3,4.642340954863168,70,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_198#0|burst:burst_198_204#0|tb:tb_208_210#0,tb_208_210#0,bo_198#0,burst_198_204#0,新增,2,0,1,0,4,1,6,198,204,208,210,2024-07-18,148,5,4.642340954863168,110,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_200#0|burst:burst_198_203#0|tb:tb_208_210#1,tb_208_210#1,bo_200#0,burst_198_203#0,新增,2,1,1,0,3,2,3,198,203,208,210,2024-07-18,148,3,4.642340954863168,70,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_200#0|burst:burst_198_204#0|tb:tb_208_210#1,tb_208_210#1,bo_200#0,burst_198_204#0,新增,2,0,1,0,4,2,4,198,204,208,210,2024-07-18,148,5,4.642340954863168,110,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_203#0|burst:burst_198_203#0|tb:tb_208_210#2,tb_208_210#2,bo_203#0,burst_198_203#0,原有,2,1,1,1,3,3,0,198,203,208,210,2024-07-18,148,3,4.642340954863168,70,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_203#0|burst:burst_198_204#0|tb:tb_208_210#2,tb_208_210#2,bo_203#0,burst_198_204#0,原有,2,0,1,1,4,3,1,198,204,208,210,2024-07-18,148,5,4.642340954863168,110,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
ESLA,bb_v1@198-210#bo:bo_204#0|burst:burst_198_204#0|tb:tb_208_210#3,tb_208_210#3,bo_204#0,burst_198_204#0,原有,1,1,1,1,4,4,0,198,204,208,210,2024-07-18,148,5,4.642340954863168,110,1.3228893403453326,-0.37289181297714163,3,0,0,0,3,3,0,3,0,0.09274466587602087,1.3300000429153442
EVGO,bb_v1@193-204#bo:bo_193#0|burst:burst_193_204#0|tb:tb_198#0,tb_198#0,bo_193#0,burst_193_204#0,新增,1,1,1,0,4,1,11,193,204,198,198,2024-07-03,82,5,3.6831127822672785,136,0.8577074554998314,-0.017786591621669512,1,0,0,0,1,1,0,1,0,0.06883541116194647,2.5299999713897705
EVGO,bb_v1@193-204#bo:bo_194#0|burst:burst_193_204#0|tb:tb_198#1,tb_198#1,bo_194#0,burst_193_204#0,新增,1,1,1,0,4,2,10,193,204,198,198,2024-07-03,82,5,3.6831127822672785,136,0.8577074554998314,-0.017786591621669512,1,0,0,0,1,1,0,1,0,0.06883541116194647,2.5299999713897705
EVGO,bb_v1@193-206#bo:bo_199#0|burst:burst_193_204#0|tb:tb_206#0,tb_206#0,bo_199#0,burst_193_204#0,新增,1,1,1,0,4,3,5,193,204,206,206,2024-07-16,82,5,3.6831127822672785,136,0.14914416477253112,-0.19315407598988588,0,0,0,1,1,0,0,0,0,0.07958504728171537,4.090000152587891
EVGO,bb_v1@193-206#bo:bo_204#0|burst:burst_193_204#0|tb:tb_206#1,tb_206#1,bo_204#0,burst_193_204#0,原有,1,1,1,1,4,4,0,193,204,206,206,2024-07-16,82,5,3.6831127822672785,136,0.14914416477253112,-0.19315407598988588,0,0,0,1,1,0,0,0,0,0.07958504728171537,4.090000152587891
EYPT,bb_v1@269-279#bo:bo_271#0|burst:burst_269_279#0|tb:tb_275#0,tb_275#0,bo_271#0,burst_269_279#0,新增,1,1,1,0,3,2,8,269,279,275,275,2024-10-22,183,3,7.8433493480501495,75,0.30139532754587584,-0.3293023220328397,1,0,0,0,1,1,0,0,1,0.05221785439470214,10.75
EYPT,bb_v1@269-289#bo:bo_279#0|burst:burst_269_279#0|tb:tb_282_289#0,tb_282_289#0,bo_279#0,burst_269_279#0,原有,1,1,1,1,3,3,0,269,279,282,289,2024-10-31,183,3,7.8433493480501495,75,0.047940299791068605,-0.4152801307155886,0,8,0,0,8,0,8,0,8,0.0656600673781895,11.760000228881836
FMCKO,bb_v1@168-188#bo:bo_176#0|burst:burst_168_176#0|tb:tb_182_188#0,tb_182_188#0,bo_176#0,burst_168_176#0,原有,1,1,1,1,2,2,0,168,176,182,188,2024-06-10,87,3,102.86567926455567,81,0.0570719620593827,-0.3523573798473955,0,6,0,0,6,0,6,0,6,0.0056308121798687005,4.03000020980835
EVTL,bb_v1@124-133#bo:bo_127#0|burst:burst_124_127#0|tb:tb_133#0,tb_133#0,bo_127#0,burst_124_127#0,原有,1,1,1,1,2,2,0,124,127,133,133,2024-04-01,104,3,4.664095714024179,69,0.04310344685839129,-0.43620691838077286,0,1,0,0,1,0,1,0,1,0.07577072384496789,11.600000381469727
EXFY,bb_v1@288-292#bo:bo_288#0|burst:burst_288_289#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_289#0,新增,2,1,1,0,2,1,1,288,289,292,292,2024-11-14,44,4,6.726198888057824,234,0.44405603703791074,-0.08041950667526199,1,0,0,0,1,1,0,1,0,0.059069120875405424,2.859999895095825
EXFY,bb_v1@288-296#bo:bo_288#0|burst:burst_288_296#0|tb:tb_292#0,tb_292#0,bo_288#0,burst_288_296#0,新增,2,0,1,0,3,1,8,288,296,292,292,2024-11-14,44,5,6.726198888057824,234,0.44405603703791074,-0.08041950667526199,1,0,0,0,1,1,0,1,0,0.059069120875405424,2.859999895095825
EXFY,bb_v1@288-292#bo:bo_289#0|burst:burst_288_289#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_289#0,原有,2,1,1,1,2,2,0,288,289,292,292,2024-11-14,44,4,6.726198888057824,234,0.44405603703791074,-0.08041950667526199,1,0,0,0,1,1,0,1,0,0.059069120875405424,2.859999895095825
EXFY,bb_v1@288-296#bo:bo_289#0|burst:burst_288_296#0|tb:tb_292#1,tb_292#1,bo_289#0,burst_288_296#0,原有,2,0,1,1,3,2,7,288,296,292,292,2024-11-14,44,5,6.726198888057824,234,0.44405603703791074,-0.08041950667526199,1,0,0,0,1,1,0,1,0,0.059069120875405424,2.859999895095825
