symbol,match_id,tb_id,bo_id,burst_id,group,n_burst_variants,is_rep,own_burst_exists,own_burst_qualified,burst_count,bo_rank_in_burst,bars_bo_to_burst_end,first_bo_idx,last_bo_idx,tb_start,tb_end,tb_date,first_drought,distinct_pk,max_bar_vol_ratio,peak_age_max,fr,dd,fp_up,fp_down,fp_both,fp_none,n_buy_bars,fp4_up,fp4_down,fp6_up,fp6_down,atr_pct,close_at_buy
AIIO,bb_v1@156-162#bo:bo_156#0|burst:burst_156_162#0|tb:tb_160_161#0,tb_160_161#0,bo_156#0,burst_156_162#0,新增,2,1,1,0,3,1,6,156,162,160,161,2025-05-12,118,4,25.019502780669903,84,4.453997936627967,0.029159685273346003,2,0,0,0,2,2,0,2,0,0.11680196805912599,12.020000457763672
AIIO,bb_v1@156-164#bo:bo_156#0|burst:burst_156_164#0|tb:tb_160_161#0,tb_160_161#0,bo_156#0,burst_156_164#0,新增,2,0,1,0,4,1,8,156,164,160,161,2025-05-12,118,7,25.019502780669903,126,4.453997936627967,0.029159685273346003,2,0,0,0,2,2,0,2,0,0.11680196805912599,12.020000457763672
AIIO,bb_v1@156-162#bo:bo_157#0|burst:burst_156_162#0|tb:tb_160_161#1,tb_160_161#1,bo_157#0,burst_156_162#0,新增,2,1,1,0,3,2,5,156,162,160,161,2025-05-12,118,4,25.019502780669903,84,4.453997936627967,0.029159685273346003,2,0,0,0,2,2,0,2,0,0.11680196805912599,12.020000457763672
AIIO,bb_v1@156-164#bo:bo_157#0|burst:burst_156_164#0|tb:tb_160_161#1,tb_160_161#1,bo_157#0,burst_156_164#0,新增,2,0,1,0,4,2,7,156,164,160,161,2025-05-12,118,7,25.019502780669903,126,4.453997936627967,0.029159685273346003,2,0,0,0,2,2,0,2,0,0.11680196805912599,12.020000457763672
AIFA,bb_v1@151-160#bo:bo_151#0|burst:burst_151_160#0|tb:tb_158_159#0,tb_158_159#0,bo_151#0,burst_151_160#0,新增,1,1,1,0,4,1,9,151,160,158,159,2025-05-08,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,2,0,2,0,0.08346504966465496,7.980000019073486
AIFA,bb_v1@151-160#bo:bo_152#0|burst:burst_151_160#0|tb:tb_158_159#1,tb_158_159#1,bo_152#0,burst_151_160#0,新增,1,1,1,0,4,2,8,151,160,158,159,2025-05-08,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,2,0,2,0,0.08346504966465496,7.980000019073486
AIFA,bb_v1@151-160#bo:bo_154#0|burst:burst_151_160#0|tb:tb_158_159#2,tb_158_159#2,bo_154#0,burst_151_160#0,新增,1,1,1,0,4,3,6,151,160,158,159,2025-05-08,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,2,0,2,0,0.08346504966465496,7.980000019073486
AIFA,bb_v1@151-164#bo:bo_160#0|burst:burst_151_160#0|tb:tb_162_164#0,tb_162_164#0,bo_160#0,burst_151_160#0,原有,1,1,1,1,4,4,0,151,160,162,164,2025-05-14,61,3,59.24075990642943,137,1.1380952140136376,-0.1388069066630675,3,0,0,0,3,3,0,3,0,0.09061902144238189,10.680000305175781
ALOT,bb_v1@193-199#bo:bo_193#0|burst:burst_193_195#0|tb:tb_198_199#0,tb_198_199#0,bo_193#0,burst_193_195#0,新增,1,1,1,0,2,1,2,193,195,198,199,2025-07-08,148,3,7.22124424884977,91,0.04010933994149268,-0.13006255131536082,0,0,0,2,2,0,2,0,0,0.031532385763586766,11.710000038146973
ALOT,bb_v1@193-199#bo:bo_195#0|burst:burst_193_195#0|tb:tb_198_199#1,tb_198_199#1,bo_195#0,burst_193_195#0,原有,1,1,1,1,2,2,0,193,195,198,199,2025-07-08,148,3,7.22124424884977,91,0.04010933994149268,-0.13006255131536082,0,0,0,2,2,0,2,0,0,0.031532385763586766,11.710000038146973
ALT,bb_v1@180-185#bo:bo_182#0|burst:burst_180_182#0|tb:tb_185#0,tb_185#0,bo_182#0,burst_180_182#0,原有,2,1,1,1,2,2,0,180,182,185,185,2025-06-17,144,3,3.11892041708277,79,0.12191584453779569,-0.5791001231402572,0,1,0,0,1,0,1,0,1,0.06284296283918349,6.889999866485596
ALT,bb_v1@180-190#bo:bo_182#0|burst:burst_180_190#0|tb:tb_185#0,tb_185#0,bo_182#0,burst_180_190#0,原有,2,0,1,1,3,2,8,180,190,185,185,2025-06-17,144,4,3.11892041708277,104,0.12191584453779569,-0.5791001231402572,0,1,0,0,1,0,1,0,1,0.06284296283918349,6.889999866485596
ABAT,bb_v1@249-255#bo:bo_249#0|burst:burst_249_252#0|tb:tb_255#0,tb_255#0,bo_249#0,burst_249_252#0,新增,2,1,1,0,2,1,3,249,252,255,255,2025-09-26,45,4,3.2110749363741666,183,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,1,0,1,0,0.07931434644591516,4.380000114440918
ABAT,bb_v1@249-255#bo:bo_249#0|burst:burst_249_253#0|tb:tb_255#0,tb_255#0,bo_249#0,burst_249_253#0,新增,2,0,1,0,3,1,4,249,253,255,255,2025-09-26,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,1,0,1,0,0.07931434644591516,4.380000114440918
ABAT,bb_v1@249-255#bo:bo_252#0|burst:burst_249_252#0|tb:tb_255#1,tb_255#1,bo_252#0,burst_249_252#0,原有,2,1,1,1,2,2,0,249,252,255,255,2025-09-26,45,4,3.2110749363741666,183,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,1,0,1,0,0.07931434644591516,4.380000114440918
ABAT,bb_v1@249-255#bo:bo_252#0|burst:burst_249_253#0|tb:tb_255#1,tb_255#1,bo_252#0,burst_249_253#0,原有,2,0,1,1,3,2,1,249,253,255,255,2025-09-26,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,1,0,1,0,0.07931434644591516,4.380000114440918
ABAT,bb_v1@249-255#bo:bo_253#0|burst:burst_249_253#0|tb:tb_255#2,tb_255#2,bo_253#0,burst_249_253#0,原有,1,1,1,1,3,3,0,249,253,255,255,2025-09-26,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,1,0,1,0,0.07931434644591516,4.380000114440918
ABOS,bb_v1@254-263#bo:bo_256#0|burst:burst_254_261#0|tb:tb_263#0,tb_263#0,bo_256#0,burst_254_261#0,新增,2,1,1,0,4,2,5,254,261,263,263,2025-10-08,47,4,4.052056704624681,177,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-264#bo:bo_256#0|burst:burst_254_264#0|tb:tb_263#0,tb_263#0,bo_256#0,burst_254_264#0,新增,2,0,1,0,5,2,8,254,264,263,263,2025-10-08,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-263#bo:bo_257#0|burst:burst_254_261#0|tb:tb_263#1,tb_263#1,bo_257#0,burst_254_261#0,新增,2,1,1,0,4,3,4,254,261,263,263,2025-10-08,47,4,4.052056704624681,177,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-264#bo:bo_257#0|burst:burst_254_264#0|tb:tb_263#1,tb_263#1,bo_257#0,burst_254_264#0,新增,2,0,1,0,5,3,7,254,264,263,263,2025-10-08,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-263#bo:bo_261#0|burst:burst_254_261#0|tb:tb_263#2,tb_263#2,bo_261#0,burst_254_261#0,原有,2,1,1,1,4,4,0,254,261,263,263,2025-10-08,47,4,4.052056704624681,177,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-264#bo:bo_261#0|burst:burst_254_264#0|tb:tb_263#2,tb_263#2,bo_261#0,burst_254_264#0,原有,2,0,1,1,5,4,3,254,264,263,263,2025-10-08,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,1,0,0,0,0.07067997927223782,1.8799999952316284
ABOS,bb_v1@254-269#bo:bo_264#0|burst:burst_254_264#0|tb:tb_267_269#0,tb_267_269#0,bo_264#0,burst_254_264#0,原有,1,1,1,1,5,5,0,254,264,267,269,2025-10-14,47,5,4.052056704624681,190,0.09655699145755355,-0.33136769850405196,0,2,0,1,3,0,3,0,1,0.07958029893572184,2.3299999237060547
ADUR,bb_v1@154-165#bo:bo_158#0|burst:burst_154_165#0|tb:tb_162#0,tb_162#0,bo_158#0,burst_154_165#0,新增,1,1,1,0,3,2,7,154,165,162,162,2025-05-14,116,4,6.079530127277632,125,0.909090957486735,-0.062200935832852355,1,0,0,0,1,1,0,1,0,0.057997986919337066,6.269999980926514
ADUR,bb_v1@154-167#bo:bo_165#0|burst:burst_154_165#0|tb:tb_167#0,tb_167#0,bo_165#0,burst_154_165#0,原有,1,1,1,1,3,3,0,154,165,167,167,2025-05-21,116,4,6.079530127277632,125,0.710344774969693,-0.013793090294147325,1,0,0,0,1,1,0,1,0,0.08228098763916682,7.25
AMPG,bb_v1@204-207#bo:bo_204#0|burst:burst_204#0|tb:tb_207#0,tb_207#0,bo_204#0,burst_204#0,原有,1,1,1,1,1,1,0,204,204,207,207,2025-07-21,40,3,4.1029495059682395,107,0.532423095159688,-0.12969286886791298,1,0,0,0,1,1,0,1,0,0.0648706091673668,2.930000066757202
ALTO,bb_v1@284-296#bo:bo_288#0|burst:burst_284_288#0|tb:tb_292_296#0,tb_292_296#0,bo_288#0,burst_284_288#0,原有,3,1,1,1,2,2,0,284,288,292,296,2025-11-18,104,4,58.323095620119034,182,0.502076520080583,-0.026283196269197374,5,0,0,0,5,5,0,1,0,0.08967207292126138,2.0399999618530273
ALTO,bb_v1@284-296#bo:bo_288#0|burst:burst_284_289#0|tb:tb_292_296#0,tb_292_296#0,bo_288#0,burst_284_289#0,原有,3,0,1,1,3,2,1,284,289,292,296,2025-11-18,104,5,58.323095620119034,214,0.502076520080583,-0.026283196269197374,5,0,0,0,5,5,0,1,0,0.08967207292126138,2.0399999618530273
ALTO,bb_v1@284-296#bo:bo_288#0|burst:burst_284_293#0|tb:tb_292_296#0,tb_292_296#0,bo_288#0,burst_284_293#0,原有,3,0,1,1,4,2,5,284,293,292,296,2025-11-18,104,6,58.323095620119034,261,0.502076520080583,-0.026283196269197374,5,0,0,0,5,5,0,1,0,0.08967207292126138,2.0399999618530273
ALTO,bb_v1@284-296#bo:bo_289#0|burst:burst_284_289#0|tb:tb_292_296#1,tb_292_296#1,bo_289#0,burst_284_289#0,原有,2,1,1,1,3,3,0,284,289,292,296,2025-11-18,104,5,58.323095620119034,214,0.502076520080583,-0.026283196269197374,5,0,0,0,5,5,0,1,0,0.08967207292126138,2.0399999618530273
ALTO,bb_v1@284-296#bo:bo_289#0|burst:burst_284_293#0|tb:tb_292_296#1,tb_292_296#1,bo_289#0,burst_284_293#0,原有,2,0,1,1,4,3,4,284,293,292,296,2025-11-18,104,6,58.323095620119034,261,0.502076520080583,-0.026283196269197374,5,0,0,0,5,5,0,1,0,0.08967207292126138,2.0399999618530273
ALTO,bb_v1@284-296#bo:bo_293#0|burst:burst_284_293#0|tb:tb_296#0,tb_296#0,bo_293#0,burst_284_293#0,原有,1,1,1,1,4,4,0,284,293,296,296,2025-11-24,104,6,58.323095620119034,261,0.4790697328847071,-0.018604743487125486,1,0,0,0,1,1,0,0,0,0.09308025006154805,2.1500000953674316
ALXO,bb_v1@210-226#bo:bo_218#0|burst:burst_210_219#0|tb:tb_223_226#0,tb_223_226#0,bo_218#0,burst_210_219#0,新增,2,1,1,0,3,2,1,210,219,223,226,2025-08-12,156,3,3.871590821531491,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,4,0,4,0,0.08394145949059292,0.6150000095367432
ALXO,bb_v1@210-227#bo:bo_218#0|burst:burst_210_227#0|tb:tb_223_226#0,tb_223_226#0,bo_218#0,burst_210_227#0,新增,2,0,1,0,4,2,9,210,227,223,226,2025-08-12,156,4,31.15356587330336,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,4,0,4,0,0.08394145949059292,0.6150000095367432
ALXO,bb_v1@210-226#bo:bo_219#0|burst:burst_210_219#0|tb:tb_223_226#1,tb_223_226#1,bo_219#0,burst_210_219#0,原有,2,1,1,1,3,3,0,210,219,223,226,2025-08-12,156,3,3.871590821531491,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,4,0,4,0,0.08394145949059292,0.6150000095367432
ALXO,bb_v1@210-227#bo:bo_219#0|burst:burst_210_227#0|tb:tb_223_226#1,tb_223_226#1,bo_219#0,burst_210_227#0,原有,2,0,1,1,4,3,8,210,227,223,226,2025-08-12,156,4,31.15356587330336,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,4,0,4,0,0.08394145949059292,0.6150000095367432
ALXO,bb_v1@210-236#bo:bo_227#0|burst:burst_210_227#0|tb:tb_233_236#0,tb_233_236#0,bo_227#0,burst_210_227#0,原有,1,1,1,1,4,4,0,210,227,233,236,2025-08-26,156,4,31.15356587330336,72,0.9716754876593824,-0.16616368204863147,4,0,0,0,4,4,0,4,0,0.10729489969322187,1.100000023841858
ALYAF,bb_v1@101-108#bo:bo_101#0|burst:burst_101_102#0|tb:tb_105_108#0,tb_105_108#0,bo_101#0,burst_101_102#0,新增,1,1,1,0,2,1,1,101,102,105,108,2025-02-21,81,3,7.678713858424726,76,0.009836030511854638,-0.38405981623415075,0,4,0,0,4,0,4,0,4,0.04634511746807178,1.5199999809265137
ALYAF,bb_v1@101-108#bo:bo_102#0|burst:burst_101_102#0|tb:tb_105_108#1,tb_105_108#1,bo_102#0,burst_101_102#0,原有,1,1,1,1,2,2,0,101,102,105,108,2025-02-21,81,3,7.678713858424726,76,0.009836030511854638,-0.38405981623415075,0,4,0,0,4,0,4,0,4,0.04634511746807178,1.5199999809265137
ALYAF,bb_v1@175-186#bo:bo_181#0|burst:burst_175_183#0|tb:tb_186#0,tb_186#0,bo_181#0,burst_175_183#0,新增,1,1,1,0,4,2,2,175,183,186,186,2025-06-18,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,1,0,1,0,0,0.033376447207861794,1.7799999713897705
ALYAF,bb_v1@175-186#bo:bo_182#0|burst:burst_175_183#0|tb:tb_186#1,tb_186#1,bo_182#0,burst_175_183#0,新增,1,1,1,0,4,3,1,175,183,186,186,2025-06-18,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,1,0,1,0,0,0.033376447207861794,1.7799999713897705
ALYAF,bb_v1@175-186#bo:bo_183#0|burst:burst_175_183#0|tb:tb_186#2,tb_186#2,bo_183#0,burst_175_183#0,原有,1,1,1,1,4,4,0,175,183,186,186,2025-06-18,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,1,0,1,0,0,0.033376447207861794,1.7799999713897705
ACFN,bb_v1@212-224#bo:bo_212#0|burst:burst_212#0|tb:tb_219_224#0,tb_219_224#0,bo_212#0,burst_212#0,原有,1,1,1,1,1,1,0,212,212,219,224,2025-08-06,54,4,28.11778846153846,158,0.10736076060337496,-0.18643837845077385,0,0,0,6,6,0,0,0,0,0.06917495749568961,29.6200008392334
ACHR,bb_v1@154-172#bo:bo_161#0|burst:burst_154_163#0|tb:tb_170_172#0,tb_170_172#0,bo_161#0,burst_154_163#0,新增,2,1,1,0,3,2,2,154,163,170,172,2025-05-27,52,4,3.3674942253532114,77,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,3,0,0,0,0.05904162335558703,10.920000076293945
ACHR,bb_v1@154-172#bo:bo_161#0|burst:burst_154_164#0|tb:tb_170_172#0,tb_170_172#0,bo_161#0,burst_154_164#0,新增,2,0,1,0,4,2,3,154,164,170,172,2025-05-27,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,3,0,0,0,0.05904162335558703,10.920000076293945
ACHR,bb_v1@154-172#bo:bo_163#0|burst:burst_154_163#0|tb:tb_170_172#1,tb_170_172#1,bo_163#0,burst_154_163#0,原有,2,1,1,1,3,3,0,154,163,170,172,2025-05-27,52,4,3.3674942253532114,77,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,3,0,0,0,0.05904162335558703,10.920000076293945
ACHR,bb_v1@154-172#bo:bo_163#0|burst:burst_154_164#0|tb:tb_170_172#1,tb_170_172#1,bo_163#0,burst_154_164#0,原有,2,0,1,1,4,3,1,154,164,170,172,2025-05-27,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,3,0,0,0,0.05904162335558703,10.920000076293945
ACHR,bb_v1@154-172#bo:bo_164#0|burst:burst_154_164#0|tb:tb_170_172#2,tb_170_172#2,bo_164#0,burst_154_164#0,原有,1,1,1,1,4,4,0,154,164,170,172,2025-05-27,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,3,0,0,0,0.05904162335558703,10.920000076293945
ADNH,bb_v1@223-229#bo:bo_227#0|burst:burst_223_227#0|tb:tb_229#0,tb_229#0,bo_227#0,burst_223_227#0,原有,1,1,1,1,2,2,0,223,227,229,229,2025-08-20,141,4,544.7850204380047,70,0.3794642415239802,-0.38616071689911946,0,1,0,0,1,0,1,0,1,0.09737971561368106,4.480000019073486
AERG,bb_v1@162-168#bo:bo_162#0|burst:burst_162_168#0|tb:tb_164_166#0,tb_164_166#0,bo_162#0,burst_162_168#0,新增,1,1,1,0,3,1,6,162,168,164,166,2025-05-16,82,3,6.1924176811831035,84,1.4714147247205493,-0.09911833678253106,3,0,0,0,3,3,0,3,0,0.10661200752803363,1.2200000286102295
AERG,bb_v1@162-168#bo:bo_164#0|burst:burst_162_168#0|tb:tb_166_167#0,tb_166_167#0,bo_164#0,burst_162_168#0,新增,1,1,1,0,3,2,4,162,168,166,167,2025-05-20,82,3,6.1924176811831035,84,1.384324577886175,-0.04120600660819568,2,0,0,0,2,2,0,2,0,0.10812782989237604,1.2200000286102295
ADCT,bb_v1@162-184#bo:bo_165#0|burst:burst_162_165#0|tb:tb_177_184#0,tb_177_184#0,bo_165#0,burst_162_165#0,原有,1,1,1,1,2,2,0,162,165,177,184,2025-06-05,50,3,7.92829373650108,93,0.08760844679378332,-0.28385734112869665,0,0,0,8,8,0,0,0,0,0.11662330891023376,3.440000057220459
ACMR,bb_v1@90-103#bo:bo_95#0|burst:burst_90_103#0|tb:tb_97_101#0,tb_97_101#0,bo_95#0,burst_90_103#0,新增,2,1,1,0,3,2,8,90,103,97,101,2025-02-10,70,3,3.4635009650135293,91,0.3175004841062051,-0.2666479699997572,5,0,0,0,5,5,0,5,0,0.042864290953282605,23.360000610351562
ACMR,bb_v1@90-108#bo:bo_95#0|burst:burst_90_108#0|tb:tb_97_101#0,tb_97_101#0,bo_95#0,burst_90_108#0,新增,2,0,1,0,4,2,13,90,108,97,101,2025-02-10,70,3,3.8844609363086464,96,0.3175004841062051,-0.2666479699997572,5,0,0,0,5,5,0,5,0,0.042864290953282605,23.360000610351562
ACMR,bb_v1@90-117#bo:bo_103#0|burst:burst_90_103#0|tb:tb_112_117#0,tb_112_117#0,bo_103#0,burst_90_103#0,原有,2,1,1,1,3,3,0,90,103,112,117,2025-03-04,70,3,3.4635009650135293,91,0.1580222837201257,-0.36429716557524877,0,6,0,0,6,0,6,0,6,0.057200398922108195,25.540000915527344
ACMR,bb_v1@90-117#bo:bo_103#0|burst:burst_90_108#0|tb:tb_112_117#0,tb_112_117#0,bo_103#0,burst_90_108#0,原有,2,0,1,1,4,3,5,90,108,112,117,2025-03-04,70,3,3.8844609363086464,96,0.1580222837201257,-0.36429716557524877,0,6,0,0,6,0,6,0,6,0.057200398922108195,25.540000915527344
ACMR,bb_v1@90-119#bo:bo_108#0|burst:burst_90_108#0|tb:tb_112_119#0,tb_112_119#0,bo_108#0,burst_90_108#0,原有,1,1,1,1,4,4,0,90,108,112,119,2025-03-04,70,3,3.8844609363086464,96,0.14736669126676735,-0.37014661287890016,0,8,0,0,8,0,8,0,8,0.057200398922108195,25.540000915527344
ACOG,bb_v1@118-122#bo:bo_118#0|burst:burst_118_119#0|tb:tb_121_122#0,tb_121_122#0,bo_118#0,burst_118_119#0,新增,3,1,1,0,2,1,1,118,119,121,122,2025-05-09,98,4,3.546900309232808,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-126#bo:bo_118#0|burst:burst_118_126#0|tb:tb_121_122#0,tb_121_122#0,bo_118#0,burst_118_126#0,新增,3,0,1,0,3,1,8,118,126,121,122,2025-05-09,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-127#bo:bo_118#0|burst:burst_118_127#0|tb:tb_121_122#0,tb_121_122#0,bo_118#0,burst_118_127#0,新增,3,0,1,0,4,1,9,118,127,121,122,2025-05-09,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-122#bo:bo_119#0|burst:burst_118_119#0|tb:tb_121_122#1,tb_121_122#1,bo_119#0,burst_118_119#0,原有,3,1,1,1,2,2,0,118,119,121,122,2025-05-09,98,4,3.546900309232808,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-126#bo:bo_119#0|burst:burst_118_126#0|tb:tb_121_122#1,tb_121_122#1,bo_119#0,burst_118_126#0,原有,3,0,1,1,3,2,7,118,126,121,122,2025-05-09,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-127#bo:bo_119#0|burst:burst_118_127#0|tb:tb_121_122#1,tb_121_122#1,bo_119#0,burst_118_127#0,原有,3,0,1,1,4,2,8,118,127,121,122,2025-05-09,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,2,0,0,0,0.11647760739407483,7.429999828338623
ACOG,bb_v1@118-132#bo:bo_126#0|burst:burst_118_126#0|tb:tb_131_132#0,tb_131_132#0,bo_126#0,burst_118_126#0,原有,2,1,1,1,3,3,0,118,126,131,132,2025-05-23,98,5,9.709485119801139,106,0.28548603445737286,-0.15674787403135776,0,0,0,2,2,0,0,0,0,0.09395420640451538,9.140000343322754
ACOG,bb_v1@118-132#bo:bo_126#0|burst:burst_118_127#0|tb:tb_131_132#0,tb_131_132#0,bo_126#0,burst_118_127#0,原有,2,0,1,1,4,3,1,118,127,131,132,2025-05-23,98,5,9.709485119801139,106,0.28548603445737286,-0.15674787403135776,0,0,0,2,2,0,0,0,0,0.09395420640451538,9.140000343322754
ACOG,bb_v1@118-132#bo:bo_127#0|burst:burst_118_127#0|tb:tb_131_132#1,tb_131_132#1,bo_127#0,burst_118_127#0,原有,1,1,1,1,4,4,0,118,127,131,132,2025-05-23,98,5,9.709485119801139,106,0.28548603445737286,-0.15674787403135776,0,0,0,2,2,0,0,0,0,0.09395420640451538,9.140000343322754
AGMRF,bb_v1@197-217#bo:bo_197#0|burst:burst_197_200#0|tb:tb_213_217#0,tb_213_217#0,bo_197#0,burst_197_200#0,新增,2,1,1,0,3,1,3,197,200,213,217,2025-07-29,74,3,7.625320017418518,77,1.3354180546196361,-0.03924034943683417,5,0,0,0,5,5,0,5,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-217#bo:bo_197#0|burst:burst_197_201#0|tb:tb_213_217#0,tb_213_217#0,bo_197#0,burst_197_201#0,新增,2,0,1,0,4,1,4,197,201,213,217,2025-07-29,74,4,7.625320017418518,177,1.3354180546196361,-0.03924034943683417,5,0,0,0,5,5,0,5,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-218#bo:bo_198#0|burst:burst_197_200#0|tb:tb_213_218#0,tb_213_218#0,bo_198#0,burst_197_200#0,新增,2,1,1,0,3,2,2,197,200,213,218,2025-07-29,74,3,7.625320017418518,77,1.31139910829481,-0.03183071988054106,6,0,0,0,6,6,0,6,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-218#bo:bo_198#0|burst:burst_197_201#0|tb:tb_213_218#0,tb_213_218#0,bo_198#0,burst_197_201#0,新增,2,0,1,0,4,2,3,197,201,213,218,2025-07-29,74,4,7.625320017418518,177,1.31139910829481,-0.03183071988054106,6,0,0,0,6,6,0,6,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-220#bo:bo_200#0|burst:burst_197_200#0|tb:tb_213_220#0,tb_213_220#0,bo_200#0,burst_197_200#0,原有,2,1,1,1,3,3,0,197,200,213,220,2025-07-29,74,3,7.625320017418518,77,1.2585493063858397,-0.026477216407699247,8,0,0,0,8,8,0,8,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-220#bo:bo_200#0|burst:burst_197_201#0|tb:tb_213_220#0,tb_213_220#0,bo_200#0,burst_197_201#0,原有,2,0,1,1,4,3,1,197,201,213,220,2025-07-29,74,4,7.625320017418518,177,1.2585493063858397,-0.026477216407699247,8,0,0,0,8,8,0,8,0,0.1612922614024801,1.090000033378601
AGMRF,bb_v1@197-221#bo:bo_201#0|burst:burst_197_201#0|tb:tb_213_221#0,tb_213_221#0,bo_201#0,burst_197_201#0,原有,1,1,1,1,4,4,0,197,201,213,221,2025-07-29,74,4,7.625320017418518,177,1.2409327057495163,-0.024461228479611644,9,0,0,0,9,9,0,9,0,0.1612922614024801,1.090000033378601
AMTD,bb_v1@244-252#bo:bo_244#0|burst:burst_244_246#0|tb:tb_249_252#0,tb_249_252#0,bo_244#0,burst_244_246#0,新增,2,1,1,0,3,1,2,244,246,249,252,2025-09-18,224,3,3.6438112199465715,119,0.2476862113554551,-0.3391043754272046,0,4,0,0,4,0,4,0,4,0.0631973439850897,1.309999942779541
AMTD,bb_v1@244-252#bo:bo_244#0|burst:burst_244_247#0|tb:tb_249_252#0,tb_249_252#0,bo_244#0,burst_244_247#0,新增,2,0,1,0,4,1,3,244,247,249,252,2025-09-18,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,4,0,4,0,4,0.0631973439850897,1.309999942779541
AMTD,bb_v1@244-252#bo:bo_245#0|burst:burst_244_246#0|tb:tb_249_252#1,tb_249_252#1,bo_245#0,burst_244_246#0,新增,2,1,1,0,3,2,1,244,246,249,252,2025-09-18,224,3,3.6438112199465715,119,0.2476862113554551,-0.3391043754272046,0,4,0,0,4,0,4,0,4,0.0631973439850897,1.309999942779541
AMTD,bb_v1@244-252#bo:bo_245#0|burst:burst_244_247#0|tb:tb_249_252#1,tb_249_252#1,bo_245#0,burst_244_247#0,新增,2,0,1,0,4,2,2,244,247,249,252,2025-09-18,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,4,0,4,0,4,0.0631973439850897,1.309999942779541
AMTD,bb_v1@244-252#bo:bo_246#0|burst:burst_244_246#0|tb:tb_249_252#2,tb_249_252#2,bo_246#0,burst_244_246#0,原有,2,1,1,1,3,3,0,244,246,249,252,2025-09-18,224,3,3.6438112199465715,119,0.2476862113554551,-0.3391043754272046,0,4,0,0,4,0,4,0,4,0.0631973439850897,1.309999942779541
