symbol,tb_id,group,causal,n_burst,tb_start,tb_date,anchor_idx,burst_end_max,burst_end_min,n_bo_after,pos_from_end,first_drought,distinct_pk,vol_spike,peak_age,fr,dd,fp_up,fp_down,fp_both,fp_none,up4,dn4,up6,dn6,n_buy_bars,atr_pct
AIFA,tb_158_159#0,新增,False,1,158,2025-05-08,151,160,160,1,3,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,0,2,0,2,0.08346504966465496
AIFA,tb_158_159#1,新增,False,1,158,2025-05-08,152,160,160,1,2,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,0,2,0,2,0.08346504966465496
AIFA,tb_158_159#2,新增,False,1,158,2025-05-08,154,160,160,1,1,61,3,59.24075990642943,137,1.7881213261817588,0.01030452812913557,2,0,0,0,2,0,2,0,2,0.08346504966465496
AIFA,tb_162_164#0,原有,True,1,162,2025-05-14,160,160,160,0,0,61,3,59.24075990642943,137,1.1380952140136376,-0.1388069066630675,3,0,0,0,3,0,3,0,3,0.09061902144238189
AIIO,tb_160_161#0,新增,False,2,160,2025-05-12,156,164,162,2,3,118,7,25.019502780669903,126,4.453997936627967,0.029159685273346003,2,0,0,0,2,0,2,0,2,0.11680196805912599
AIIO,tb_160_161#1,新增,False,2,160,2025-05-12,157,164,162,2,2,118,7,25.019502780669903,126,4.453997936627967,0.029159685273346003,2,0,0,0,2,0,2,0,2,0.11680196805912599
ACMR,tb_97_101#0,新增,False,2,97,2025-02-10,95,108,103,2,2,70,3,3.8844609363086464,96,0.3175004841062051,-0.2666479699997572,5,0,0,0,5,0,5,0,5,0.042864290953282605
ACMR,tb_112_117#0,原有,True,2,112,2025-03-04,103,108,103,0,1,70,3,3.8844609363086464,96,0.1580222837201257,-0.36429716557524877,0,6,0,0,0,6,0,6,6,0.057200398922108195
ACMR,tb_112_119#0,原有,True,1,112,2025-03-04,108,108,108,0,0,70,3,3.8844609363086464,96,0.14736669126676735,-0.37014661287890016,0,8,0,0,0,8,0,8,8,0.057200398922108195
ACOG,tb_121_122#0,新增,True,3,121,2025-05-09,118,127,119,2,3,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,0,0,0,2,0.11647760739407483
ACOG,tb_121_122#1,原有,True,3,121,2025-05-09,119,127,119,2,2,98,5,9.709485119801139,106,0.5416568151245839,-0.11962201837731123,0,0,0,2,2,0,0,0,2,0.11647760739407483
ACOG,tb_131_132#0,原有,True,2,131,2025-05-23,126,127,126,0,1,98,5,9.709485119801139,106,0.28548603445737286,-0.15674787403135776,0,0,0,2,0,0,0,0,2,0.09395420640451538
ACOG,tb_131_132#1,原有,True,1,131,2025-05-23,127,127,127,0,0,98,5,9.709485119801139,106,0.28548603445737286,-0.15674787403135776,0,0,0,2,0,0,0,0,2,0.09395420640451538
ABAT,tb_255#0,新增,True,2,255,2025-09-26,249,253,252,0,2,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,0,1,0,1,0.07931434644591516
ABAT,tb_255#1,原有,True,2,255,2025-09-26,252,253,252,0,1,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,0,1,0,1,0.07931434644591516
ABAT,tb_255#2,原有,True,1,255,2025-09-26,253,253,253,0,0,45,4,3.2110749363741666,184,1.6232875504353261,-0.2625570925388486,1,0,0,0,1,0,1,0,1,0.07931434644591516
ABUS,tb_246#0,新增,True,2,246,2025-09-15,235,240,237,0,3,53,4,3.4443325461869705,186,0.0927151390738139,-0.09492280027818656,0,0,0,1,0,0,0,0,1,0.04349485312004129
ABUS,tb_246#1,新增,True,2,246,2025-09-15,236,240,237,0,2,53,4,3.4443325461869705,186,0.0927151390738139,-0.09492280027818656,0,0,0,1,0,0,0,0,1,0.04349485312004129
ABUS,tb_246#2,原有,True,2,246,2025-09-15,237,240,237,0,1,53,4,3.4443325461869705,186,0.0927151390738139,-0.09492280027818656,0,0,0,1,0,0,0,0,1,0.04349485312004129
ABUS,tb_246#3,原有,True,1,246,2025-09-15,240,240,240,0,0,53,4,3.4443325461869705,186,0.0927151390738139,-0.09492280027818656,0,0,0,1,0,0,0,0,1,0.04349485312004129
ACFN,tb_219_224#0,原有,True,1,219,2025-08-06,212,212,212,0,0,54,4,28.11778846153846,158,0.10736076060337496,-0.18643837845077385,0,0,0,6,0,0,0,0,6,0.06917495749568961
ACHR,tb_170_172#0,新增,True,2,170,2025-05-27,161,164,163,0,2,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,0,0,0,3,0.05904162335558703
ACHR,tb_170_172#1,原有,True,2,170,2025-05-27,163,164,163,0,1,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,0,0,0,3,0.05904162335558703
ACHR,tb_170_172#2,原有,True,1,170,2025-05-27,164,164,164,0,0,52,5,3.3674942253532114,89,0.2688300480883674,-0.1456420946493159,0,0,0,3,3,0,0,0,3,0.05904162335558703
ALOT,tb_198_199#0,新增,True,1,198,2025-07-08,193,195,195,0,1,148,3,7.22124424884977,91,0.04010933994149268,-0.13006255131536082,0,0,0,2,0,2,0,0,2,0.031532385763586766
ALOT,tb_198_199#1,原有,True,1,198,2025-07-08,195,195,195,0,0,148,3,7.22124424884977,91,0.04010933994149268,-0.13006255131536082,0,0,0,2,0,2,0,0,2,0.031532385763586766
ALT,tb_185#0,原有,True,2,185,2025-06-17,182,190,182,1,1,144,4,3.11892041708277,104,0.12191584453779569,-0.5791001231402572,0,1,0,0,0,1,0,1,1,0.06284296283918349
ABOS,tb_263#0,新增,True,2,263,2025-10-08,256,264,261,1,3,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,0,0,0,1,0.07067997927223782
ABOS,tb_263#1,新增,True,2,263,2025-10-08,257,264,261,1,2,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,0,0,0,1,0.07067997927223782
ABOS,tb_263#2,原有,True,2,263,2025-10-08,261,264,261,1,1,47,5,4.052056704624681,190,0.3085106619076796,-0.20212765755077033,0,0,0,1,1,0,0,0,1,0.07067997927223782
ABOS,tb_267_269#0,原有,True,1,267,2025-10-14,264,264,264,0,0,47,5,4.052056704624681,190,0.09655699145755355,-0.33136769850405196,0,2,0,1,0,3,0,1,3,0.07958029893572184
AGMRF,tb_213_217#0,新增,True,2,213,2025-07-29,197,201,200,0,3,74,4,7.625320017418518,177,1.3354180546196361,-0.03924034943683417,5,0,0,0,5,0,5,0,5,0.1612922614024801
AGMRF,tb_213_218#0,新增,True,2,213,2025-07-29,198,201,200,0,2,74,4,7.625320017418518,177,1.31139910829481,-0.03183071988054106,6,0,0,0,6,0,6,0,6,0.1612922614024801
AGMRF,tb_213_220#0,原有,True,2,213,2025-07-29,200,201,200,0,1,74,4,7.625320017418518,177,1.2585493063858397,-0.026477216407699247,8,0,0,0,8,0,8,0,8,0.1612922614024801
AGMRF,tb_213_221#0,原有,True,1,213,2025-07-29,201,201,201,0,0,74,4,7.625320017418518,177,1.2409327057495163,-0.024461228479611644,9,0,0,0,9,0,9,0,9,0.1612922614024801
AMBO,tb_231_237#0,原有,True,1,231,2025-08-22,227,227,227,0,0,157,5,48.213260060273,120,0.9037350998598487,-0.179278621630955,7,0,0,0,7,0,7,0,7,0.09467356944795523
AMBP,tb_151_153#0,原有,True,1,151,2025-04-29,148,148,148,0,0,128,3,6.875096660683754,96,0.20039459839531237,-0.04427935256230534,2,0,0,1,3,0,0,0,3,0.04102717171848999
AMC,tb_173_174#0,新增,True,1,173,2025-05-30,168,170,170,0,1,146,3,7.5887999509582675,68,0.02887376364885008,-0.20262282295119843,0,1,0,1,0,2,0,0,2,0.0481101794224206
AMC,tb_173_174#1,原有,True,1,173,2025-05-30,170,170,170,0,0,146,3,7.5887999509582675,68,0.02887376364885008,-0.20262282295119843,0,1,0,1,0,2,0,0,2,0.0481101794224206
ADUR,tb_162#0,新增,False,1,162,2025-05-14,158,165,165,1,1,116,4,6.079530127277632,125,0.909090957486735,-0.062200935832852355,1,0,0,0,1,0,1,0,1,0.057997986919337066
ADUR,tb_167#0,原有,True,1,167,2025-05-21,165,165,165,0,0,116,4,6.079530127277632,125,0.710344774969693,-0.013793090294147325,1,0,0,0,1,0,1,0,1,0.08228098763916682
ANIX,tb_182#0,原有,True,2,182,2025-06-12,179,184,179,1,1,79,4,33.780651530108585,138,0.05555557027275215,-0.1944443966135554,0,0,0,1,0,1,0,0,1,0.05667378146911687
ANIX,tb_188#0,原有,True,1,188,2025-06-23,184,184,184,0,0,79,4,33.780651530108585,138,0.00859598031741915,-0.1690544162054679,0,0,0,1,0,0,0,0,1,0.070672279266633
ANIX,tb_266_269#0,新增,True,1,266,2025-10-13,262,263,263,0,1,78,3,10.46170975937827,227,0.23283006796415895,-0.15282626400245983,0,0,0,4,3,0,0,0,4,0.054997360090340536
ANIX,tb_266_269#1,原有,True,1,266,2025-10-13,263,263,263,0,0,78,3,10.46170975937827,227,0.23283006796415895,-0.15282626400245983,0,0,0,4,3,0,0,0,4,0.054997360090340536
ALTO,tb_292_296#0,原有,True,3,292,2025-11-18,288,293,288,1,2,104,6,58.323095620119034,261,0.502076520080583,-0.026283196269197374,5,0,0,0,5,0,1,0,5,0.08967207292126138
ALTO,tb_292_296#1,原有,True,2,292,2025-11-18,289,293,289,1,1,104,6,58.323095620119034,261,0.502076520080583,-0.026283196269197374,5,0,0,0,5,0,1,0,5,0.08967207292126138
ALTO,tb_296#0,原有,True,1,296,2025-11-24,293,293,293,0,0,104,6,58.323095620119034,261,0.4790697328847071,-0.018604743487125486,1,0,0,0,1,0,0,0,1,0.09308025006154805
ALXO,tb_223_226#0,新增,True,2,223,2025-08-12,218,227,219,1,2,156,4,31.15356587330336,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,0,4,0,4,0.08394145949059292
ALXO,tb_223_226#1,原有,True,2,223,2025-08-12,219,227,219,1,1,156,4,31.15356587330336,72,2.528935261599407,-0.018041919349413127,4,0,0,0,4,0,4,0,4,0.08394145949059292
ALXO,tb_233_236#0,原有,True,1,233,2025-08-26,227,227,227,0,0,156,4,31.15356587330336,72,0.9716754876593824,-0.16616368204863147,4,0,0,0,4,0,4,0,4,0.10729489969322187
ALYAF,tb_105_108#0,新增,True,1,105,2025-02-21,101,102,102,0,1,81,3,7.678713858424726,76,0.009836030511854638,-0.38405981623415075,0,4,0,0,0,4,0,4,4,0.04634511746807178
ALYAF,tb_105_108#1,原有,True,1,105,2025-02-21,102,102,102,0,0,81,3,7.678713858424726,76,0.009836030511854638,-0.38405981623415075,0,4,0,0,0,4,0,4,4,0.04634511746807178
ALYAF,tb_186#0,新增,True,1,186,2025-06-18,181,183,183,0,2,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,0,1,0,0,1,0.033376447207861794
ALYAF,tb_186#1,新增,True,1,186,2025-06-18,182,183,183,0,1,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,0,1,0,0,1,0.033376447207861794
ALYAF,tb_186#2,原有,True,1,186,2025-06-18,183,183,183,0,0,73,4,9.086428700851602,80,0.10674160689570833,-0.15730335724171662,0,1,0,0,0,1,0,0,1,0.033376447207861794
AERG,tb_164_166#0,新增,False,1,164,2025-05-16,162,168,168,2,2,82,3,6.1924176811831035,84,1.4714147247205493,-0.09911833678253106,3,0,0,0,3,0,3,0,3,0.10661200752803363
AERG,tb_166_167#0,新增,False,1,166,2025-05-20,164,168,168,1,1,82,3,6.1924176811831035,84,1.384324577886175,-0.04120600660819568,2,0,0,0,2,0,2,0,2,0.10812782989237604
ADCT,tb_177_184#0,原有,True,1,177,2025-06-05,165,165,165,0,0,50,3,7.92829373650108,93,0.08760844679378332,-0.28385734112869665,0,0,0,8,0,0,0,0,8,0.11662330891023376
ANVS,tb_296#0,原有,True,4,296,2025-11-24,291,296,291,1,3,123,6,69.92178829651496,118,0.3447432261145398,-0.3398533137033434,0,1,0,0,0,1,0,0,1,0.091395413772039
ANVS,tb_296#1,原有,True,3,296,2025-11-24,292,296,292,1,2,123,6,69.92178829651496,118,0.3447432261145398,-0.3398533137033434,0,1,0,0,0,1,0,0,1,0.091395413772039
ANVS,tb_296#2,原有,True,2,296,2025-11-24,294,296,294,1,1,123,6,69.92178829651496,118,0.3447432261145398,-0.3398533137033434,0,1,0,0,0,1,0,0,1,0.091395413772039
ANVS,tb_299#0,原有,True,1,299,2025-11-28,296,296,296,0,0,123,6,69.92178829651496,118,0.0,-0.47058821604463574,0,1,0,0,0,1,0,1,1,0.13346487122109285
ANY,tb_266_267#0,新增,False,1,266,2025-10-13,263,269,269,1,1,101,3,6.380552824250576,103,0.4157304406211271,-0.5269662675735931,2,0,0,0,2,0,1,1,2,0.06912859860367189
ANY,tb_271#0,原有,True,1,271,2025-10-20,269,269,269,0,0,101,3,6.380552824250576,103,0.018099529937821268,-0.5475113200276349,0,1,0,0,0,1,0,1,1,0.08539711120232263
AP,tb_163_164#0,新增,True,1,163,2025-05-15,158,160,160,0,1,73,5,5.133191100274307,77,0.6108455576538537,-0.009511650366428648,2,0,0,0,2,0,1,0,2,0.07276484228285024
AP,tb_163_164#1,原有,True,1,163,2025-05-15,160,160,160,0,0,73,5,5.133191100274307,77,0.6108455576538537,-0.009511650366428648,2,0,0,0,2,0,1,0,2,0.07276484228285024
AMTD,tb_249_252#0,新增,True,2,249,2025-09-18,244,247,246,0,3,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,0,4,0,4,4,0.0631973439850897
AMTD,tb_249_252#1,新增,True,2,249,2025-09-18,245,247,246,0,2,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,0,4,0,4,4,0.0631973439850897
AMTD,tb_249_252#2,原有,True,2,249,2025-09-18,246,247,246,0,1,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,0,4,0,4,4,0.0631973439850897
AMTD,tb_249_252#3,原有,True,1,249,2025-09-18,247,247,247,0,0,224,4,3.6438112199465715,175,0.2476862113554551,-0.3391043754272046,0,4,0,0,0,4,0,4,4,0.0631973439850897
ADNH,tb_229#0,原有,True,1,229,2025-08-20,227,227,227,0,0,141,4,544.7850204380047,70,0.3794642415239802,-0.38616071689911946,0,1,0,0,0,1,0,1,1,0.09737971561368106
AMPG,tb_207#0,原有,True,1,207,2025-07-21,204,204,204,0,0,40,3,4.1029495059682395,107,0.532423095159688,-0.12969286886791298,1,0,0,0,1,0,1,0,1,0.0648706091673668
ATXG,tb_253#0,新增,True,1,253,2025-09-24,250,251,251,0,1,148,4,9.50693976523048,77,0.14705875936447388,-0.5686274625911905,0,1,0,0,0,1,0,1,1,0.12458931822191466
ATXG,tb_253#1,原有,True,1,253,2025-09-24,251,251,251,0,0,148,4,9.50693976523048,77,0.14705875936447388,-0.5686274625911905,0,1,0,0,0,1,0,1,1,0.12458931822191466
ASTI,tb_316_317#0,新增,True,2,316,2025-12-23,307,316,310,1,2,46,4,55.44973406941125,246,1.062300844224572,-0.358534597010548,1,0,0,1,2,0,0,0,2,0.20478519735436534
ASTI,tb_316_317#1,原有,True,2,316,2025-12-23,310,316,310,1,1,46,4,55.44973406941125,246,1.062300844224572,-0.358534597010548,1,0,0,1,2,0,0,0,2,0.20478519735436534
ATHE,tb_217_227#0,新增,True,1,217,2025-08-04,210,211,211,0,1,51,3,5.493405517479698,121,0.06172446941641529,-0.2877519406742168,0,11,0,0,0,11,0,8,11,0.06783308158495582
ATHE,tb_217_227#1,原有,True,1,217,2025-08-04,211,211,211,0,0,51,3,5.493405517479698,121,0.06172446941641529,-0.2877519406742168,0,11,0,0,0,11,0,8,11,0.06783308158495582
BCHT,tb_191_192#0,原有,True,1,191,2025-06-26,187,187,187,0,0,96,3,19.49763440860215,96,0.05041409880893111,-0.22298135814534548,0,2,0,0,0,2,0,2,2,0.039999961853027344
APCX,tb_293#0,原有,True,2,293,2025-11-19,289,290,289,0,1,71,6,10.707590003932644,192,0.0,-0.5549019562011037,0,1,0,0,0,1,0,1,1,0.17520108578989865
APCX,tb_293#1,原有,True,1,293,2025-11-19,290,290,290,0,0,71,6,10.707590003932644,192,0.0,-0.5549019562011037,0,1,0,0,0,1,0,1,1,0.17520108578989865
ARRY,tb_166#0,新增,True,1,166,2025-05-20,160,161,161,0,1,70,4,3.4035724138991363,129,0.06779654483922948,-0.2803129170770865,0,0,0,1,0,1,0,0,1,0.08877780724360412
ARRY,tb_166#1,原有,True,1,166,2025-05-20,161,161,161,0,0,70,4,3.4035724138991363,129,0.06779654483922948,-0.2803129170770865,0,0,0,1,0,1,0,0,1,0.08877780724360412
ARSMF,tb_267#0,原有,True,1,267,2025-10-14,262,262,262,0,0,92,3,8.12015162200282,85,0.014754103486559034,-0.5655738041305431,0,1,0,0,0,1,0,1,1,0.12128783835449788
AUST,tb_240_244#0,原有,True,2,240,2025-09-05,238,241,238,1,1,59,4,6.433697749196141,142,0.6247112729729036,-0.12377698951452239,5,0,0,0,5,0,5,0,5,0.06532825791716403
AUST,tb_246#0,原有,True,1,246,2025-09-15,241,241,241,0,0,59,4,6.433697749196141,142,0.6333334083910362,-0.1888888462090187,1,0,0,0,1,0,1,0,1,0.07030545100354882
AVAH,tb_225#0,新增,True,2,225,2025-08-14,220,222,221,0,2,60,5,26.846444816429383,184,0.2652777636124761,-0.033333302427220435,1,0,0,0,1,0,1,0,1,0.03887679717095799
AVAH,tb_225#1,原有,True,2,225,2025-08-14,221,222,221,0,1,60,5,26.846444816429383,184,0.2652777636124761,-0.033333302427220435,1,0,0,0,1,0,1,0,1,0.03887679717095799
AVAH,tb_225#2,原有,True,1,225,2025-08-14,222,222,222,0,0,60,5,26.846444816429383,184,0.2652777636124761,-0.033333302427220435,1,0,0,0,1,0,1,0,1,0.03887679717095799
AYTU,tb_314_317#0,新增,False,1,314,2025-12-19,310,323,323,3,3,102,5,3.5282992197218137,106,0.19612804895555142,-0.170113049979724,0,0,0,4,0,1,0,0,4,0.05869827321353799
AYTU,tb_319_321#0,新增,False,1,319,2025-12-29,315,323,323,2,2,102,5,3.5282992197218137,106,0.19778407418578983,-0.16896408124792375,0,0,0,3,0,0,0,0,3,0.059719660340684946
BEEM,tb_212#0,原有,True,1,212,2025-07-28,205,205,205,0,0,182,4,7.663308355896985,102,0.2337165356445381,-0.19540230305048822,0,0,0,1,0,0,0,0,1,0.08650735158096129
BELGF,tb_247_248#0,新增,False,2,247,2025-09-16,245,256,249,3,3,139,5,5.17185321158181,133,0.3895454179698785,0.015151500099837789,2,0,0,0,2,0,2,0,2,0.03802690767976562
BELGF,tb_253_255#0,新增,True,2,253,2025-09-24,247,256,249,1,2,139,5,5.17185321158181,133,0.254689214187429,-0.03528329768883143,3,0,0,0,3,0,2,0,3,0.041716111268850484
BELGF,tb_253_255#1,原有,True,2,253,2025-09-24,249,256,249,1,1,139,5,5.17185321158181,133,0.254689214187429,-0.03528329768883143,3,0,0,0,3,0,2,0,3,0.041716111268850484
BELGF,tb_258#0,原有,True,1,258,2025-10-01,256,256,256,0,0,139,5,5.17185321158181,133,0.14881620983462418,-0.10497308644681669,0,0,0,1,0,0,0,0,1,0.050086289622276445
BAIDF,tb_250_251#0,原有,True,1,250,2025-09-19,248,248,248,0,0,42,5,44.888475836431226,238,0.08447666408634136,-0.20862513701807517,0,0,0,2,0,2,0,0,2,0.053591476016918466
BALY,tb_222#0,新增,True,2,222,2025-10-28,217,220,219,0,3,155,4,5.0982611633830635,157,0.007194311592171543,-0.24357651800846913,0,0,0,1,0,0,0,0,1,0.0821564125372246
BALY,tb_222#1,新增,True,2,222,2025-10-28,218,220,219,0,2,155,4,5.0982611633830635,157,0.007194311592171543,-0.24357651800846913,0,0,0,1,0,0,0,0,1,0.0821564125372246
BALY,tb_222#2,原有,True,2,222,2025-10-28,219,220,219,0,1,155,4,5.0982611633830635,157,0.007194311592171543,-0.24357651800846913,0,0,0,1,0,0,0,0,1,0.0821564125372246
BALY,tb_222#3,原有,True,1,222,2025-10-28,220,220,220,0,0,155,4,5.0982611633830635,157,0.007194311592171543,-0.24357651800846913,0,0,0,1,0,0,0,0,1,0.0821564125372246
BGDE,tb_266_267#0,新增,True,1,266,2025-10-13,258,259,259,0,1,105,5,42.85429894811019,99,1.1363636117336184,-0.7863636388266382,2,0,0,0,2,0,1,1,2,0.15333335210406762
BGDE,tb_266_267#1,原有,True,1,266,2025-10-13,259,259,259,0,0,105,5,42.85429894811019,99,1.1363636117336184,-0.7863636388266382,2,0,0,0,2,0,1,1,2,0.15333335210406762
BHC,tb_234#0,新增,True,2,234,2025-08-27,224,226,225,0,2,41,5,18.203896249070073,140,0.06464921477644237,-0.18982119918314577,0,1,0,0,0,1,0,0,1,0.04446844146855753
BHC,tb_234#1,原有,True,2,234,2025-08-27,225,226,225,0,1,41,5,18.203896249070073,140,0.06464921477644237,-0.18982119918314577,0,1,0,0,0,1,0,0,1,0.04446844146855753
BHC,tb_234#2,原有,True,1,234,2025-08-27,226,226,226,0,0,41,5,18.203896249070073,140,0.06464921477644237,-0.18982119918314577,0,1,0,0,0,1,0,0,1,0.04446844146855753
ASLE,tb_227_236#0,新增,False,1,227,2025-08-18,220,227,227,1,2,136,3,4.8047542404358055,106,0.024104868735143125,-0.1811697110586416,0,8,0,2,0,10,0,5,10,0.04164228252305416
ASLE,tb_227_236#1,新增,False,1,227,2025-08-18,221,227,227,1,1,136,3,4.8047542404358055,106,0.024104868735143125,-0.1811697110586416,0,8,0,2,0,10,0,5,10,0.04164228252305416
ASLE,tb_230_233#0,原有,True,1,230,2025-08-21,227,227,227,0,0,136,3,4.8047542404358055,106,0.020066623916005055,-0.1913271156137575,0,4,0,0,0,4,0,4,4,0.037835056161295025
BCAB,tb_236_237#0,新增,False,2,236,2025-08-29,233,242,241,2,3,79,5,3.4572528024092355,168,1.3453164750796152,-0.030897548875918113,2,0,0,0,2,0,2,0,2,0.08353929537884967
BCAB,tb_236_237#1,新增,False,2,236,2025-08-29,234,242,241,2,2,79,5,3.4572528024092355,168,1.3453164750796152,-0.030897548875918113,2,0,0,0,2,0,2,0,2,0.08353929537884967
BBBXF,tb_176_177#0,新增,False,1,176,2025-06-04,172,182,182,2,3,76,5,6.642942434443538,71,0.8668361149993609,-0.21897674941165768,2,0,0,0,2,0,2,0,2,0.09878050322239457
BBBXF,tb_176_177#1,新增,False,1,176,2025-06-04,174,182,182,2,2,76,5,6.642942434443538,71,0.8668361149993609,-0.21897674941165768,2,0,0,0,2,0,2,0,2,0.09878050322239457
BBBXF,tb_189_191#0,新增,True,1,189,2025-06-24,181,182,182,0,1,76,5,6.642942434443538,71,0.07183370512709912,-0.3135123087992651,0,0,0,3,0,0,0,0,3,0.1584114340598649
BBBXF,tb_189_191#1,原有,True,1,189,2025-06-24,182,182,182,0,0,76,5,6.642942434443538,71,0.07183370512709912,-0.3135123087992651,0,0,0,3,0,0,0,0,3,0.1584114340598649
BABAF,tb_246_252#0,原有,True,1,246,2025-09-15,244,244,244,0,0,135,4,6.042920237061644,133,0.17472725165551742,-0.0890866994483643,0,0,0,7,0,0,0,0,7,0.06912488031380604
APYX,tb_263_266#0,新增,True,1,263,2025-10-08,260,261,261,0,1,63,4,3.845274503953454,64,0.5017344438041507,-0.08034816305710224,4,0,0,0,4,0,4,0,4,0.05514728119681547
APYX,tb_263_266#1,原有,True,1,263,2025-10-08,261,261,261,0,0,63,4,3.845274503953454,64,0.5017344438041507,-0.08034816305710224,4,0,0,0,4,0,4,0,4,0.05514728119681547
ARBB,tb_259_270#0,新增,True,1,259,2025-10-02,250,251,251,0,1,108,4,438.29485464055466,70,0.17436604805425016,-0.3091687538719119,0,2,0,10,1,3,0,0,12,0.10119657323010833
ARBB,tb_259_271#0,原有,True,1,259,2025-10-02,251,251,251,0,0,108,4,438.29485464055466,70,0.21227538951760777,-0.3028144298300294,1,2,0,10,2,3,0,0,13,0.10119657323010833
BEAT,tb_314_316#0,新增,True,2,314,2025-12-19,308,310,309,0,2,48,6,24.398972005498216,214,0.018768406877121373,-0.5816046184617231,0,3,0,0,0,3,0,3,3,0.18500576521473877
BEAT,tb_314_316#1,原有,True,2,314,2025-12-19,309,310,309,0,1,48,6,24.398972005498216,214,0.018768406877121373,-0.5816046184617231,0,3,0,0,0,3,0,3,3,0.18500576521473877
BEAT,tb_314_316#2,原有,True,1,314,2025-12-19,310,310,310,0,0,48,6,24.398972005498216,214,0.018768406877121373,-0.5816046184617231,0,3,0,0,0,3,0,3,3,0.18500576521473877
BLZE,tb_226#0,新增,False,2,226,2025-08-15,220,235,231,2,4,52,4,4.724981597672544,196,0.4101562715853415,-0.04414059320406449,1,0,0,0,1,0,1,0,1,0.04373983149830486
BLZE,tb_226#1,新增,False,2,226,2025-08-15,223,235,231,2,3,52,4,4.724981597672544,196,0.4101562715853415,-0.04414059320406449,1,0,0,0,1,0,1,0,1,0.04373983149830486
BLZE,tb_226#2,新增,False,2,226,2025-08-15,224,235,231,2,2,52,4,4.724981597672544,196,0.4101562715853415,-0.04414059320406449,1,0,0,0,1,0,1,0,1,0.04373983149830486
BLZE,tb_233_238#0,原有,True,2,233,2025-08-26,231,235,231,1,1,52,4,4.724981597672544,196,0.3098582526768627,-0.034524335265153396,6,0,0,0,6,0,3,0,6,0.05342295063050202
BLZE,tb_238_240#0,原有,True,1,238,2025-09-03,235,235,235,0,0,52,4,4.724981597672544,196,0.2633824217307548,-0.010774076586882638,1,0,0,2,3,0,0,0,3,0.053305745960024076
BRNS,tb_209#0,原有,True,2,209,2025-07-23,204,207,204,0,1,139,8,2154.2556667647923,181,0.015706853991273695,-0.48167537861900844,0,1,0,0,0,1,0,1,1,0.09740359631210933
BRNS,tb_209#1,原有,True,1,209,2025-07-23,207,207,207,0,0,139,8,2154.2556667647923,181,0.015706853991273695,-0.48167537861900844,0,1,0,0,0,1,0,1,1,0.09740359631210933
BLND,tb_244_249#0,原有,True,2,244,2025-09-11,240,241,240,0,1,205,6,3.355168179545115,148,0.040573022323388074,-0.395090049064327,0,6,0,0,0,6,0,6,6,0.06445036923143693
BLND,tb_244_249#1,原有,True,1,244,2025-09-11,241,241,241,0,0,205,6,3.355168179545115,148,0.040573022323388074,-0.395090049064327,0,6,0,0,0,6,0,6,6,0.06445036923143693
BLRX,tb_170_172#0,新增,False,1,170,2025-05-27,168,173,173,1,1,146,3,1336.873976421395,70,1.0705589611468256,-0.007167501043617741,3,0,0,0,3,0,3,0,3,0.05654191110452253
BRFH,tb_89_92#0,原有,True,1,89,2025-01-29,84,84,84,0,0,64,4,3.437044745057232,72,0.2474541854512851,-0.22302829725690088,0,0,0,4,0,0,0,0,4,0.08699027153883707
BRFH,tb_252#0,新增,True,1,252,2025-09-23,249,250,250,0,1,57,3,493.6570289132602,128,0.020356275003996283,-0.2824427772670012,0,1,0,0,0,1,0,0,1,0.07019485171378807
BRFH,tb_252#1,原有,True,1,252,2025-09-23,250,250,250,0,0,57,3,493.6570289132602,128,0.020356275003996283,-0.2824427772670012,0,1,0,0,0,1,0,0,1,0.07019485171378807
BURU,tb_261#0,新增,False,1,261,2025-10-06,259,263,263,3,3,86,4,24.317276380323605,90,2.3333333956649893,-0.26274508612286973,1,0,0,0,1,0,1,0,1,0.14474688716171225
BZAI,tb_200#0,新增,False,1,200,2025-07-10,198,206,206,1,1,173,4,147.0510707198984,86,1.0816325736214663,-0.09183672641890273,1,0,0,0,1,0,1,0,1,0.09715080593977482
