symbol,tb_id,group,causal,n_burst,tb_start,tb_date,anchor_idx,burst_end_max,burst_end_min,n_bo_after,pos_from_end,first_drought,distinct_pk,vol_spike,peak_age,fr,dd,fp_up,fp_down,fp_both,fp_none,up4,dn4,up6,dn6,n_buy_bars,atr_pct
BZAI,tb_208_209#0,原有,True,1,208,2025-07-22,206,206,206,0,0,173,4,147.0510707198984,86,0.003817589648050901,-0.3655954302304527,0,2,0,0,0,2,0,1,2,0.09732288378872331
BZUN,tb_243#0,新增,False,1,243,2025-09-10,236,244,244,1,1,78,3,7.616986342264348,232,0.22921916354475447,-0.19874056137185447,0,0,0,1,0,1,0,0,1,0.057641107500849366
BZUN,tb_248#0,原有,True,1,248,2025-09-17,244,244,244,0,0,78,3,7.616986342264348,232,-0.006550160146491013,-0.3253275184186164,0,1,0,0,0,1,0,1,1,0.06677084440051848
BTBD,tb_226#0,原有,True,1,226,2025-08-15,217,217,217,0,0,45,4,18686.302713987472,131,1.8124999580904846,-0.0625000139698384,1,0,0,0,1,0,1,0,1,0.11005092636919128
BTCY,tb_226_228#0,新增,False,1,226,2025-08-15,224,232,232,2,2,68,3,5.225132863662805,75,0.257149703497544,-0.23263153785191426,0,0,0,3,0,0,0,0,3,0.13351479135913652
BTCY,tb_234_235#0,原有,True,1,234,2025-08-27,232,232,232,0,0,68,3,5.225132863662805,75,0.29083705214376243,-0.2548739288802494,0,0,0,2,0,0,0,0,2,0.14676891154394822
CARV,tb_204_205#0,新增,False,1,204,2025-07-16,202,206,206,2,2,180,4,6.395173176123803,174,1.0213454762712881,-0.1547100451102637,2,0,0,0,2,0,2,0,2,0.07961982484436272
CARV,tb_208_210#0,新增,True,1,208,2025-07-22,205,206,206,0,1,180,4,6.395173176123803,174,0.46759529847121944,-0.3862783090748458,0,3,0,0,0,3,0,2,3,0.09864137455966873
CARV,tb_208_210#1,原有,True,1,208,2025-07-22,206,206,206,0,0,180,4,6.395173176123803,174,0.46759529847121944,-0.3862783090748458,0,3,0,0,0,3,0,2,3,0.09864137455966873
BW-PA,tb_181_186#0,新增,False,1,181,2025-06-11,177,184,184,1,2,157,3,3.189858223079533,111,0.17094416565743117,-0.24528495411850115,0,0,0,6,0,0,0,0,6,0.12039595918004256
BW-PA,tb_181_186#1,新增,False,1,181,2025-06-11,179,184,184,1,1,157,3,3.189858223079533,111,0.17094416565743117,-0.24528495411850115,0,0,0,6,0,0,0,0,6,0.12039595918004256
BW-PA,tb_190_202#0,原有,True,1,190,2025-06-25,184,184,184,0,0,157,3,3.189858223079533,111,0.44448936405585704,-0.17048621427748628,9,0,0,4,10,1,8,0,13,0.09619441135378054
BWEN,tb_206#0,原有,True,2,206,2025-07-18,203,204,203,0,1,40,4,10.730058199246834,131,0.1882353051173511,-0.25098039124022076,0,1,0,0,1,0,0,1,1,0.04642379309960944
BWEN,tb_206#1,原有,True,1,206,2025-07-18,204,204,204,0,0,40,4,10.730058199246834,131,0.1882353051173511,-0.25098039124022076,0,1,0,0,1,0,0,1,1,0.04642379309960944
CGEN,tb_84_86#0,原有,True,2,84,2025-01-22,78,81,78,0,1,58,3,9.132709842761642,71,0.09640678378464347,-0.3652382140143946,0,3,0,0,0,3,0,3,3,0.07209119967217259
CGEN,tb_84_86#1,原有,True,1,84,2025-01-22,81,81,81,0,0,58,3,9.132709842761642,71,0.09640678378464347,-0.3652382140143946,0,3,0,0,0,3,0,3,3,0.07209119967217259
CLF,tb_266_270#0,新增,False,1,266,2025-10-13,263,271,271,1,1,48,4,3.0826163684959336,211,0.2172490072874663,-0.27839735585250636,2,3,0,0,5,0,0,5,5,0.04792504521489525
CLF,tb_274_278#0,原有,True,1,274,2025-10-23,271,271,271,0,0,48,4,3.0826163684959336,211,0.07494336111624567,-0.2727511434101739,0,5,0,0,0,5,0,5,5,0.049505828865885046
CLIR,tb_253_259#0,新增,True,1,253,2025-09-24,250,251,251,0,1,180,3,429.40288474212446,87,0.42803528066219687,-0.08879515036860629,5,0,0,2,6,0,2,0,7,0.05217789164309378
CLIR,tb_253_259#1,原有,True,1,253,2025-09-24,251,251,251,0,0,180,3,429.40288474212446,87,0.42803528066219687,-0.08879515036860629,5,0,0,2,6,0,2,0,7,0.05217789164309378
CLLS,tb_216_226#0,原有,True,1,216,2025-08-01,209,209,209,0,0,51,4,21.62183074081015,135,0.47966610625507167,-0.09636480280233316,4,0,0,7,5,0,2,0,11,0.10471459293344915
CATO,tb_235#0,新增,False,1,235,2025-08-28,232,237,237,1,1,50,3,59.81217611122815,174,0.25190839509415874,-0.06615775726380413,0,0,0,1,1,0,0,0,1,0.05124070682700753
CATO,tb_241#0,原有,True,1,241,2025-09-08,237,237,237,0,0,50,3,59.81217611122815,174,0.002118692653888754,-0.23093214495809844,0,0,0,1,0,1,0,0,1,0.06215611746593321
CCM,tb_154#0,原有,True,1,154,2025-05-02,150,150,150,0,0,75,3,4.810238907849829,60,0.39420286269529514,-0.28840582905084045,0,0,0,1,0,0,0,0,1,0.102749654922595
CEPU,tb_280#0,新增,True,2,280,2025-10-31,276,280,278,1,3,106,4,4.698275722627501,113,0.18913880208334932,-0.13174808068452237,0,0,0,1,0,0,0,0,1,0.08412081102155256
CEPU,tb_280#1,新增,True,2,280,2025-10-31,277,280,278,1,2,106,4,4.698275722627501,113,0.18913880208334932,-0.13174808068452237,0,0,0,1,0,0,0,0,1,0.08412081102155256
CEPU,tb_280#2,原有,True,2,280,2025-10-31,278,280,278,1,1,106,4,4.698275722627501,113,0.18913880208334932,-0.13174808068452237,0,0,0,1,0,0,0,0,1,0.08412081102155256
CEPU,tb_286_293#0,原有,True,1,286,2025-11-10,280,280,280,0,0,106,4,4.698275722627501,113,0.24904865020327802,-0.08800479308437482,0,0,0,8,0,0,0,0,8,0.06719559439353016
CCCC,tb_205_208#0,原有,True,1,205,2025-07-17,202,202,202,0,0,179,3,3.183430829686523,76,0.5578282428116821,-0.131894513197599,3,0,0,1,4,0,1,0,4,0.0935117716502903
CHPGF,tb_179#0,原有,True,1,179,2025-06-09,177,177,177,0,0,93,4,6.1136412002553735,99,0.45714289606834124,-0.04761900436850974,1,0,0,0,1,0,1,0,1,0.05988240250155062
CALC,tb_204#0,新增,True,3,204,2025-07-16,201,208,202,2,3,181,5,14.923947732883724,137,0.9496569063808233,0.016018346337421274,1,0,0,0,1,0,1,0,1,0.09440563288089099
CALC,tb_204#1,原有,True,3,204,2025-07-16,202,208,202,2,2,181,5,14.923947732883724,137,0.9496569063808233,0.016018346337421274,1,0,0,0,1,0,1,0,1,0.09440563288089099
CALC,tb_211_213#0,原有,True,2,211,2025-07-25,207,208,207,0,1,181,5,14.923947732883724,137,0.0230198127293962,-0.3861175607934923,0,1,0,2,0,3,0,0,3,0.15119577937641507
CALC,tb_211_213#1,原有,True,1,211,2025-07-25,208,208,208,0,0,181,5,14.923947732883724,137,0.0230198127293962,-0.3861175607934923,0,1,0,2,0,3,0,0,3,0.15119577937641507
CALC,tb_305_308#0,原有,True,2,305,2025-12-08,300,301,300,0,1,88,3,25.767604488534722,92,0.5838258231174793,-0.8856125806069892,4,0,0,0,4,0,4,0,4,0.07988302118982687
CALC,tb_305_308#1,原有,True,1,305,2025-12-08,301,301,301,0,0,88,3,25.767604488534722,92,0.5838258231174793,-0.8856125806069892,4,0,0,0,4,0,4,0,4,0.07988302118982687
CALY,tb_306_317#0,原有,True,2,306,2025-12-09,297,298,297,0,1,76,4,3.9762244679440766,256,0.4256525569958424,-0.025443916215790136,12,0,0,0,12,0,12,0,12,0.05089141317588804
CALY,tb_306_318#0,原有,True,1,306,2025-12-09,298,298,298,0,0,76,4,3.9762244679440766,256,0.4250814583456378,-0.024928176085205683,13,0,0,0,13,0,13,0,13,0.05089141317588804
CAN,tb_255_257#0,新增,False,1,255,2025-09-26,253,268,268,3,3,43,5,3.15573941848581,163,1.60715036433649,-0.03112658028006343,3,0,0,0,3,0,3,0,3,0.06590517335619232
CAN,tb_261#0,新增,False,1,261,2025-10-06,259,268,268,2,2,43,5,3.15573941848581,163,0.6818181366631497,-0.3750000338662741,1,0,0,0,1,0,1,0,1,0.07503255620447744
CAN,tb_271_276#0,新增,True,1,271,2025-10-20,267,268,268,0,1,43,5,3.15573941848581,163,0.03680820125923338,-0.5860903963058051,0,6,0,0,0,6,0,6,6,0.18732383039400916
CAN,tb_271_276#1,原有,True,1,271,2025-10-20,268,268,268,0,0,43,5,3.15573941848581,163,0.03680820125923338,-0.5860903963058051,0,6,0,0,0,6,0,6,6,0.18732383039400916
CNET,tb_251_259#0,原有,True,2,251,2025-09-22,248,251,248,1,1,177,4,220.24731580895966,183,0.14946458370745344,-0.3665738301014021,0,6,0,3,0,7,0,5,9,0.08358689793784299
CNET,tb_253_259#0,原有,True,1,253,2025-09-24,251,251,251,0,0,177,4,220.24731580895966,183,0.1363377410318695,-0.42204936193842446,0,6,0,1,0,7,0,5,7,0.08788941594405367
CLNN,tb_233_235#0,新增,True,3,233,2025-08-26,227,241,229,2,3,53,6,4.408851529268786,210,1.0519622197924516,-0.04084411262356221,3,0,0,0,3,0,3,0,3,0.0661801238213117
CLNN,tb_233_235#1,原有,True,3,233,2025-08-26,229,241,229,2,2,53,6,4.408851529268786,210,1.0519622197924516,-0.04084411262356221,3,0,0,0,3,0,3,0,3,0.0661801238213117
CLNN,tb_239_240#0,原有,True,2,239,2025-09-04,237,241,237,1,1,53,6,4.408851529268786,210,0.9866257233247409,-0.06172779586854504,2,0,0,0,2,0,2,0,2,0.07381836954537918
CLNN,tb_246_257#0,原有,True,1,246,2025-09-15,241,241,241,0,0,53,6,4.408851529268786,210,1.196710085873044,-0.07831299161414697,12,0,0,0,12,0,12,0,12,0.09237750909941304
CLPT,tb_257#0,新增,True,2,257,2025-09-30,251,255,253,0,2,103,5,29.622696462613852,160,0.3813675592836143,-0.38825152071438296,1,0,0,0,1,0,1,0,1,0.06052942573780484
CLPT,tb_257#1,原有,True,2,257,2025-09-30,253,255,253,0,1,103,5,29.622696462613852,160,0.3813675592836143,-0.38825152071438296,1,0,0,0,1,0,1,0,1,0.06052942573780484
CLPT,tb_257#2,原有,True,1,257,2025-09-30,255,255,255,0,0,103,5,29.622696462613852,160,0.3813675592836143,-0.38825152071438296,1,0,0,0,1,0,1,0,1,0.06052942573780484
CMPX,tb_87#0,原有,True,1,87,2025-01-27,80,80,80,0,0,56,3,50.72796937414563,63,0.4468085178336678,-0.2446807926014486,0,0,0,1,0,0,0,0,1,0.11853151822872662
CGTX,tb_202_206#0,新增,True,2,202,2025-07-14,196,200,197,0,2,128,4,108.91219898222127,97,5.153922590837511,-0.10762855877311309,5,0,0,0,5,0,5,0,5,0.123039193658222
CGTX,tb_202_206#1,原有,True,2,202,2025-07-14,197,200,197,0,1,128,4,108.91219898222127,97,5.153922590837511,-0.10762855877311309,5,0,0,0,5,0,5,0,5,0.123039193658222
CGTX,tb_202_207#0,原有,True,1,202,2025-07-14,200,200,200,0,0,128,4,108.91219898222127,97,5.040173584967108,-0.12397617903793286,6,0,0,0,6,0,6,0,6,0.123039193658222
COSM,tb_215#0,新增,True,2,215,2025-07-31,210,219,213,1,2,127,6,27.473771527887504,136,0.38378373502030594,-0.4,1,0,0,0,1,0,0,1,1,0.07516629887942017
COSM,tb_215#1,原有,True,2,215,2025-07-31,213,219,213,1,1,127,6,27.473771527887504,136,0.38378373502030594,-0.4,1,0,0,0,1,0,0,1,1,0.07516629887942017
CMP,tb_154_155#0,新增,False,1,154,2025-05-02,148,158,158,1,2,105,6,3.4739912184567956,117,0.5940314981074654,-0.00913811571516887,2,0,0,0,2,0,2,0,2,0.05246748139734337
CMP,tb_154_155#1,新增,False,1,154,2025-05-02,150,158,158,1,1,105,6,3.4739912184567956,117,0.5940314981074654,-0.00913811571516887,2,0,0,0,2,0,2,0,2,0.05246748139734337
CMP,tb_161_163#0,原有,True,1,161,2025-05-13,158,158,158,0,0,105,6,3.4739912184567956,117,0.15454685423850875,-0.08816750863517313,0,0,0,3,0,0,0,0,3,0.046396476024055104
CLYM,tb_313_314#0,新增,True,2,313,2025-12-18,307,311,309,0,2,75,4,30.33347286411126,274,0.4366810734858484,-0.20081724489689967,2,0,0,0,2,0,0,0,2,0.07790938783662718
CLYM,tb_313_314#1,原有,True,2,313,2025-12-18,309,311,309,0,1,75,4,30.33347286411126,274,0.4366810734858484,-0.20081724489689967,2,0,0,0,2,0,0,0,2,0.07790938783662718
CLYM,tb_313_314#2,原有,True,1,313,2025-12-18,311,311,311,0,0,75,4,30.33347286411126,274,0.4366810734858484,-0.20081724489689967,2,0,0,0,2,0,0,0,2,0.07790938783662718
CMBMF,tb_209#0,新增,True,1,209,2025-07-23,202,206,206,0,2,41,3,9.364012632911766,83,0.09009011040820591,-0.44175675828061545,0,1,0,0,0,1,0,1,1,0.11416874230517776
CMBMF,tb_209#1,新增,True,1,209,2025-07-23,203,206,206,0,1,41,3,9.364012632911766,83,0.09009011040820591,-0.44175675828061545,0,1,0,0,0,1,0,1,1,0.11416874230517776
CMBMF,tb_209#2,原有,True,1,209,2025-07-23,206,206,206,0,0,41,3,9.364012632911766,83,0.09009011040820591,-0.44175675828061545,0,1,0,0,0,1,0,1,1,0.11416874230517776
CPIX,tb_321_323#0,新增,True,2,321,2025-12-31,310,313,312,0,2,93,4,12.668981859781011,96,0.35175881506384976,-0.11055280312090465,0,0,0,1,0,0,0,0,1,0.09672657882076266
CPIX,tb_321_323#1,原有,True,2,321,2025-12-31,312,313,312,0,1,93,4,12.668981859781011,96,0.35175881506384976,-0.11055280312090465,0,0,0,1,0,0,0,0,1,0.09672657882076266
CPIX,tb_321_323#2,原有,True,1,321,2025-12-31,313,313,313,0,0,93,4,12.668981859781011,96,0.35175881506384976,-0.11055280312090465,0,0,0,1,0,0,0,0,1,0.09672657882076266
CNTB,tb_298_299#0,新增,True,2,298,2025-11-26,290,293,291,0,2,86,4,18.705351038653696,85,0.024835643595875312,-0.2833243367825296,0,0,0,2,0,0,0,0,2,0.10120456944114034
CNTB,tb_298_299#1,原有,True,2,298,2025-11-26,291,293,291,0,1,86,4,18.705351038653696,85,0.024835643595875312,-0.2833243367825296,0,0,0,2,0,0,0,0,2,0.10120456944114034
CNTB,tb_298_299#2,原有,True,1,298,2025-11-26,293,293,293,0,0,86,4,18.705351038653696,85,0.024835643595875312,-0.2833243367825296,0,0,0,2,0,0,0,0,2,0.10120456944114034
CPPKF,tb_198_199#0,原有,True,1,198,2025-07-08,195,195,195,0,0,77,3,17.758389261744966,160,0.3090620673375013,-0.057857223448426975,2,0,0,0,2,0,2,0,2,0.02721868834114449
CREX,tb_175_178#0,新增,True,1,175,2025-06-03,167,169,169,0,1,143,5,8.874390278286858,111,0.219277836442561,-0.22549552998182446,0,0,0,4,0,0,0,0,4,0.13248627972439087
CREX,tb_175_178#1,原有,True,1,175,2025-06-03,169,169,169,0,0,143,5,8.874390278286858,111,0.219277836442561,-0.22549552998182446,0,0,0,4,0,0,0,0,4,0.13248627972439087
CXDO,tb_108#0,原有,True,1,108,2025-02-26,104,104,104,0,0,77,3,5.258121960177631,81,0.10044978540183425,-0.43778111587614643,0,1,0,0,0,1,0,1,1,0.049676302556905916
COCH,tb_164_166#0,原有,True,1,164,2025-05-16,162,162,162,0,0,139,3,5.019820819789106,76,0.058921210312226746,-0.2058090572010387,0,0,0,3,0,0,0,0,3,0.09035714542683286
COOT,tb_274#0,新增,True,1,274,2025-10-23,267,268,268,0,1,163,6,245.33605833465433,196,0.1271676451934678,-0.6919075222576834,0,1,0,0,0,1,0,1,1,0.15184116054360075
COOT,tb_274#1,原有,True,1,274,2025-10-23,268,268,268,0,0,163,6,245.33605833465433,196,0.1271676451934678,-0.6919075222576834,0,1,0,0,0,1,0,1,1,0.15184116054360075
CRCT,tb_160_166#0,新增,True,1,160,2025-05-12,157,158,158,0,1,137,3,6.082135147989609,95,0.1741248349121189,-0.08275256786966687,0,0,0,7,1,0,0,0,7,0.04891242193851474
CRCT,tb_160_166#1,原有,True,1,160,2025-05-12,158,158,158,0,0,137,3,6.082135147989609,95,0.1741248349121189,-0.08275256786966687,0,0,0,7,1,0,0,0,7,0.04891242193851474
CRLBF,tb_224#0,新增,False,2,224,2025-08-13,222,235,231,2,3,70,4,8.438548783617817,195,0.4529147900558712,-0.14798208075910768,0,0,0,1,0,0,0,0,1,0.12315213385437385
CRLBF,tb_240_243#0,原有,True,2,240,2025-09-05,231,235,231,0,1,70,4,8.438548783617817,195,0.27003218075347263,-0.20622988702907957,0,0,0,4,0,0,0,0,4,0.1619565323009125
CRLBF,tb_240_243#1,原有,True,1,240,2025-09-05,235,235,235,0,0,70,4,8.438548783617817,195,0.27003218075347263,-0.20622988702907957,0,0,0,4,0,0,0,0,4,0.1619565323009125
COE,tb_183_187#0,新增,True,1,183,2025-06-13,175,179,179,0,2,80,4,6.984566929133858,82,0.47370325893694804,-0.11752984730590388,4,0,0,1,5,0,3,0,5,0.046867859512519046
COE,tb_183_187#1,新增,True,1,183,2025-06-13,177,179,179,0,1,80,4,6.984566929133858,82,0.47370325893694804,-0.11752984730590388,4,0,0,1,5,0,3,0,5,0.046867859512519046
COE,tb_183_187#2,原有,True,1,183,2025-06-13,179,179,179,0,0,80,4,6.984566929133858,82,0.47370325893694804,-0.11752984730590388,4,0,0,1,5,0,3,0,5,0.046867859512519046
COHN,tb_296_299#0,新增,True,2,296,2025-11-24,286,290,288,0,2,79,3,12.987893462469735,82,1.1896976815945137,-0.013747471567174346,4,0,0,0,4,0,4,0,4,0.06903626527569043
COHN,tb_296_299#1,原有,True,2,296,2025-11-24,288,290,288,0,1,79,3,12.987893462469735,82,1.1896976815945137,-0.013747471567174346,4,0,0,0,4,0,4,0,4,0.06903626527569043
COHN,tb_296_299#2,原有,True,1,296,2025-11-24,290,290,290,0,0,79,3,12.987893462469735,82,1.1896976815945137,-0.013747471567174346,4,0,0,0,4,0,4,0,4,0.06903626527569043
DOMO,tb_173_174#0,原有,True,1,173,2025-05-30,168,168,168,0,0,114,5,12.291226306530337,114,0.288622589236846,-0.07567427189344239,2,0,0,0,2,0,1,0,2,0.04333899131190549
DOUG,tb_165_166#0,新增,False,2,165,2025-05-19,161,170,169,2,3,68,4,26.43724338803823,123,0.42545340909918095,-0.09127348223308124,2,0,0,0,2,0,2,0,2,0.051802856537016634
DOUG,tb_168#0,新增,False,2,168,2025-05-22,164,170,169,2,2,68,4,26.43724338803823,123,0.49532705178395586,-0.023364573964402724,1,0,0,0,1,0,1,0,1,0.056077611528657645
DOUG,tb_177_187#0,原有,True,2,177,2025-06-05,169,170,169,0,1,68,4,26.43724338803823,123,0.13054860105844898,-0.26051000007734015,0,11,0,0,0,11,0,3,11,0.06153577322157469
DOUG,tb_177_187#1,原有,True,1,177,2025-06-05,170,170,170,0,0,68,4,26.43724338803823,123,0.13054860105844898,-0.26051000007734015,0,11,0,0,0,11,0,3,11,0.06153577322157469
DFLI,tb_258#0,新增,False,1,258,2025-10-01,254,260,260,2,3,46,4,12.780451797743156,134,3.3572623336841287,-0.028380568606441336,1,0,0,0,1,0,1,0,1,0.08080123873621939
DFLI,tb_258#1,新增,False,1,258,2025-10-01,255,260,260,2,2,46,4,12.780451797743156,134,3.3572623336841287,-0.028380568606441336,1,0,0,0,1,0,1,0,1,0.08080123873621939
DRIO,tb_259#0,原有,True,2,259,2025-10-02,256,257,256,0,1,107,4,70.67295834297697,107,0.027214782912365454,-0.47828604574058253,0,1,0,0,0,1,0,1,1,0.12016021429138923
DRIO,tb_259#1,原有,True,1,259,2025-10-02,257,257,257,0,0,107,4,70.67295834297697,107,0.027214782912365454,-0.47828604574058253,0,1,0,0,0,1,0,1,1,0.12016021429138923
CTMX,tb_258_270#0,新增,True,1,258,2025-10-01,253,256,256,0,2,80,4,5.116824443238165,73,0.383495461460705,-0.06775117864576839,13,0,0,0,13,0,10,0,13,0.05970241199004807
CTMX,tb_258_270#1,新增,True,1,258,2025-10-01,254,256,256,0,1,80,4,5.116824443238165,73,0.383495461460705,-0.06775117864576839,13,0,0,0,13,0,10,0,13,0.05970241199004807
CTMX,tb_258_270#2,原有,True,1,258,2025-10-01,256,256,256,0,0,80,4,5.116824443238165,73,0.383495461460705,-0.06775117864576839,13,0,0,0,13,0,10,0,13,0.05970241199004807
CTOR,tb_185#0,新增,True,2,185,2025-06-17,178,187,181,1,3,126,6,13.710939120921957,150,3.2689654163174655,-0.07172419871217794,1,0,0,0,1,0,1,0,1,0.07889419018711058
CTOR,tb_185#1,新增,True,2,185,2025-06-17,179,187,181,1,2,126,6,13.710939120921957,150,3.2689654163174655,-0.07172419871217794,1,0,0,0,1,0,1,0,1,0.07889419018711058
CTOR,tb_185#2,原有,True,2,185,2025-06-17,181,187,181,1,1,126,6,13.710939120921957,150,3.2689654163174655,-0.07172419871217794,1,0,0,0,1,0,1,0,1,0.07889419018711058
CTOR,tb_189_190#0,原有,True,1,189,2025-06-24,187,187,187,0,0,126,6,13.710939120921957,150,1.2849106336332095,-0.5016753826547683,2,0,0,0,2,0,2,0,2,0.1048413194247072
DVLT,tb_256_257#0,新增,True,4,256,2025-09-29,254,261,255,3,4,87,6,38.4281655063112,162,2.663342534759903,-0.08863185304945687,2,0,0,0,2,0,2,0,2,0.1746515808734761
DVLT,tb_267_274#0,原有,True,4,267,2025-10-14,255,261,255,0,3,87,6,38.4281655063112,162,0.9275818701868866,-0.4511568858827393,2,1,0,5,3,4,0,1,8,0.2441019795305701
DVLT,tb_267_274#1,原有,True,3,267,2025-10-14,256,261,256,0,2,87,6,38.4281655063112,162,0.9275818701868866,-0.4511568858827393,2,1,0,5,3,4,0,1,8,0.2441019795305701
DVLT,tb_267_274#2,原有,True,2,267,2025-10-14,258,261,258,0,1,87,6,38.4281655063112,162,0.9275818701868866,-0.4511568858827393,2,1,0,5,3,4,0,1,8,0.2441019795305701
DVLT,tb_267_274#3,原有,True,1,267,2025-10-14,261,261,261,0,0,87,6,38.4281655063112,162,0.9275818701868866,-0.4511568858827393,2,1,0,5,3,4,0,1,8,0.2441019795305701
DRSHF,tb_179_181#0,新增,True,2,179,2025-06-09,176,185,177,1,2,56,4,3.574504062660127,168,1.7780580161957282,9.337050950186665e-05,3,0,0,0,3,0,3,0,3,0.07273601904001757
DRSHF,tb_179_181#1,原有,True,2,179,2025-06-09,177,185,177,1,1,56,4,3.574504062660127,168,1.7780580161957282,9.337050950186665e-05,3,0,0,0,3,0,3,0,3,0.07273601904001757
DRSHF,tb_187#0,原有,True,1,187,2025-06-20,185,185,185,0,0,56,4,3.574504062660127,168,1.3035020350464186,-0.17509729936681773,1,0,0,0,1,0,1,0,1,0.07807422519921828
DRTTF,tb_280#0,新增,True,2,280,2025-10-31,274,281,277,1,2,68,5,3.3388327024125655,135,0.09195404070689062,-0.14655172561446306,0,0,0,1,0,1,0,0,1,0.03825083497881733
DRTTF,tb_280#1,原有,True,2,280,2025-10-31,277,281,277,1,1,68,5,3.3388327024125655,135,0.09195404070689062,-0.14655172561446306,0,0,0,1,0,1,0,0,1,0.03825083497881733
DRTTF,tb_285_301#0,原有,True,1,285,2025-11-07,281,281,281,0,0,68,5,3.3388327024125655,135,0.06038976607222611,-0.15792318735333508,0,10,0,7,0,12,0,6,17,0.05099265911198542
DCTH,tb_170_174#0,新增,True,2,170,2025-05-27,158,165,164,0,3,77,3,3.1950235399101485,69,0.05625657940399997,-0.33745072988865976,0,5,0,0,0,5,0,5,5,0.04613505121926987
DCTH,tb_170_174#1,新增,True,2,170,2025-05-27,159,165,164,0,2,77,3,3.1950235399101485,69,0.05625657940399997,-0.33745072988865976,0,5,0,0,0,5,0,5,5,0.04613505121926987
DCTH,tb_170_174#2,原有,True,2,170,2025-05-27,164,165,164,0,1,77,3,3.1950235399101485,69,0.05625657940399997,-0.33745072988865976,0,5,0,0,0,5,0,5,5,0.04613505121926987
DCTH,tb_170_174#3,原有,True,1,170,2025-05-27,165,165,165,0,0,77,3,3.1950235399101485,69,0.05625657940399997,-0.33745072988865976,0,5,0,0,0,5,0,5,5,0.04613505121926987
DDC,tb_168#0,新增,False,2,168,2025-05-22,164,174,173,3,3,50,5,22.2213208643085,165,3.810392803701226,-0.1755196313751367,1,0,0,0,1,0,1,0,1,0.15225191340069472
DDC,tb_183_191#0,新增,True,2,183,2025-06-13,171,174,173,0,2,50,5,22.2213208643085,165,0.9818288738550395,-0.16422822328654316,1,0,0,8,8,0,0,0,9,0.21324004234892174
DDC,tb_183_193#0,原有,True,2,183,2025-06-13,173,174,173,0,1,50,5,22.2213208643085,165,0.9985826323891916,-0.15307052470408278,3,0,0,8,10,0,1,0,11,0.21324004234892174
DDC,tb_183_194#0,原有,True,1,183,2025-06-13,174,174,174,0,0,50,5,22.2213208643085,165,0.9884079517411409,-0.15600533894241828,3,0,0,9,11,0,1,0,12,0.21324004234892174
DDL,tb_315_317#0,新增,True,1,315,2025-12-22,311,312,312,0,1,248,5,9.873142329570838,165,0.27635282554086843,-0.09981570919483755,1,0,0,2,3,0,0,0,3,0.06022073320803447
DDL,tb_315_317#1,原有,True,1,315,2025-12-22,312,312,312,0,0,248,5,9.873142329570838,165,0.27635282554086843,-0.09981570919483755,1,0,0,2,3,0,0,0,3,0.06022073320803447
DBGI,tb_316_318#0,新增,False,2,316,2025-12-23,311,329,322,3,3,145,5,3.9115423959990907,159,0.6692025156820636,-0.8358617543933478,2,1,0,0,3,0,2,1,3,0.1014930202051619
DBGI,tb_321#0,新增,False,2,321,2025-12-31,319,329,322,2,2,145,5,3.9115423959990907,159,0.4195583254562445,-0.8604100995010208,0,1,0,0,0,1,0,1,1,0.11437750799514952
DBI,tb_309_311#0,新增,True,1,309,2025-12-12,304,306,306,0,1,59,6,15.669681372443184,299,0.02240441593364939,-0.2860031306847663,0,3,0,0,0,3,0,0,3,0.06363793021476005
DBI,tb_309_311#1,原有,True,1,309,2025-12-12,306,306,306,0,0,59,6,15.669681372443184,299,0.02240441593364939,-0.2860031306847663,0,3,0,0,0,3,0,0,3,0.06363793021476005
DBVT,tb_261#0,新增,True,2,261,2025-10-06,259,263,260,1,2,65,4,7.244435596257217,101,0.3544018097566839,-0.05492848339591294,1,0,0,0,1,0,0,0,1,0.059809929323658154
DBVT,tb_266_273#0,原有,True,2,266,2025-10-13,260,263,260,0,1,65,4,7.244435596257217,101,0.3696716178150884,-0.22209281129686215,2,0,0,6,2,0,2,0,8,0.08345726621383037
DBVT,tb_266_273#1,原有,True,1,266,2025-10-13,263,263,263,0,0,65,4,7.244435596257217,101,0.3696716178150884,-0.22209281129686215,2,0,0,6,2,0,2,0,8,0.08345726621383037
ELVA,tb_170_172#0,原有,True,1,170,2025-05-27,163,163,163,0,0,111,3,3.2113424088883464,111,0.49544059508661387,-0.0618077890776052,3,0,0,0,3,0,3,0,3,0.05223952649067423
EMBC,tb_228_230#0,新增,True,3,228,2025-08-19,221,231,223,1,3,63,4,3.08551461456446,91,0.13975963564540414,-0.03981665694181058,0,0,0,3,0,0,0,0,3,0.041481601675883314
EMBC,tb_228_230#1,原有,True,3,228,2025-08-19,223,231,223,1,2,63,4,3.08551461456446,91,0.13975963564540414,-0.03981665694181058,0,0,0,3,0,0,0,0,3,0.041481601675883314
EMBC,tb_228_230#2,原有,True,2,228,2025-08-19,224,231,224,1,1,63,4,3.08551461456446,91,0.13975963564540414,-0.03981665694181058,0,0,0,3,0,0,0,0,3,0.041481601675883314
EMBC,tb_234_239#0,原有,True,1,234,2025-08-27,231,231,231,0,0,63,4,3.08551461456446,91,0.07631271229899661,-0.09326711882890244,0,0,0,6,0,0,0,0,6,0.03996222994884523
