symbol,tb_id,group,causal,n_burst,tb_start,tb_date,anchor_idx,burst_end_max,burst_end_min,n_bo_after,pos_from_end,first_drought,distinct_pk,vol_spike,peak_age,fr,dd,fp_up,fp_down,fp_both,fp_none,up4,dn4,up6,dn6,n_buy_bars,atr_pct
AAOI,tb_259#0,原有,True,1,259,2024-09-30,255,255,255,0,0,66,7,3.012757567557119,128,1.7679943709891615,-0.13207549181702805,1,0,0,0,1,0,1,0,1,0.09229724871970682
ADAPY,tb_82_83#0,原有,True,1,82,2024-01-17,75,75,75,0,0,49,3,3.3730629590698333,69,1.8314970217938933,-0.05661469124070406,2,0,0,0,2,0,2,0,2,0.13497750789041849
ACIC,tb_288_289#0,原有,True,2,288,2024-11-08,285,286,285,0,1,174,3,4.246139907131262,60,0.13608736864518123,-0.0774726786832613,0,0,0,2,0,0,0,0,2,0.046082562637094315
ACIC,tb_288_289#1,原有,True,1,288,2024-11-08,286,286,286,0,0,174,3,4.246139907131262,60,0.13608736864518123,-0.0774726786832613,0,0,0,2,0,0,0,0,2,0.046082562637094315
AENT,tb_86#0,新增,True,1,86,2024-01-23,81,83,83,0,1,61,3,7.50301762291784,74,0.6357142863224965,-0.2357142352328,0,0,0,1,1,0,0,0,1,0.14721297520116372
AENT,tb_86#1,原有,True,1,86,2024-01-23,83,83,83,0,0,61,3,7.50301762291784,74,0.6357142863224965,-0.2357142352328,0,0,0,1,1,0,0,0,1,0.14721297520116372
ADNH,tb_294_299#0,新增,True,1,294,2024-11-18,285,290,290,0,2,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,0,2,0,0,6,0.19686014088073656
ADNH,tb_294_299#1,新增,True,1,294,2024-11-18,287,290,290,0,1,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,0,2,0,0,6,0.19686014088073656
ADNH,tb_294_299#2,原有,True,1,294,2024-11-18,290,290,290,0,0,74,5,1398.5027453152331,152,0.1471717036066741,-0.39931827370644185,0,0,0,6,0,2,0,0,6,0.19686014088073656
ACB,tb_138#0,原有,True,1,138,2024-04-08,135,135,135,0,0,108,3,20.378870835028835,97,0.3338088553759069,-0.2239657803708528,0,0,0,1,0,0,0,0,1,0.15064791871381245
ACHR,tb_292#0,新增,False,4,292,2024-11-14,288,299,295,4,5,90,8,5.06119267120289,238,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,0,1,0,1,0.07169691097632461
ACHR,tb_292#1,新增,False,4,292,2024-11-14,289,299,295,4,4,90,8,5.06119267120289,238,1.9079255227035623,-0.05594400308910452,1,0,0,0,1,0,1,0,1,0.07169691097632461
ARMP,tb_80_81#0,原有,True,1,80,2024-01-12,78,78,78,0,0,50,4,9.530090972708187,72,0.19946667482151748,-0.2610428578183273,0,0,0,2,0,0,0,0,2,0.11366391529169968
ARQ,tb_290_291#0,新增,False,1,290,2024-11-12,287,294,294,2,2,166,4,3.0962196194491365,88,0.14145019724870767,-0.1414492738446433,0,1,0,1,2,0,0,0,2,0.033271581919608086
ARQ,tb_293#0,新增,False,1,293,2024-11-15,290,294,294,1,1,166,4,3.0962196194491365,88,0.17706818778415157,-0.11465892266497024,1,0,0,0,1,0,0,0,1,0.033271581919608086
ARQ,tb_297_302#0,原有,True,1,297,2024-11-21,294,294,294,0,0,166,4,3.0962196194491365,88,0.0324049728436005,-0.2056101541493279,0,5,0,1,0,6,0,1,6,0.04246310983442467
ARQQ,tb_301#0,新增,True,2,301,2024-11-27,297,304,299,1,3,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,0,1,0,1,0.16128441923209536
ARQQ,tb_301#1,新增,True,2,301,2024-11-27,298,304,299,1,2,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,0,1,0,1,0.16128441923209536
ARQQ,tb_301#2,原有,True,2,301,2024-11-27,299,304,299,1,1,183,4,15.953635701369503,186,1.949162125170023,-0.12849158022772034,1,0,0,0,1,0,1,0,1,0.16128441923209536
ARQQ,tb_307_313#0,原有,True,1,307,2024-12-06,304,304,304,0,0,183,4,15.953635701369503,186,1.1636474433618382,-0.3606194287471059,2,0,0,5,6,0,2,0,7,0.1849380166292781
AMST,tb_83#0,新增,True,1,83,2024-01-18,76,78,78,0,1,46,3,9.597526165556612,61,0.18385093695047727,-0.23395442937301147,0,0,0,1,0,0,0,0,1,0.10242672584006915
AMST,tb_83#1,原有,True,1,83,2024-01-18,78,78,78,0,0,46,3,9.597526165556612,61,0.18385093695047727,-0.23395442937301147,0,0,0,1,0,0,0,0,1,0.10242672584006915
AMST,tb_306_307#0,新增,False,1,306,2024-12-05,304,308,308,2,2,153,5,8.131303254644504,141,0.8839366601599222,-0.2792207341746525,2,0,0,0,2,0,2,0,2,0.0607031524130622
AMST,tb_313#0,新增,True,1,313,2024-12-16,306,308,308,0,1,153,5,8.131303254644504,141,0.592131896544734,-0.39086292880397744,1,0,0,0,1,0,1,0,1,0.07537846643850979
AMST,tb_313#1,原有,True,1,313,2024-12-16,308,308,308,0,0,153,5,8.131303254644504,141,0.592131896544734,-0.39086292880397744,1,0,0,0,1,0,1,0,1,0.07537846643850979
API,tb_262#0,新增,True,1,262,2024-10-03,260,261,261,0,1,94,5,514.3264029107775,225,0.3111111153924775,-0.4707070734315766,0,1,0,0,0,1,0,1,1,0.052935265621664576
API,tb_267_268#0,原有,True,1,267,2024-10-10,261,261,261,0,0,94,5,514.3264029107775,225,1.0230488119621588,-0.19258679027151032,2,0,0,0,2,0,2,0,2,0.08133751416659432
APLD,tb_191#0,原有,True,2,191,2024-06-24,187,189,187,0,1,103,4,3.7329858348261586,98,0.18914475490099192,-0.4078947450975964,0,1,0,0,0,1,0,1,1,0.10338188713376922
APLD,tb_191#1,原有,True,1,191,2024-06-24,189,189,189,0,0,103,4,3.7329858348261586,98,0.18914475490099192,-0.4078947450975964,0,1,0,0,0,1,0,1,1,0.10338188713376922
ARBB,tb_282_285#0,新增,True,1,282,2024-10-31,271,278,278,0,1,203,4,2113.1536908332723,78,1.2045649987287206,-0.250054174030487,4,0,0,0,4,0,4,0,4,0.12691902721432669
ARBB,tb_282_285#1,原有,True,1,282,2024-10-31,278,278,278,0,0,203,4,2113.1536908332723,78,1.2045649987287206,-0.250054174030487,4,0,0,0,4,0,4,0,4,0.12691902721432669
BAER,tb_277_278#0,新增,True,1,277,2024-10-24,273,275,275,0,2,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,0,2,0,2,2,0.09172429750351717
BAER,tb_277_278#1,新增,True,1,277,2024-10-24,274,275,275,0,1,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,0,2,0,2,2,0.09172429750351717
BAER,tb_277_278#2,原有,True,1,277,2024-10-24,275,275,275,0,0,208,3,30.364932713983197,65,0.20528650134875237,-0.3916172950083206,0,2,0,0,0,2,0,2,2,0.09172429750351717
ATHE,tb_312_314#0,新增,True,3,312,2024-12-13,302,308,304,0,4,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,0,3,0,3,0.09902093445859941
ATHE,tb_312_314#1,新增,True,3,312,2024-12-13,303,308,304,0,3,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,0,3,0,3,0.09902093445859941
ATHE,tb_312_314#2,原有,True,3,312,2024-12-13,304,308,304,0,2,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,0,3,0,3,0.09902093445859941
ATHE,tb_312_314#3,原有,True,2,312,2024-12-13,305,308,305,0,1,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,0,3,0,3,0.09902093445859941
ATHE,tb_312_314#4,原有,True,1,312,2024-12-13,308,308,308,0,0,161,4,71.14461335095837,101,1.5242872660014488,-0.12273491878295413,3,0,0,0,3,0,3,0,3,0.09902093445859941
BCRX,tb_169_176#0,新增,True,1,169,2024-05-21,165,166,166,0,1,82,4,3.08983725389328,66,0.22115612156282738,-0.06894554526515367,0,0,0,8,1,0,0,0,8,0.06303910490558075
BCRX,tb_169_176#1,原有,True,1,169,2024-05-21,166,166,166,0,0,82,4,3.08983725389328,66,0.22115612156282738,-0.06894554526515367,0,0,0,8,1,0,0,0,8,0.06303910490558075
AVXL,tb_207#0,新增,False,1,207,2024-07-17,203,215,215,2,3,143,4,3.031684699681917,126,0.26520264773494295,-0.16722976945890256,0,0,0,1,0,0,0,0,1,0.06632302456479527
AVXL,tb_207#1,新增,False,1,207,2024-07-17,205,215,215,2,2,143,4,3.031684699681917,126,0.26520264773494295,-0.16722976945890256,0,0,0,1,0,0,0,0,1,0.06632302456479527
AVXL,tb_213_215#0,新增,False,1,213,2024-07-25,211,215,215,1,1,143,4,3.031684699681917,126,0.0744501961427378,-0.2825005772108504,0,3,0,0,0,3,0,0,3,0.07151964586092399
AVXL,tb_217_221#0,原有,True,1,217,2024-07-31,215,215,215,0,0,143,4,3.031684699681917,126,0.08098987763259569,-0.2556871473830148,0,0,0,5,0,4,0,0,5,0.07819268845288652
AVXL,tb_294_301#0,新增,True,2,294,2024-11-18,282,285,284,0,3,67,4,8.722985173527706,70,0.6700428499113025,-0.126945376198722,8,0,0,0,8,0,8,0,8,0.07607130942036376
AVXL,tb_294_301#1,新增,True,2,294,2024-11-18,283,285,284,0,2,67,4,8.722985173527706,70,0.6700428499113025,-0.126945376198722,8,0,0,0,8,0,8,0,8,0.07607130942036376
AVXL,tb_294_301#2,原有,True,2,294,2024-11-18,284,285,284,0,1,67,4,8.722985173527706,70,0.6700428499113025,-0.126945376198722,8,0,0,0,8,0,8,0,8,0.07607130942036376
AVXL,tb_294_301#3,原有,True,1,294,2024-11-18,285,285,285,0,0,67,4,8.722985173527706,70,0.6700428499113025,-0.126945376198722,8,0,0,0,8,0,8,0,8,0.07607130942036376
ASTS,tb_177_182#0,原有,True,2,177,2024-06-03,166,174,166,0,1,116,5,23.351065862379563,105,1.4582066613906246,-0.06836917581909387,6,0,0,0,6,0,6,0,6,0.13996171147299044
ASTS,tb_177_182#1,原有,True,1,177,2024-06-03,174,174,174,0,0,116,5,23.351065862379563,105,1.4582066613906246,-0.06836917581909387,6,0,0,0,6,0,6,0,6,0.13996171147299044
ATAI,tb_298_305#0,原有,True,1,298,2024-11-22,295,295,295,0,0,83,3,8.005738518578278,80,0.17357362567806495,-0.313145638584535,0,0,0,8,0,2,0,0,8,0.12484985466804033
AUST,tb_257_259#0,新增,False,2,257,2024-09-26,255,267,260,2,2,139,5,9.14262881291651,144,1.7982456993418292,-0.01725146666641571,3,0,0,0,3,0,3,0,3,0.06735855055413742
AUST,tb_265_266#0,原有,True,2,265,2024-10-08,260,267,260,1,1,139,5,9.14262881291651,144,1.4856665142277758,-0.003190270548499019,2,0,0,0,2,0,2,0,2,0.07352399936986681
AUST,tb_272#0,原有,True,1,272,2024-10-17,267,267,267,0,0,139,5,9.14262881291651,144,0.7722223009592242,-0.24444441648177084,1,0,0,0,1,0,1,0,1,0.10287157879684589
BEKE,tb_262_263#0,原有,True,1,262,2024-10-03,260,260,260,0,0,99,3,7.513665511752874,93,0.008259167881852547,-0.3007161589544287,0,2,0,0,0,2,0,2,2,0.051958572448023384
AYTU,tb_104_105#0,新增,False,1,104,2024-02-16,100,105,105,1,3,79,3,3.88736877373241,69,0.04836695798942048,-0.17805548976688046,0,1,0,1,0,2,0,0,2,0.045389389569885474
AYTU,tb_104_105#1,新增,False,1,104,2024-02-16,101,105,105,1,2,79,3,3.88736877373241,69,0.04836695798942048,-0.17805548976688046,0,1,0,1,0,2,0,0,2,0.045389389569885474
AYTU,tb_104_105#2,新增,False,1,104,2024-02-16,102,105,105,1,1,79,3,3.88736877373241,69,0.04836695798942048,-0.17805548976688046,0,1,0,1,0,2,0,0,2,0.045389389569885474
BE,tb_291#0,新增,False,1,291,2024-11-13,288,293,293,1,1,115,4,11.76124392611946,123,1.1102941145533922,-0.060294163639568854,1,0,0,0,1,0,1,0,1,0.06306284392352654
BE,tb_300_308#0,原有,True,1,300,2024-11-26,293,293,293,0,0,115,4,11.76124392611946,123,0.11982225900306413,-0.2558297983590514,0,5,0,4,0,9,0,0,9,0.07060284658205748
BEAT,tb_179#0,新增,True,1,179,2024-06-05,172,173,173,0,1,51,3,5.743155912884185,103,0.18749999452163202,-0.25735295600028996,0,0,0,1,0,1,0,0,1,0.07774555671866709
BEAT,tb_179#1,原有,True,1,179,2024-06-05,173,173,173,0,0,51,3,5.743155912884185,103,0.18749999452163202,-0.25735295600028996,0,0,0,1,0,1,0,0,1,0.07774555671866709
BILI,tb_263#0,新增,True,1,263,2024-10-04,253,255,255,0,1,63,4,3.2994293018534533,64,0.007979732431568687,-0.3500181256926851,0,1,0,0,0,1,0,1,1,0.05635886023200585
BILI,tb_263#1,原有,True,1,263,2024-10-04,255,255,255,0,0,63,4,3.2994293018534533,64,0.007979732431568687,-0.3500181256926851,0,1,0,0,0,1,0,1,1,0.05635886023200585
BLFS,tb_170#0,原有,True,1,170,2024-05-22,162,162,162,0,0,64,3,4.238220509050448,62,0.06489945753015247,-0.14533814075867324,0,0,0,1,0,0,0,0,1,0.0501325102870692
BNTC,tb_119_126#0,新增,True,1,119,2024-03-11,106,109,109,0,1,86,3,5.978808353808354,75,1.010539984211492,-0.07190816711287856,8,0,0,0,8,0,8,0,8,0.07464109356175164
BNTC,tb_119_129#0,原有,True,1,119,2024-03-11,109,109,109,0,0,86,3,5.978808353808354,75,1.0386186384913085,-0.06589142979872863,11,0,0,0,11,0,11,0,11,0.07464109356175164
BNTC,tb_313_316#0,新增,True,1,313,2024-12-16,307,310,310,0,2,47,4,3.2993858751279426,103,0.05954343457414518,-0.21326086461473825,0,0,0,4,0,1,0,0,4,0.07879260284693508
BNTC,tb_313_316#1,新增,True,1,313,2024-12-16,308,310,310,0,1,47,4,3.2993858751279426,103,0.05954343457414518,-0.21326086461473825,0,0,0,4,0,1,0,0,4,0.07879260284693508
BNTC,tb_313_316#2,原有,True,1,313,2024-12-16,310,310,310,0,0,47,4,3.2993858751279426,103,0.05954343457414518,-0.21326086461473825,0,0,0,4,0,1,0,0,4,0.07879260284693508
BOF,tb_247_249#0,新增,True,1,247,2024-09-12,237,240,240,0,2,137,3,2132.541517503564,86,0.21392611567082218,-0.3900125930668252,0,0,0,3,0,0,0,0,3,0.20359609208774138
BOF,tb_247_249#1,新增,True,1,247,2024-09-12,238,240,240,0,1,137,3,2132.541517503564,86,0.21392611567082218,-0.3900125930668252,0,0,0,3,0,0,0,0,3,0.20359609208774138
BOF,tb_247_249#2,原有,True,1,247,2024-09-12,240,240,240,0,0,137,3,2132.541517503564,86,0.21392611567082218,-0.3900125930668252,0,0,0,3,0,0,0,0,3,0.20359609208774138
BTDR,tb_189_196#0,新增,True,1,189,2024-06-20,184,185,185,0,1,125,6,4.281603557854563,94,0.31266142145226505,-0.37891197623693584,0,7,0,1,0,8,0,5,8,0.0902970973317752
BTDR,tb_189_196#1,原有,True,1,189,2024-06-20,185,185,185,0,0,125,6,4.281603557854563,94,0.31266142145226505,-0.37891197623693584,0,7,0,1,0,8,0,5,8,0.0902970973317752
BTG,tb_252_253#0,新增,True,1,252,2024-09-19,247,249,249,0,2,41,4,3.60351544930118,226,0.0464524691042949,-0.20617540364114428,0,2,0,0,0,2,0,2,2,0.029704223310445116
BTG,tb_252_253#1,新增,True,1,252,2024-09-19,248,249,249,0,1,41,4,3.60351544930118,226,0.0464524691042949,-0.20617540364114428,0,2,0,0,0,2,0,2,2,0.029704223310445116
BTG,tb_252_253#2,原有,True,1,252,2024-09-19,249,249,249,0,0,41,4,3.60351544930118,226,0.0464524691042949,-0.20617540364114428,0,2,0,0,0,2,0,2,2,0.029704223310445116
CAN,tb_293_296#0,原有,True,1,293,2024-11-15,289,289,289,0,0,217,3,8.118887116850786,162,1.0334401795006642,-0.07690263923311158,4,0,0,0,4,0,4,0,4,0.1281892420254629
CANG,tb_285#0,原有,True,1,285,2024-11-05,278,278,278,0,0,74,3,9.330316742081449,73,2.4134275999420383,-0.11660775003622614,1,0,0,0,1,0,1,0,1,0.08532881275577839
CAPR,tb_265#0,新增,True,1,265,2024-10-08,254,255,255,0,1,83,7,71.3712130208256,130,0.2105535287577951,-0.35281943723446485,0,0,0,1,0,0,0,0,1,0.14684177566105122
CAPR,tb_265#1,原有,True,1,265,2024-10-08,255,255,255,0,0,83,7,71.3712130208256,130,0.2105535287577951,-0.35281943723446485,0,0,0,1,0,0,0,0,1,0.14684177566105122
BWEN,tb_170_171#0,新增,True,2,170,2024-05-22,166,168,167,0,2,146,5,14.371730167148552,155,0.26876088596953307,-0.17325906035613226,0,0,0,2,2,0,0,0,2,0.05641973135905913
BWEN,tb_170_171#1,原有,True,2,170,2024-05-22,167,168,167,0,1,146,5,14.371730167148552,155,0.26876088596953307,-0.17325906035613226,0,0,0,2,2,0,0,0,2,0.05641973135905913
BWEN,tb_170_171#2,原有,True,1,170,2024-05-22,168,168,168,0,0,146,5,14.371730167148552,155,0.26876088596953307,-0.17325906035613226,0,0,0,2,2,0,0,0,2,0.05641973135905913
BYRN,tb_251#0,原有,True,1,251,2024-09-18,247,247,247,0,0,108,4,7.327854948451665,108,0.1684716664063477,-0.2117930373056487,0,1,0,0,0,1,0,0,1,0.05167648141329784
BYSI,tb_97#0,新增,False,1,97,2024-02-07,93,99,99,2,3,73,4,9.575712656784493,82,2.636363557547579,-0.04545460949259217,1,0,0,0,1,0,1,0,1,0.06666667108182565
BYSI,tb_97#1,新增,False,1,97,2024-02-07,95,99,99,2,2,73,4,9.575712656784493,82,2.636363557547579,-0.04545460949259217,1,0,0,0,1,0,1,0,1,0.06666667108182565
BYSI,tb_101_103#0,新增,True,1,101,2024-02-13,97,99,99,0,1,73,4,9.575712656784493,82,1.9057046364706682,-0.23725256756514812,3,0,0,0,0,3,3,0,3,0.06666667108182565
BYSI,tb_101_103#1,原有,True,1,101,2024-02-13,99,99,99,0,0,73,4,9.575712656784493,82,1.9057046364706682,-0.23725256756514812,3,0,0,0,0,3,3,0,3,0.06666667108182565
BZ,tb_112#0,新增,False,1,112,2024-02-29,109,120,120,2,3,89,3,5.253470292588897,73,0.3623002774742379,-0.007028735156811128,1,0,0,0,1,0,1,0,1,0.03606267946337072
BZ,tb_112#1,新增,False,1,112,2024-02-29,110,120,120,2,2,89,3,5.253470292588897,73,0.3623002774742379,-0.007028735156811128,1,0,0,0,1,0,1,0,1,0.03606267946337072
BZ,tb_119#0,新增,False,1,119,2024-03-11,117,120,120,1,1,89,3,5.253470292588897,73,0.21828573054111367,-0.0005713458843676911,1,0,0,0,1,0,1,0,1,0.029930221420077053
BZ,tb_126#0,原有,True,1,126,2024-03-20,120,120,120,0,0,89,3,5.253470292588897,73,0.14818655875332798,-0.09378230122931897,0,0,0,1,1,0,0,0,1,0.029930221420077053
BZUN,tb_260#0,原有,True,1,260,2024-10-01,258,258,258,0,0,95,3,8.16430933137399,217,0.19863010566841788,-0.3643835965409058,0,1,0,0,1,0,0,1,1,0.04465722207916938
CGC,tb_134#0,原有,True,1,134,2024-04-02,131,131,131,0,0,75,3,17.847113027073444,73,0.7868262748112353,-0.27065869768068707,1,0,0,0,1,0,0,0,1,0.14871344455195726
CLLS,tb_160_161#0,新增,True,1,160,2024-05-08,156,158,158,0,1,93,3,7.777970082828532,60,0.04011350187475371,-0.4255873906139649,0,2,0,0,0,2,0,2,2,0.061776684831411084
CLLS,tb_160_161#1,原有,True,1,160,2024-05-08,158,158,158,0,0,93,3,7.777970082828532,60,0.04011350187475371,-0.4255873906139649,0,2,0,0,0,2,0,2,2,0.061776684831411084
CCEL,tb_297_300#0,原有,True,2,297,2024-11-21,287,289,287,0,1,129,4,50.066098081023455,99,0.05581173916136928,-0.21800319487969164,0,0,0,4,0,2,0,0,4,0.0721084372183308
CCEL,tb_297_300#1,原有,True,1,297,2024-11-21,289,289,289,0,0,129,4,50.066098081023455,99,0.05581173916136928,-0.21800319487969164,0,0,0,4,0,2,0,0,4,0.0721084372183308
CHRS,tb_303#0,新增,False,1,303,2024-12-02,300,304,304,1,1,90,4,38.619573480595875,76,0.7737226702915572,-0.24817520598190468,1,0,0,0,1,0,1,0,1,0.11281017949758065
CHRS,tb_307_310#0,原有,True,1,307,2024-12-06,304,304,304,0,0,90,4,38.619573480595875,76,0.07537946120575567,-0.3810603541256169,0,0,0,4,0,4,0,0,4,0.13395654557125558
CNK,tb_115#0,新增,True,2,115,2024-03-05,111,120,113,1,2,83,3,3.417488377506353,87,0.18466927871560213,-0.015679222987702968,0,0,0,1,1,0,0,0,1,0.03943820155383751
CNK,tb_115#1,原有,True,2,115,2024-03-05,113,120,113,1,1,83,3,3.417488377506353,87,0.18466927871560213,-0.015679222987702968,0,0,0,1,1,0,0,0,1,0.03943820155383751
CNK,tb_128#0,原有,True,1,128,2024-03-22,120,120,120,0,0,83,3,3.417488377506353,87,0.1352255115849903,-0.07178629023485095,0,0,0,1,0,0,0,0,1,0.0372476703908712
CMTL,tb_258#0,新增,True,1,258,2024-09-27,253,254,254,0,1,65,4,3.1658205819499923,66,0.2285714480341705,-0.4404761877730319,0,1,0,0,0,1,0,1,1,0.06105483797709211
CMTL,tb_258#1,原有,True,1,258,2024-09-27,254,254,254,0,0,65,4,3.1658205819499923,66,0.2285714480341705,-0.4404761877730319,0,1,0,0,0,1,0,1,1,0.06105483797709211
CLPS,tb_244#0,新增,True,2,244,2024-09-09,234,240,237,0,2,214,4,5.18577648766328,188,0.41666669425701497,-0.15833337585695006,0,0,0,1,1,0,0,0,1,0.0921091365768408
CLPS,tb_244#1,原有,True,2,244,2024-09-09,237,240,237,0,1,214,4,5.18577648766328,188,0.41666669425701497,-0.15833337585695006,0,0,0,1,1,0,0,0,1,0.0921091365768408
CLPS,tb_244#2,原有,True,1,244,2024-09-09,240,240,240,0,0,214,4,5.18577648766328,188,0.41666669425701497,-0.15833337585695006,0,0,0,1,1,0,0,0,1,0.0921091365768408
COHN,tb_164_165#0,新增,True,1,164,2024-05-14,158,159,159,0,1,76,3,5.680406122139718,118,0.4055749268983462,-0.1612597690476476,2,0,0,0,2,0,0,0,2,0.07494224407719655
COHN,tb_164_165#1,原有,True,1,164,2024-05-14,159,159,159,0,0,76,3,5.680406122139718,118,0.4055749268983462,-0.1612597690476476,2,0,0,0,2,0,0,0,2,0.07494224407719655
COYA,tb_272_274#0,新增,False,2,272,2024-10-17,269,277,275,2,3,163,4,4.728563465258878,109,0.25465076611770493,-0.3285015631001768,0,3,0,0,0,3,0,3,3,0.07010759796948346
COYA,tb_272_274#1,新增,False,2,272,2024-10-17,270,277,275,2,2,163,4,4.728563465258878,109,0.25465076611770493,-0.3285015631001768,0,3,0,0,0,3,0,3,3,0.07010759796948346
COYA,tb_277#0,原有,True,2,277,2024-10-24,275,277,275,1,1,163,4,4.728563465258878,109,0.03329969008952416,-0.4883955348409664,0,1,0,0,0,1,0,1,1,0.08206539348534822
CRBU,tb_289#0,新增,True,1,289,2024-11-11,284,287,287,0,1,175,3,3.537972528450891,81,-0.028673808171997717,-0.44802867996090956,0,1,0,0,0,1,0,1,1,0.081916561740522
CRBU,tb_289#1,原有,True,1,289,2024-11-11,287,287,287,0,0,175,3,3.537972528450891,81,-0.028673808171997717,-0.44802867996090956,0,1,0,0,0,1,0,1,1,0.081916561740522
CRCT,tb_163_166#0,原有,True,1,163,2024-05-13,160,160,160,0,0,136,3,9.031286838906995,98,0.019742745803729977,-0.24499736776847789,0,4,0,0,0,4,0,4,4,0.04547317596462162
CTSO,tb_206_207#0,原有,True,1,206,2024-07-16,204,204,204,0,0,140,4,4.496497509339975,106,0.12621751777670065,-0.23146917918733406,0,0,0,2,0,0,0,0,2,0.09952407391287268
CSBR,tb_314_315#0,新增,True,3,314,2024-12-17,308,316,310,1,3,60,5,6.228645587541293,234,0.8043019334920706,-0.006947580068602688,2,0,0,0,2,0,2,0,2,0.0922929798808596
CSBR,tb_314_315#1,原有,True,3,314,2024-12-17,310,316,310,1,2,60,5,6.228645587541293,234,0.8043019334920706,-0.006947580068602688,2,0,0,0,2,0,2,0,2,0.0922929798808596
CSBR,tb_314_315#2,原有,True,2,314,2024-12-17,312,316,312,1,1,60,5,6.228645587541293,234,0.8043019334920706,-0.006947580068602688,2,0,0,0,2,0,2,0,2,0.0922929798808596
CSBR,tb_318_324#0,原有,True,1,318,2024-12-23,316,316,316,0,0,60,5,6.228645587541293,234,0.45135356435486385,-0.0714450723646728,0,0,0,6,3,0,0,0,6,0.11253770919749981
CSPI,tb_302_310#0,新增,True,1,302,2024-11-29,296,299,299,0,2,86,3,5.493887530562347,89,0.2890343477291586,-0.2601216143819893,3,5,0,1,6,3,2,2,9,0.04613228859103738
CSPI,tb_302_310#1,新增,True,1,302,2024-11-29,298,299,299,0,1,86,3,5.493887530562347,89,0.2890343477291586,-0.2601216143819893,3,5,0,1,6,3,2,2,9,0.04613228859103738
CSPI,tb_302_310#2,原有,True,1,302,2024-11-29,299,299,299,0,0,86,3,5.493887530562347,89,0.2890343477291586,-0.2601216143819893,3,5,0,1,6,3,2,2,9,0.04613228859103738
