date,name,label
2025-05-06,IBO,True
2025-05-06,NVFY,True
2025-05-06,NWTN,True
2025-05-07,SGN,True
2025-05-08,GALT,True
2025-05-08,UCL,True
2025-05-09,DAVEW,True
2025-05-09,WLDSW,True
2025-05-09,VFF,True
2025-05-12,NVTS,True
2025-05-12,IMAB,True
2025-05-14,LVWR,True
2025-05-15,IINN,True
2025-05-16,HCTI,True
2025-05-16,CIFRW,True
2025-05-16,MTNB,True
2025-05-19,CURR,True
2025-05-20,ZOOZ,True
2025-05-21,ABVC,True
2025-05-21,NWGL,True
2025-05-21,THAR,True
2025-05-21,APM,True
2025-05-22,TRON,True
2025-05-22,CVM,True
2025-05-22,BRNS,True
2025-05-22,SRM,True
2025-05-22,STRR,True
2025-05-22,PGEN,True
2025-05-23,CTOR,True
2025-05-23,ZONE,True
2025-05-23,IPA,True
2025-05-23,INHD,True
2025-05-23,AREC,True
2025-05-27,BSLK,True
2025-05-27,TNGX,True
2025-05-28,GWH,True
2025-05-29,KNW,True
2025-05-29,ELPW,True
2025-05-29,SNTG,True
2025-06-02,SY,True
2025-06-02,SNPX,True
2025-06-02,KAPA,True
2025-06-02,HWH,True
2025-06-03,BW,True
2025-06-04,SONN,True
2025-06-05,OMH,True
2025-06-06,UUU,True
2025-06-06,HOUR,True
2025-06-06,OCTO,True
2025-06-09,PRME,True
2025-06-09,MPU,True
2025-06-09,PROK,True
2025-06-09,TURB,True
2025-06-10,IMRX,True
2025-06-10,RZLV,True
2025-06-10,WLDS,True
2025-06-10,IPDN,True
2025-06-10,SRFM,True
2025-06-10,RZLVW,True
2025-06-11,BGLC,True
2025-06-11,AEI,True
2025-06-11,OCC,True
2025-06-11,LIXT,True
2025-06-12,ZEPP,True
2025-06-12,GDC,True
2025-06-12,FTFT,True
2025-06-12,LDI,True
2025-06-12,BTCM,True
2025-06-12,BTCS,True
2025-06-16,GAME,True
2025-06-16,AACG,True
2025-06-16,BITF,True
2025-06-16,LASE,True
2025-06-16,VVOS,True
2025-06-16,SPAI,True
2025-06-16,CPOP,True
2025-06-16,CHEK,True
2025-06-17,WOLF,True
2025-06-17,ENTO,True
2025-06-17,UHGWW,True
2025-06-18,LCFY,True
2025-06-18,SDST,True
2025-06-18,MNY,True
2025-06-18,NRGV,True
2025-06-20,ATNF,True
2025-06-20,QMMM,True
2025-06-20,OPEN,True
2025-06-20,SNGX,True
2025-06-20,VIOT,True
2025-06-20,ONDS,True
2025-06-20,AGMH,True
2025-06-20,VSME,True
2025-06-23,FGI,True
2025-06-23,NVNI,True
2025-06-23,SLNH,True
2025-06-24,NIOBW,True
2025-06-24,RLMD,True
2025-06-25,SHFS,True
2025-06-25,CLDI,True
2025-06-26,ABVE,True
2025-06-26,CRMLW,True
2025-06-26,LIDR,True
2025-06-26,NMRA,True
2025-06-26,UAMY,True
2025-06-26,PEPG,True
2025-06-27,STTK,True
2025-06-27,UP,True
2025-06-27,LWLG,True
2025-06-27,NB,True
2025-06-27,MCVT,True
2025-06-30,OPAD,True
2025-07-01,BENF,True
2025-07-01,ZURA,True
