flat,bo.min_relative_height,bo.exceed_threshold,burst.gap_max,tb.stop_confirm_bars,tb.big_rise_k,burst.count,burst.first_drought,burst.distinct_pk,burst.max_bar_vol_ratio,burst.peak_age_max,tb.day_drop,evaluable,s,s_nb,n_eval_nb,boot_top,count_2024,fp_2024,delta_2024,count_2025,fp_2025,delta_2025,flags
212630,0.15,0.03,12,3,3.0,1,40,3,0,125,,True,0.14538298528986204,0.004265245121835792,13,8,369,0.725,0.2384020618556701,341,0.7225130890052356,0.14538298528986204,
115731,0.15,0.001,4,2,12.0,4,20,4,0,125,0.2,True,0.13003500531889434,0.004200765046179167,13,5,494,0.6516129032258065,0.16501496508147656,517,0.7071651090342679,0.13003500531889434,
136563,0.15,0.001,20,3,3.0,1,20,3,0,125,0.2,True,0.06372326099913911,0.004061402515010748,14,0,1464,0.550321199143469,0.06372326099913911,1838,0.6652211621856028,0.08809105847022924,first_drought 闸恒真
157790,0.15,0.003,12,3,5.0,2,0,1,0,125,,True,0.05416634550015087,0.003888414803144946,16,2,3199,0.5699949824385349,0.08339704429420497,3758,0.6312964492155244,0.05416634550015087,
41439,0.1,0.003,8,3,12.0,4,40,1,0,125,0.2,True,0.05974140466451472,0.003888414803144946,13,0,843,0.5578747628083491,0.07127682466401924,1129,0.6368715083798883,0.05974140466451472,
136527,0.15,0.001,20,3,3.0,1,0,3,0,125,0.2,True,0.06480393101454857,0.0038377685506754133,13,0,1504,0.5514018691588785,0.06480393101454857,1844,0.6669542709232097,0.08982416720783615,
41451,0.1,0.003,8,3,12.0,4,40,3,0,125,0.2,True,0.06009466885956111,0.0038326838652394946,14,0,826,0.546692607003891,0.06009466885956111,1108,0.6486486486486487,0.07151854493327514,
115706,0.15,0.001,4,2,12.0,4,20,1,0,125,,True,0.11852207019766992,0.0037924920625780345,14,2,667,0.644927536231884,0.15832959808755415,695,0.6956521739130435,0.11852207019766992,
157683,0.15,0.003,12,3,5.0,1,0,1,0,125,0.2,True,0.060320095487813696,0.0036661492120269035,15,1,3357,0.558780127889818,0.07218218974548812,3875,0.6374501992031872,0.060320095487813696,
130155,0.15,0.001,12,3,5.0,2,0,3,0,125,0.2,True,0.0776258097219692,0.003599062951293086,16,0,2639,0.5642768850432633,0.07767894689893345,3241,0.6547559134373427,0.0776258097219692,
130047,0.15,0.001,12,3,5.0,1,0,3,0,125,0.2,True,0.07352476124217316,0.003599062951293086,15,0,2673,0.560122699386503,0.07352476124217316,3312,0.658102766798419,0.0809726630830454,
129984,0.15,0.001,12,3,3.0,4,20,4,0,0,,True,0.056457682544168386,0.0035150575749490764,13,0,463,0.5851393188854489,0.09854138074111901,610,0.6335877862595419,0.056457682544168386,
129985,0.15,0.001,12,3,3.0,4,20,4,0,0,0.2,True,0.056457682544168386,0.0035150575749490764,13,0,460,0.590625,0.10402706185567007,609,0.6335877862595419,0.056457682544168386,
6818,0.1,0.001,4,3,12.0,4,0,3,0,125,,True,0.12239294874885542,0.0035150575749490764,12,8,977,0.6339754816112084,0.14737754346687854,1035,0.699523052464229,0.12239294874885542,
117456,0.15,0.001,4,3,12.0,4,20,4,0,0,,True,0.07360519040227353,0.0035150575749490764,12,1,461,0.5733333333333334,0.08673539518900347,457,0.6507352941176471,0.07360519040227353,
6806,0.1,0.001,4,3,12.0,4,0,1,0,125,,True,0.11723191408878075,0.0035150575749490764,11,7,1114,0.6324404761904762,0.14584253804614628,1094,0.6943620178041543,0.11723191408878075,
164235,0.15,0.003,20,3,3.0,1,40,1,0,125,0.2,True,0.07034650630011458,0.0034932025176888093,13,0,1157,0.5569444444444445,0.07034650630011458,1104,0.6578581363004172,0.08072803258504369,
212810,0.15,0.03,12,3,3.0,3,20,3,0,125,,True,0.18542697391019725,0.003402061855670102,15,6,339,0.7294117647058823,0.24281382656155243,376,0.7625570776255708,0.18542697391019725,
212798,0.15,0.03,12,3,3.0,3,20,1,0,125,,True,0.18542697391019725,0.003402061855670102,14,6,339,0.7294117647058823,0.24281382656155243,376,0.7625570776255708,0.18542697391019725,
212738,0.15,0.03,12,3,3.0,2,40,3,0,125,,True,0.14538298528986204,0.0033783708608976504,14,6,366,0.7323232323232324,0.2457252941789025,337,0.7225130890052356,0.14538298528986204,
129963,0.15,0.001,12,3,3.0,4,20,1,0,125,0.2,True,0.1285841819989122,0.003334947761710394,13,3,387,0.6377358490566037,0.15113791091227385,531,0.7057142857142857,0.1285841819989122,
129818,0.15,0.001,12,3,3.0,3,0,1,0,125,,True,0.09455252282361415,0.003289476704206873,13,3,961,0.6294498381877023,0.1428519000433724,1133,0.6716826265389877,0.09455252282361415,
157298,0.15,0.003,12,3,3.0,1,20,3,0,125,,True,0.0995365629512931,0.003242146707638338,15,1,729,0.5951417004048583,0.10854376226052836,929,0.6766666666666666,0.0995365629512931,
212811,0.15,0.03,12,3,3.0,3,20,3,0,125,0.2,True,0.18542697391019725,0.0031280892529303994,15,6,330,0.7407407407407407,0.2541428025964108,376,0.7625570776255708,0.18542697391019725,
212799,0.15,0.03,12,3,3.0,3,20,1,0,125,0.2,True,0.18542697391019725,0.0031280892529303994,14,6,330,0.7407407407407407,0.2541428025964108,376,0.7625570776255708,0.18542697391019725,
212989,0.15,0.03,12,3,5.0,1,0,3,0,0,0.2,True,0.04905286158431099,0.003043671956032501,15,0,2883,0.565359477124183,0.07876153897985311,3081,0.6261829652996845,0.04905286158431099,
213254,0.15,0.03,12,3,5.0,3,20,4,0,125,,True,0.14955102426727285,0.003014673947501323,16,2,711,0.6768867924528302,0.19028885430850034,800,0.7266811279826464,0.14955102426727285,
136671,0.15,0.001,20,3,3.0,2,20,3,0,125,0.2,True,0.06490420777841693,0.0029164106415420776,15,0,1461,0.5515021459227468,0.06490420777841693,1826,0.6660823838737949,0.08895228015842138,first_drought 闸恒真
136729,0.15,0.001,20,3,3.0,3,0,1,0,0,0.2,True,0.033442650389409356,0.0028852349325931836,13,1,3092,0.5200405885337392,0.033442650389409356,3839,0.6295843520782396,0.05245424836286605,
32775,0.1,0.003,4,2,12.0,4,20,3,0,125,0.2,True,0.10211173927502498,0.002853538648919074,15,6,1092,0.5887096774193549,0.10211173927502498,681,0.7103004291845494,0.13317032546917584,
136635,0.15,0.001,20,3,3.0,2,0,3,0,125,0.2,True,0.06595148953517066,0.002729703264421457,14,0,1501,0.5525494276795005,0.06595148953517066,1832,0.6678291194420227,0.09069901572664918,
157791,0.15,0.003,12,3,5.0,2,0,1,0,125,0.2,True,0.0536199998900968,0.002682102857396451,16,1,3157,0.5662589194699287,0.07966098132559879,3732,0.6307501036054703,0.0536199998900968,
164234,0.15,0.003,20,3,3.0,1,40,1,0,125,,True,0.06726946517058724,0.002560548604734092,13,0,1185,0.5538674033149171,0.06726946517058724,1107,0.6551246537396122,0.07799455002423861,
129819,0.15,0.001,12,3,3.0,3,0,1,0,125,0.2,True,0.09455252282361415,0.0025190190916439814,13,3,956,0.634584013050571,0.1479860749062411,1132,0.6716826265389877,0.09455252282361415,
34083,0.1,0.003,4,3,8.0,4,20,4,0,125,0.2,True,0.08217529605641366,0.0023905934523824612,13,3,457,0.5687732342007435,0.08217529605641366,348,0.705607476635514,0.1284773729201405,
113570,0.15,0.001,4,1,8.0,4,20,4,0,125,,True,0.08690151683798619,0.0023705533148498104,14,3,385,0.6245353159851301,0.13793737784080023,375,0.6640316205533597,0.08690151683798619,
46922,0.1,0.003,12,3,3.0,3,20,3,0,125,,True,0.057972564286788375,0.002361152246470599,15,0,980,0.5445705024311183,0.057972564286788375,1015,0.6688632619439868,0.09173315822861328,
212559,0.15,0.03,12,3,3.0,1,0,3,0,125,0.2,True,0.1313167627696401,0.0022349756497058726,13,17,555,0.6996699669966997,0.2130720288523698,644,0.7084468664850136,0.1313167627696401,
213133,0.15,0.03,12,3,5.0,2,20,3,0,0,0.2,True,0.046771478006946365,0.002138188967553245,17,0,2540,0.5744949494949495,0.08789701135061961,2674,0.6239015817223199,0.046771478006946365,
213025,0.15,0.03,12,3,5.0,1,20,3,0,0,0.2,True,0.0490273036920339,0.0018172647056791114,16,0,2566,0.568407960199005,0.08181002205467508,2717,0.6261574074074074,0.0490273036920339,
101967,0.1,0.03,12,3,3.0,1,0,3,0,125,0.2,True,0.0664323648859731,0.0016766638714474924,13,1,877,0.553030303030303,0.0664323648859731,857,0.688659793814433,0.11152969009905944,
129771,0.15,0.001,12,3,3.0,2,20,4,0,125,0.2,True,0.09694961969628707,0.0015933005399455524,14,3,556,0.583547557840617,0.09694961969628707,774,0.6847599164926931,0.10762981277731953,
32774,0.1,0.003,4,2,12.0,4,20,3,0,125,,True,0.09169663549908097,0.0015910382336228879,15,4,1119,0.5782945736434109,0.09169663549908097,694,0.7100213219616205,0.13289121824624694,
5785,0.1,0.001,4,3,5.0,2,20,4,0,0,0.2,True,0.056708280123010324,0.001566239686852211,13,0,1302,0.5833333333333334,0.09673539518900348,1134,0.6338383838383839,0.056708280123010324,
46923,0.1,0.003,12,3,3.0,3,20,3,0,125,0.2,True,0.062421669698807414,0.0014812290859034238,15,0,975,0.5490196078431373,0.062421669698807414,1014,0.6688632619439868,0.09173315822861328,
117433,0.15,0.001,4,3,12.0,4,20,1,0,0,0.2,True,0.07671605013078031,0.0014712112876150707,12,6,735,0.5920502092050209,0.10545227106069105,737,0.6538461538461539,0.07671605013078031,
6879,0.1,0.001,4,3,12.0,4,40,1,0,125,0.2,True,0.09503471491689458,0.0014020618556701003,10,7,468,0.5816326530612245,0.09503471491689458,478,0.6952380952380952,0.11810799152272167,
13791,0.1,0.001,8,3,12.0,4,40,1,0,125,0.2,True,0.028320133251451107,0.0013681897999847648,12,2,985,0.5460526315789473,0.059454693434617456,1312,0.6054502369668247,0.028320133251451107,
5784,0.1,0.001,4,3,5.0,2,20,4,0,0,,True,0.05649599415162776,0.001362831920419194,13,0,1303,0.5826086956521739,0.09601075750784399,1150,0.6336260978670013,0.05649599415162776,
212988,0.15,0.03,12,3,5.0,1,0,3,0,0,,True,0.0472168137349922,0.0013068614871364348,15,0,2960,0.5736228813559322,0.08702494321160231,3114,0.6243469174503657,0.0472168137349922,
144230,0.15,0.003,4,3,5.0,4,20,3,0,125,,True,0.16102110947471776,0.0011831492966746238,13,9,193,0.6476190476190476,0.16102110947471776,141,0.7931034482758621,0.21597334456048856,
4706,0.1,0.001,4,2,8.0,4,20,4,0,125,,True,0.07438504779977795,0.0011321232053633778,13,5,827,0.6197183098591549,0.133120371714825,567,0.6515151515151515,0.07438504779977795,
136728,0.15,0.001,20,3,3.0,3,0,1,0,0,,True,0.03029565741794954,0.0011266127538737125,13,1,3129,0.5168935955622794,0.03029565741794954,3853,0.6293138449045879,0.05218374118921432,
117470,0.15,0.001,4,3,12.0,4,40,1,0,125,,True,0.1073414557950641,0.001068948417327853,11,2,276,0.593939393939394,0.1073414557950641,401,0.75,0.17286989628462646,
212558,0.15,0.03,12,3,3.0,1,0,3,0,125,,True,0.1274769423550871,0.001047624068653441,13,9,564,0.6945337620578779,0.20793582391354798,647,0.7046070460704607,0.1274769423550871,
102723,0.1,0.03,12,3,5.0,4,0,3,0,125,0.2,True,0.0023610523919477266,0.000941002665638957,13,0,527,0.4889589905362776,0.0023610523919477266,468,0.7699115044247787,0.1927814007094052,
102711,0.1,0.03,12,3,5.0,4,0,1,0,125,0.2,True,0.0023610523919477266,0.000941002665638957,12,0,527,0.4889589905362776,0.0023610523919477266,468,0.7699115044247787,0.1927814007094052,
102735,0.1,0.03,12,3,5.0,4,0,4,0,125,0.2,True,0.0023610523919477266,0.000941002665638957,12,0,527,0.4889589905362776,0.0023610523919477266,468,0.7699115044247787,0.1927814007094052,
46934,0.1,0.003,12,3,3.0,3,20,4,0,125,,True,0.06358793546161806,0.0009098236893451128,14,1,828,0.550185873605948,0.06358793546161806,889,0.664804469273743,0.0876743655583695,
47175,0.1,0.003,12,3,5.0,1,40,3,0,125,0.2,True,0.06841824308544359,0.0008707335348681067,15,0,1789,0.5550161812297735,0.06841824308544359,1848,0.6657509157509157,0.08862081203554217,
32763,0.1,0.003,4,2,12.0,4,20,1,0,125,0.2,True,0.10901334712212779,0.0008097322007614149,14,4,1144,0.5956112852664577,0.10901334712212779,694,0.6924686192468619,0.11533851553148833,
