rule,kind,n_drop,n_keep,med,fp,drop_mean_fr,drop_med_fr,kept_mean_fr,d_med,d_fp
max_drop_pct>=0.1 OR max_consec_bear>=4,or,28,52,0.5283788673625691,0.7818181818181819,0.7249960070161349,0.4209105147115105,0.9082689891795991,0.003245700084388181,0.05400753093060784
max_drop_pct>=0.1 AND max_consec_bear>=4,and,4,76,0.49337076064393803,0.7096774193548387,1.3570336290078902,1.3737218522832721,0.8171281726020969,-0.0317624066342429,-0.018133231532735272
max_drop_pct>=0.1 OR bear_count>=2,or,42,38,0.5536053688390719,0.7323943661971831,0.7114581330681082,0.4222071731122832,0.9907535274981679,0.02847220156089092,0.004583715309609104
max_drop_pct>=0.1 AND bear_count>=2,and,25,55,0.5351811772753443,0.7768595041322314,0.72670799651692,0.3131312523164531,0.8974941040157804,0.010048009997163376,0.04904885324465735
max_drop_pct>=0.1 OR bear_count>=3,or,35,45,0.5483871463930441,0.7209302325581395,0.7442984333872961,0.3930555553715906,0.9217651214496793,0.023253979114863155,-0.0068804183294345345
max_drop_pct>=0.1 AND bear_count>=3,and,17,63,0.5215765574497939,0.732824427480916,0.8787275766799378,0.5885353169157369,0.834785822702095,-0.003556609828387014,0.005013776593342012
max_drop_pct>=0.1 OR bear_count>=4,or,30,50,0.5417841618341942,0.7798165137614679,0.6905430110234783,0.3530934038440219,0.9362717060617315,0.016650994556013266,0.05200586287389386
max_drop_pct>=0.1 AND bear_count>=4,and,11,69,0.5215765574497939,0.7291666666666666,0.7892211212879637,0.6537468435720255,0.8528759898496134,-0.003556609828387014,0.001356015779092612
max_drop_pct>=0.1 OR max_consec_down>=2,or,38,42,0.5283788673625691,0.7105263157894737,0.8321372778398131,0.49692737047232505,0.8549680732351911,0.003245700084388181,-0.017284335098100345
max_drop_pct>=0.1 AND max_consec_down>=2,and,17,63,0.5215765574497939,0.7651515151515151,0.6757499439571292,0.5286897771065678,0.8895575648653925,-0.003556609828387014,0.03734086426394112
max_drop_pct>=0.1 OR max_consec_down>=3,or,28,52,0.5417841618341942,0.7894736842105263,0.7037159246919327,0.2906384154370682,0.9197274950464772,0.016650994556013266,0.06166303332295231
max_drop_pct>=0.1 AND max_consec_down>=3,and,10,70,0.5251331672781809,0.7467532467532467,0.46827292369426027,0.3873638747152815,0.8978163770978332,0.0,0.018942595865672707
max_drop_pct>=0.1 OR max_consec_down>=4,or,27,53,0.5351811772753443,0.7894736842105263,0.7198481597339419,0.3131312523164531,0.9074334966221604,0.010048009997163376,0.06166303332295231
