base_tr_med,base_burst_gain,dd_max_raw,dd_max_tr,dd_max_bg,dd_sum_bg,body_max_tr,body_max_bg,wick_max_tr,wick_max_bg,wick_close_frac,streak_max,streak_drop_bg,red_frac,n_red,ddown_peak,ddown_bo,ddown_bg,low_vs_start,n_below_start,below_start,vol_ratio,vol_red_ratio,revert_len,slope_dd,high_decay,gap_max_tr,close_pos_min,confirm_recover,trough_lag,burst_len,burst_slope,bo_close_pos,symbol,match_id,fr,fp
0.18550002574920654,0.1648350683851929,0.06467661484996651,0.7391611700671924,0.39237169301151203,0.352186674437401,0.7008091449899652,0.3720131438623412,0.3773580783079609,0.20031440239725495,0.33333314411216575,2,-0.6867925779243081,0.6666666666666666,2.0,-0.12149537239587593,-0.11320750154859627,0.6867925779243079,0.021978000384744734,0.0,0.0,0.08716035690880679,0.08989514543529768,3.0,-0.03773583384953209,-0.07009349907211726,0.05685849940464724,0.07142844978653039,0.09574465319386105,2.0,7.0,0.023547866912170416,0.9499994635583249,ADAG,bb_v1@292-306#burst:burst_292_298#0|tb:tb_302_306#0,0.6051933743987107,"{'up': 5, 'down': 0, 'both': 0, 'none': 0}"
1.164000153541565,1.2193876632498202,-0.029885084434708442,-0.11168393238212389,-0.024508271926469198,-0.024508271926469198,0.18041238010839647,0.03959025775945746,0.02577296307042124,0.005655699739507328,0.05172368434033681,1,-0.023797093769856396,0.0,0.0,-0.275080882926521,0.029885084434708498,-0.024508271926469198,1.112244788729516,0.0,0.0,0.06264646812688358,0.0,1.0,0.029885084434708498,-0.0518281167816117,-0.29209631249052037,0.5862072367447474,0.0,1.0,5.0,0.24387753264996404,0.5714285754168382,ADNH,bb_v1@223-229#burst:burst_223_227#0|tb:tb_229#0,0.3794642415239802,"{'up': 0, 'down': 1, 'both': 0, 'none': 0}"
0.9599995613098145,0.5963302203789704,0.08620686347740546,0.9375000310441,0.14456229205124072,0.14456229205124072,0.5625002173087,0.08673740586750076,0.0625004656615001,0.00963755762251415,0.06666709052164892,1,-0.14456229205124074,1.0,1.0,-0.3333333555479685,-0.08620686347740547,0.14456229205124072,0.41284400994096115,0.0,0.0,0.4922611488660257,0.4922611488660257,1.0,-0.08620686347740547,-0.2914046089458914,0.3749998137354,0.3333333333333333,0.11949689181144629,1.0,10.0,0.05963302203789704,0.5168538416167268,AIFA,bb_v1@151-164#burst:burst_151_160#0|tb:tb_162_164#0,1.1380952140136376,"{'up': 3, 'down': 0, 'both': 0, 'none': 0}"
0.2749999761581421,0.6465517427422351,-0.015706853991273754,-0.10909124799999305,-0.024293266807472985,-0.024293266807472985,0.0,0.0,0.36363604837209945,0.08097723424998426,0.5263154592539379,1,-0.023917596609702236,0.0,0.0,-0.029999971389770508,0.015706853991273695,-0.024293266807472985,0.5948276526508396,0.0,0.0,0.3022176698848815,0.0,1.0,0.015706853991273695,0.019999980926513672,0.0,0.47368454074606214,0.051546341073743784,1.0,5.0,0.12931034854844703,0.8714285325030918,ALTO,bb_v1@284-290#burst:burst_284_288#0|tb:tb_290#0,0.5588235912850996,"{'up': 1, 'down': 0, 'both': 0, 'none': 0}"
0.25999999046325684,0.6724138905545647,0.024509781005518688,0.18288068575866653,0.03645043826400517,-0.15047553959109292,0.3846150319251659,0.07665864997409805,0.19230751596258294,0.038329324987049024,0.26315756451730293,1,-0.13898874330049352,0.25,1.0,-0.024509781005518705,0.025773170536872003,-0.038329324987049024,0.612069016014638,0.0,0.0,0.2629088795896543,0.3294281855259213,4.0,0.006443292634218001,0.07352945988841086,0.1124854040754054,0.3500003874303296,0.08542717360766239,2.0,6.0,0.11206898175909412,0.8648649954813236,ALTO,bb_v1@284-297#burst:burst_284_289#0|tb:tb_294_297#0,0.4408842320037164,"{'up': 3, 'down': 0, 'both': 0, 'none': 1}"
0.19000005722045898,0.8448277297258135,0.027777860562003345,0.3128663506018132,0.03287991099797182,-0.006365250556112274,0.5263163838688547,0.05531191138035419,0.6842096677449876,0.07190531335867055,0.6875,1,-0.03287991099797186,0.3333333333333333,1.0,-0.041095959012037,-0.018691681453631315,0.022124843676352403,0.7758620707373558,0.0,0.0,0.385477698377756,0.3467560763594902,3.0,-0.006230560484543772,0.04109585014510864,-0.10726804595200963,0.0625,0.1666667423551078,2.0,10.0,0.08448277297258136,0.943820284918205,ALTO,bb_v1@284-301#burst:burst_284_293#0|tb:tb_297_301#0,0.25885804924875233,"{'up': 0, 'down': 0, 'both': 0, 'none': 5}"
1.1574997901916504,0.3571942592579094,0.08629445371829501,0.28128642165007395,0.24158969939096017,0.20593237835100822,0.35421159544592623,0.3042232624048571,0.1166306824478167,0.10017110441037588,0.6428569806676627,2,-0.3979122268190497,0.5,2.0,-0.20283011865598488,-0.10416111509879644,0.29160915216049915,0.20503594931975666,0.0,0.0,0.11491935483870969,0.06871997254632807,4.0,-0.02604027877469911,-0.12393676316198099,0.15845331355791156,0.14285811599402365,0.0887573793369254,3.0,3.0,0.1190647530859698,0.6435115461047947,AMBO,bb_v1@225-235#burst:burst_225_227#0|tb:tb_232_235#0,0.8639878836353432,"{'up': 4, 'down': 0, 'both': 0, 'none': 0}"
0.20000004768371582,0.3229572699160925,0.07222222148636238,1.2277775069814307,0.22362779294340215,-0.3392928755976226,1.1999997615814777,0.21856834539576994,0.3999995231629555,0.07285604275587848,0.2857140424299965,1,-0.28899584123394134,0.4,2.0,-0.06703911023782716,-0.01764711162210597,0.05464224919504334,0.28404670740686755,0.0,0.0,0.6997678680513134,0.5607819181429444,5.0,-0.0035294223244211943,0.04748605584269372,0.09941508673698093,0.1111111111111111,0.10179645548657201,4.0,6.0,0.05382621165268209,0.7931036183723736,ANIX,bb_v1@174-186#burst:burst_174_179#0|tb:tb_185_186#0,0.023346578880981905,"{'up': 0, 'down': 0, 'both': 0, 'none': 2}"
0.32000017166137695,0.4360190151820664,-0.11221119385468631,-1.0624991618101325,-0.257353899595023,-0.257353899595023,0.0,0.0,1.4062493946406511,0.3406155774253531,0.5357143972195849,1,-0.23138941688141915,0.0,0.0,-0.1575000286102295,0.11221119385468636,-0.257353899595023,0.41232235413838736,0.0,0.0,0.6100120849374271,0.0,1.0,0.11221119385468636,-0.04500001668930054,0.15624976716948125,0.46428560278041503,0.0029674270686739224,1.0,4.0,0.1090047537955166,0.4867725001214169,ANVS,bb_v1@288-293#burst:burst_288_291#0|tb:tb_293#0,0.6272188798164431,"{'up': 1, 'down': 0, 'both': 0, 'none': 0}"
0.35000014305114746,0.597156423273677,-0.0029674270686738916,-0.028572070841624053,-0.004969262580156353,-0.004969262580156353,0.37142806539750833,0.06459887338340342,0.5142856948229811,0.08944471238922236,0.4090910076109703,1,-0.004954560283856693,0.0,0.0,-0.1549999713897705,0.0029674270686739224,-0.004969262580156353,0.5402844367688473,0.0,0.0,0.22144175412500344,0.0,1.0,0.0029674270686739224,-0.034031381752402834,-0.4000001362391324,0.29545476712468316,0.14792898907422214,1.0,5.0,0.1194312846547354,0.6666666246175369,ANVS,bb_v1@288-296#burst:burst_288_292#0|tb:tb_294_296#0,0.40448543573305523,"{'up': 1, 'down': 2, 'both': 0, 'none': 0}"
