rep,drop_axis,keep_lv,naive_sub,opt_sub,opt_2stage,opt_full,se_sub,se_2stage,under
0,0,0,-0.045581395348837206,0.01661269605069765,0.012333853355631037,0.019971318747432357,0.0023045843592250665,0.002237636715516688,-0.004278842695066613
1,1,0,-0.043599500392134116,0.01303997678942728,0.015136196359541745,0.018591180215520947,0.002518624354753601,0.0023724853101444567,0.002096219570114464
2,4,0,-0.05245418158837156,0.014319948901429099,0.015908312410900568,0.01612971461317532,0.0020849036655105567,0.002158691105470372,0.001588363509471469
3,2,0,-0.017224685318248945,0.016269230636145434,0.015082598117152575,0.016287667192787937,0.0021794556312792904,0.0021039676251708235,-0.001186632518992859
4,3,0,-0.057640479719714366,0.022360532576439038,0.02137608943993853,0.021838821359306947,0.0025809773150824262,0.0025421422647998243,-0.0009844431365005069
