rep,drop_axis,keep_lv,naive_sub,opt_sub,opt_2stage,opt_full,se_sub,se_2stage,under
0,0,1,-0.018177455156278055,0.018033827024885568,0.016806048913089965,0.019971318747432357,0.002086441635788065,0.00219139902603057,-0.0012277781117956028
1,1,2,0.0,0.016241012059190284,0.015599933233316042,0.018591180215520947,0.0024036489147952317,0.0023077938356115164,-0.000641078825874242
2,4,0,-0.05245418158837156,0.014319948901429099,0.01727079918742322,0.01612971461317532,0.0020849036655105567,0.0022824887654280535,0.0029508502859941204
3,2,3,-0.0022407305627193397,0.022093453105019235,0.010661026265215262,0.016287667192787937,0.002616737244819211,0.0023283412186358636,-0.011432426839803974
4,3,1,-0.03475935828877008,0.023411115383703024,0.02311100190519407,0.021838821359306947,0.002450314143178897,0.0021448503944888693,-0.00030011347850895237
